"","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_no_dl","provisional_no_por","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_unreturned","military_undeliverable","military_by_electionday","military_counted","military_rejected","military_late"
"585","TOWN OF FIFIELD PRICE","PRICE","TOWN OF FIFIELD",614,0,5,112,112,46,0,66,0,6,0,0,0,0,3,0,0,0,0,10,0,0,2,8,8,2,0,0,0,0,0,0,0,0,0,0,0
"586","TOWN OF FINLEY JUNEAU","JUNEAU","TOWN OF FINLEY",69,0,0,12,12,2,0,10,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"587","TOWN OF FLAMBEAU PRICE","PRICE","TOWN OF FLAMBEAU",329,0,3,41,41,14,0,27,0,6,0,0,0,0,4,0,0,0,0,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"588","TOWN OF FLAMBEAU RUSK","RUSK","TOWN OF FLAMBEAU",575,0,5,80,80,21,0,59,0,5,0,0,0,1,0,0,0,0,0,6,2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"589","TOWN OF FLORENCE FLORENCE","FLORENCE","TOWN OF FLORENCE",3114,2,2,111,111,56,0,55,0,3,0,0,0,0,2,0,0,0,0,33,4,1,2,29,28,1,0,0,0,0,1,1,0,0,0,0,0
"590","TOWN OF FOND DU LAC FOND DU LAC","FOND DU LAC","TOWN OF FOND DU LAC",2089,0,15,288,288,0,288,0,0,12,0,0,0,4,7,0,0,0,0,47,1,8,2,35,35,2,0,0,0,0,0,0,0,0,0,0,0
"591","TOWN OF FORD TAYLOR","TAYLOR","TOWN OF FORD",143,0,1,29,29,14,0,15,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592","TOWN OF FOREST FOND DU LAC","FOND DU LAC","TOWN OF FOREST",723,0,4,126,126,0,126,0,0,4,0,0,0,1,0,0,0,0,0,7,3,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"593","TOWN OF FOREST RICHLAND","RICHLAND","TOWN OF FOREST",190,0,5,48,48,29,0,19,0,3,0,0,0,1,2,0,0,0,0,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"594","TOWN OF FOREST ST. CROIX","ST. CROIX","TOWN OF FOREST",419,0,0,23,23,0,23,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","TOWN OF FOREST VERNON","VERNON","TOWN OF FOREST",317,0,1,52,52,52,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","TOWN OF FORESTVILLE DOOR","DOOR","TOWN OF FORESTVILLE",646,0,3,68,68,0,68,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"597","TOWN OF FORT WINNEBAGO COLUMBIA","COLUMBIA","TOWN OF FORT WINNEBAGO",593,0,2,83,84,0,83,0,0,3,0,0,0,0,2,0,0,0,0,6,1,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0
"598","TOWN OF FOSTER CLARK","CLARK","TOWN OF FOSTER",77,0,0,24,24,5,0,19,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"599","TOWN OF FOUNTAIN JUNEAU","JUNEAU","TOWN OF FOUNTAIN",366,0,2,59,59,20,0,39,0,6,0,0,0,3,3,0,0,0,0,5,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"600","TOWN OF FOUNTAIN PRAIRIE COLUMBIA","COLUMBIA","TOWN OF FOUNTAIN PRAIRIE",584,0,2,72,72,0,72,0,0,5,0,0,0,0,5,0,0,0,0,4,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"601","TOWN OF FOX LAKE DODGE","DODGE","TOWN OF FOX LAKE",767,0,0,93,93,0,91,0,0,5,0,0,0,2,3,0,0,0,0,9,3,3,1,4,6,1,0,0,0,0,1,0,0,1,1,0,0
"602","TOWN OF FRANKFORT MARATHON","MARATHON","TOWN OF FRANKFORT",369,0,1,38,38,0,38,0,0,4,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"603","TOWN OF FRANKFORT PEPIN","PEPIN","TOWN OF FRANKFORT",230,0,0,25,25,0,0,25,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","TOWN OF FRANKLIN JACKSON","JACKSON","TOWN OF FRANKLIN",230,0,0,39,39,3,0,36,0,4,0,1,0,0,2,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"605","TOWN OF FRANKLIN KEWAUNEE","KEWAUNEE","TOWN OF FRANKLIN",621,0,6,165,165,0,78,87,0,6,0,0,0,0,4,0,0,0,0,6,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"606","TOWN OF FRANKLIN MANITOWOC","MANITOWOC","TOWN OF FRANKLIN",803,0,1,107,107,107,0,0,0,3,0,0,0,0,3,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"607","TOWN OF FRANKLIN SAUK","SAUK","TOWN OF FRANKLIN",422,1,1,73,73,61,0,11,0,3,0,0,0,0,3,0,0,0,0,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"608","TOWN OF FRANKLIN VERNON","VERNON","TOWN OF FRANKLIN",612,0,3,111,111,36,0,75,0,4,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"609","TOWN OF FRANZEN MARATHON","MARATHON","TOWN OF FRANZEN",323,0,0,52,52,0,52,0,2,3,0,0,0,1,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"610","TOWN OF FREDONIA OZAUKEE","OZAUKEE","TOWN OF FREDONIA",1416,0,6,291,291,0,291,0,0,4,0,0,0,1,2,0,0,0,0,46,0,12,2,32,28,4,0,0,0,0,0,0,0,0,0,0,0
"611","TOWN OF FREEDOM FOREST","FOREST","TOWN OF FREEDOM",253,0,3,66,66,23,0,43,0,6,0,0,0,2,1,0,0,0,0,13,3,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0
"612","TOWN OF FREEDOM OUTAGAMIE","OUTAGAMIE","TOWN OF FREEDOM",3554,1,18,560,560,0,373,187,0,12,0,1,1,4,3,0,0,0,0,47,7,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","TOWN OF FREEDOM SAUK","SAUK","TOWN OF FREEDOM",305,0,1,79,79,0,79,0,0,10,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"614","TOWN OF FREEMAN CRAWFORD","CRAWFORD","TOWN OF FREEMAN",424,0,1,88,88,25,0,63,0,3,0,1,0,2,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"615","TOWN OF FREMONT CLARK","CLARK","TOWN OF FREMONT",582,0,2,73,73,0,58,15,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616","TOWN OF FREMONT WAUPACA","WAUPACA","TOWN OF FREMONT",424,0,0,75,75,6,0,68,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
"617","TOWN OF FRIENDSHIP FOND DU LAC","FOND DU LAC","TOWN OF FRIENDSHIP",1535,0,7,194,194,0,194,0,0,3,0,0,0,0,3,0,0,0,0,23,0,2,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
"618","TOWN OF FROG CREEK WASHBURN","WASHBURN","TOWN OF FROG CREEK",95,0,0,14,14,0,0,14,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","TOWN OF FULTON ROCK","ROCK","TOWN OF FULTON",2163,5,20,343,343,2,341,0,0,5,0,0,1,2,2,0,0,0,0,35,8,10,0,24,26,0,0,0,0,0,1,1,0,0,0,0,0
"620","TOWN OF GALE TREMPEALEAU","TREMPEALEAU","TOWN OF GALE",1014,0,3,166,166,4,0,162,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"621","TOWN OF GARDEN VALLEY JACKSON","JACKSON","TOWN OF GARDEN VALLEY",259,0,1,45,45,8,0,37,0,4,0,0,0,2,2,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"622","TOWN OF GARDNER DOOR","DOOR","TOWN OF GARDNER",0,0,3,100,100,100,0,0,0,4,0,0,0,1,2,0,0,0,0,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
"623","TOWN OF GARFIELD JACKSON","JACKSON","TOWN OF GARFIELD",338,0,1,53,53,1,0,52,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"624","TOWN OF GARFIELD POLK","POLK","TOWN OF GARFIELD",980,0,0,50,50,0,21,29,0,4,0,0,0,2,1,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"625","TOWN OF GENESEE WAUKESHA","WAUKESHA","TOWN OF GENESEE",5332,8,20,1024,1024,4,1020,0,0,3,0,0,0,1,0,0,0,0,0,100,51,12,0,85,89,0,0,0,0,0,1,1,0,0,0,0,0
"626","TOWN OF GENEVA WALWORTH","WALWORTH","TOWN OF GENEVA",2831,4,24,428,428,0,428,0,0,13,0,0,0,3,6,0,0,0,0,49,8,2,0,45,45,1,0,0,0,0,0,0,0,0,0,0,0
"627","TOWN OF GENOA VERNON","VERNON","TOWN OF GENOA",467,0,3,54,54,9,0,45,0,5,0,0,2,2,1,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"628","TOWN OF GEORGETOWN POLK","POLK","TOWN OF GEORGETOWN",639,0,3,52,52,33,0,18,0,3,0,0,0,3,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0
"629","TOWN OF GEORGETOWN PRICE","PRICE","TOWN OF GEORGETOWN",110,0,2,15,15,5,0,10,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","TOWN OF GERMANIA SHAWANO","SHAWANO","TOWN OF GERMANIA",213,0,0,19,19,3,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","TOWN OF GERMANTOWN JUNEAU","JUNEAU","TOWN OF GERMANTOWN",872,0,2,95,95,14,0,0,81,13,0,0,0,2,2,0,0,0,0,5,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"632","TOWN OF GERMANTOWN WASHINGTON","WASHINGTON","TOWN OF GERMANTOWN",182,0,0,42,42,0,42,0,0,5,0,0,0,2,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"633","TOWN OF GIBRALTAR DOOR","DOOR","TOWN OF GIBRALTAR",873,1,9,200,200,0,200,0,0,4,0,0,0,1,3,0,0,0,0,34,3,9,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0
"634","TOWN OF GIBSON MANITOWOC","MANITOWOC","TOWN OF GIBSON",859,0,3,137,137,137,0,0,0,4,0,0,0,1,0,0,0,0,0,7,1,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"635","TOWN OF GILLETT OCONTO","OCONTO","TOWN OF GILLETT",615,0,2,114,114,2,0,112,0,4,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","TOWN OF GILMAN PIERCE","PIERCE","TOWN OF GILMAN",622,3,3,56,56,1,0,55,0,6,0,0,0,1,4,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"637","TOWN OF GILMANTON BUFFALO","BUFFALO","TOWN OF GILMANTON",264,0,0,22,22,1,0,21,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"638","TOWN OF GINGLES ASHLAND","ASHLAND","TOWN OF GINGLES",479,0,3,48,48,48,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"639","TOWN OF GLEN HAVEN GRANT","GRANT","TOWN OF GLEN HAVEN",246,0,0,18,18,2,0,16,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640","TOWN OF GLENCOE BUFFALO","BUFFALO","TOWN OF GLENCOE",271,0,1,53,53,3,0,50,0,3,0,0,0,2,1,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"641","TOWN OF GLENDALE MONROE","MONROE","TOWN OF GLENDALE",345,0,1,60,60,4,0,56,0,6,0,0,0,1,2,0,0,0,0,6,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
"642","TOWN OF GLENMORE BROWN","BROWN","TOWN OF GLENMORE",731,0,4,114,114,0,114,0,0,6,0,0,0,1,111,0,0,0,0,5,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0
"643","TOWN OF GLENWOOD ST. CROIX","ST. CROIX","TOWN OF GLENWOOD",453,0,2,25,25,0,25,0,0,3,0,0,1,0,2,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"644","TOWN OF GOETZ CHIPPEWA","CHIPPEWA","TOWN OF GOETZ",439,0,0,60,60,0,28,32,0,5,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","TOWN OF GOODMAN MARINETTE","MARINETTE","TOWN OF GOODMAN",362,0,4,59,59,20,0,39,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"646","TOWN OF GOODRICH TAYLOR","TAYLOR","TOWN OF GOODRICH",296,0,1,52,52,11,0,41,0,4,0,0,0,2,1,0,0,0,0,7,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"647","TOWN OF GORDON ASHLAND","ASHLAND","TOWN OF GORDON",173,0,1,21,21,21,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","TOWN OF GORDON DOUGLAS","DOUGLAS","TOWN OF GORDON",521,0,6,67,67,0,67,0,0,3,0,0,0,1,1,0,0,0,0,7,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"649","TOWN OF GRAFTON OZAUKEE","OZAUKEE","TOWN OF GRAFTON",2978,3,10,653,653,0,655,0,0,10,0,0,0,4,8,1,0,0,1,79,25,11,0,63,44,1,0,0,0,0,3,3,0,0,0,0,0
"650","TOWN OF GRAND CHUTE OUTAGAMIE","OUTAGAMIE","TOWN OF GRAND CHUTE",12659,19,66,1493,1493,0,1181,312,0,19,0,0,1,3,10,1,0,0,1,372,45,116,17,244,250,3,0,0,0,0,1,1,0,0,0,0,0
"651","TOWN OF GRAND RAPIDS WOOD","WOOD","TOWN OF GRAND RAPIDS",5012,8,11,698,698,0,698,0,0,10,0,0,0,6,9,0,0,0,0,55,18,8,1,47,0,0,0,0,0,0,1,1,0,0,0,0,0
"652","TOWN OF GRAND VIEW BAYFIELD","BAYFIELD","TOWN OF GRAND VIEW",315,0,2,64,64,0,64,0,0,5,0,0,0,0,3,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"653","TOWN OF GRANT CLARK","CLARK","TOWN OF GRANT",437,0,2,57,57,50,0,7,0,3,0,0,0,0,0,0,1,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"654","TOWN OF GRANT DUNN","DUNN","TOWN OF GRANT",261,0,0,43,43,0,22,21,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","TOWN OF GRANT MONROE","MONROE","TOWN OF GRANT",262,0,1,38,38,1,0,37,1,4,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"656","TOWN OF GRANT PORTAGE","PORTAGE","TOWN OF GRANT",1172,0,4,132,132,0,131,0,1,3,0,0,0,1,1,0,0,0,0,12,0,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"657","TOWN OF GRANT RUSK","RUSK","TOWN OF GRANT",405,0,2,61,61,61,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","TOWN OF GRANT SHAWANO","SHAWANO","TOWN OF GRANT",568,0,1,50,50,15,0,35,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659","TOWN OF GRANTSBURG BURNETT","BURNETT","TOWN OF GRANTSBURG",620,0,1,53,53,12,0,41,0,12,0,0,1,6,4,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"660","TOWN OF GRATIOT LAFAYETTE","LAFAYETTE","TOWN OF GRATIOT",339,0,2,39,39,0,0,39,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"661","TOWN OF GREEN BAY BROWN","BROWN","TOWN OF GREEN BAY",1302,0,12,196,196,0,196,0,0,6,0,0,0,2,0,0,0,0,0,9,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","TOWN OF GREEN GROVE CLARK","CLARK","TOWN OF GREEN GROVE",272,0,0,26,26,18,0,8,0,4,0,0,0,2,2,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663","TOWN OF GREEN LAKE GREEN LAKE","GREEN LAKE","TOWN OF GREEN LAKE",838,0,1,117,117,9,0,0,0,3,0,0,1,1,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"664","TOWN OF GREEN VALLEY MARATHON","MARATHON","TOWN OF GREEN VALLEY",342,0,2,41,41,0,41,0,0,5,0,0,0,2,3,0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"665","TOWN OF GREEN VALLEY SHAWANO","SHAWANO","TOWN OF GREEN VALLEY",594,0,4,87,87,23,0,64,0,9,0,0,0,2,2,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"666","TOWN OF GREENBUSH SHEBOYGAN","SHEBOYGAN","TOWN OF GREENBUSH",1008,0,6,210,210,0,153,57,0,6,0,0,0,5,1,0,0,0,0,6,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"667","TOWN OF GREENFIELD LA CROSSE","LA CROSSE","TOWN OF GREENFIELD",1269,0,4,177,177,0,177,0,0,7,0,0,0,2,2,0,0,0,0,16,1,6,2,10,8,2,0,0,0,0,0,0,0,0,0,0,0
"668","TOWN OF GREENFIELD MONROE","MONROE","TOWN OF GREENFIELD",448,0,1,73,73,0,0,73,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","TOWN OF GREENFIELD SAUK","SAUK","TOWN OF GREENFIELD",618,0,6,150,150,0,150,0,0,6,0,0,0,2,2,0,0,0,0,7,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"670","TOWN OF GREENVILLE OUTAGAMIE","OUTAGAMIE","TOWN OF GREENVILLE",6919,16,17,678,678,0,455,223,0,29,0,0,0,5,19,0,0,0,0,41,11,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0
"671","TOWN OF GREENWOOD TAYLOR","TAYLOR","TOWN OF GREENWOOD",357,0,0,39,39,7,0,32,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672","TOWN OF GREENWOOD VERNON","VERNON","TOWN OF GREENWOOD",251,0,3,0,48,17,0,30,0,3,0,0,0,2,1,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"673","TOWN OF GROVER MARINETTE","MARINETTE","TOWN OF GROVER",1002,0,2,110,110,4,0,106,0,10,0,0,2,2,2,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"674","TOWN OF GROVER TAYLOR","TAYLOR","TOWN OF GROVER",151,0,1,10,10,0,0,10,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675","TOWN OF GROW RUSK","RUSK","TOWN OF GROW",215,0,0,40,40,2,0,38,0,3,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676","TOWN OF GUENTHER MARATHON","MARATHON","TOWN OF GUENTHER",225,0,5,37,37,0,37,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677","TOWN OF GULL LAKE WASHBURN","WASHBURN","TOWN OF GULL LAKE",130,0,0,24,24,0,0,24,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"678","TOWN OF GURNEY IRON","IRON","TOWN OF GURNEY",106,0,0,17,17,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"679","TOWN OF HACKETT PRICE","PRICE","TOWN OF HACKETT",124,0,0,16,16,1,0,15,0,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680","TOWN OF HALE TREMPEALEAU","TREMPEALEAU","TOWN OF HALE",599,0,0,86,86,12,0,74,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681","TOWN OF HALLIE CHIPPEWA","CHIPPEWA","TOWN OF HALLIE",108,0,1,28,27,0,27,0,0,4,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"682","TOWN OF HALSEY MARATHON","MARATHON","TOWN OF HALSEY",330,0,2,47,47,0,47,0,2,4,0,0,0,1,1,0,0,0,0,6,1,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
"683","TOWN OF HAMBURG MARATHON","MARATHON","TOWN OF HAMBURG",513,0,5,58,58,0,58,0,11,7,0,0,0,5,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"684","TOWN OF HAMBURG VERNON","VERNON","TOWN OF HAMBURG",607,0,2,103,103,2,0,101,0,6,0,0,0,0,6,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"685","TOWN OF HAMILTON LA CROSSE","LA CROSSE","TOWN OF HAMILTON",1659,0,4,250,250,0,250,0,0,6,0,0,0,1,3,0,0,0,0,5,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"686","TOWN OF HAMMEL TAYLOR","TAYLOR","TOWN OF HAMMEL",452,0,3,61,61,1,0,56,0,3,0,0,0,0,2,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"687","TOWN OF HAMMOND ST. CROIX","ST. CROIX","TOWN OF HAMMOND",1345,0,1,49,49,0,49,0,0,7,0,0,0,1,6,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"688","TOWN OF HAMPDEN COLUMBIA","COLUMBIA","TOWN OF HAMPDEN",374,0,5,76,76,0,76,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"689","TOWN OF HANCOCK WAUSHARA","WAUSHARA","TOWN OF HANCOCK",310,0,4,57,57,16,0,41,0,3,0,0,0,2,1,0,0,0,0,6,2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"690","TOWN OF HANEY CRAWFORD","CRAWFORD","TOWN OF HANEY",189,0,0,49,49,7,0,42,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","TOWN OF HANSEN WOOD","WOOD","TOWN OF HANSEN",425,0,1,51,52,0,51,0,5,3,0,0,0,0,1,0,0,0,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"692","TOWN OF HARDING LINCOLN","LINCOLN","TOWN OF HARDING",262,0,3,48,48,0,48,0,0,3,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"693","TOWN OF HARMONY PRICE","PRICE","TOWN OF HARMONY",147,0,0,23,23,0,0,23,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","TOWN OF HARMONY ROCK","ROCK","TOWN OF HARMONY",1646,0,7,259,259,0,259,0,0,11,0,0,0,5,6,0,0,0,0,30,4,3,0,25,27,0,0,0,0,0,0,0,0,0,0,0,0
"695","TOWN OF HARMONY VERNON","VERNON","TOWN OF HARMONY",389,0,0,63,63,0,0,63,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696","TOWN OF HARRIS MARQUETTE","MARQUETTE","TOWN OF HARRIS",530,2,1,134,134,33,0,101,0,6,0,0,0,1,2,0,0,0,0,33,30,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
"697","TOWN OF HARRISON CALUMET","CALUMET","TOWN OF HARRISON",712,0,0,70,70,0,70,0,0,15,0,0,0,3,12,0,0,0,0,7,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
"698","TOWN OF HARRISON GRANT","GRANT","TOWN OF HARRISON",305,0,0,37,37,0,0,37,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699","TOWN OF HARRISON LINCOLN","LINCOLN","TOWN OF HARRISON",600,0,3,174,172,172,0,0,0,5,0,0,1,0,1,0,0,0,0,9,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"700","TOWN OF HARRISON MARATHON","MARATHON","TOWN OF HARRISON",201,0,2,26,26,0,26,0,6,3,0,0,0,2,0,0,0,0,0,3,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"701","TOWN OF HARRISON WAUPACA","WAUPACA","TOWN OF HARRISON",274,0,1,51,51,14,0,37,0,6,0,0,0,3,3,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"702","TOWN OF HARTFORD WASHINGTON","WASHINGTON","TOWN OF HARTFORD",2464,0,22,543,543,0,543,0,0,8,0,0,0,0,5,0,0,0,0,28,2,2,2,23,24,0,0,0,0,0,1,1,0,0,0,0,0
