"","reporting_unit","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_no_dl","provisional_no_por","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_unreturned","military_undeliverable","military_by_electionday","military_counted","military_rejected","military_late"
"766","CITY-OF-MEDFORD-WARD-1-8-TAYLOR","CITY OF MEDFORD TAYLOR","TAYLOR","CITY OF MEDFORD",2230,3,7,241,241,129,0,112,0,7,0,0,0,2,1,0,0,0,0,74,3,2,24,41,4,0,0,0,0,0,0,0,0,0,0,0,0
"767","CITY-OF-MELLEN-WARD-1-ASHLAND","CITY OF MELLEN ASHLAND","ASHLAND","CITY OF MELLEN",353,0,1,42,42,42,0,0,0,6,0,0,0,3,0,0,0,0,0,13,2,0,0,13,7,6,0,0,0,0,0,0,0,0,0,0,0
"768","CITY-OF-MENASHA-WARD-1-2-4-7-WINNEBAGO","CITY OF MENASHA WINNEBAGO","WINNEBAGO","CITY OF MENASHA",2154,1,26,558,558,0,558,0,0,9,0,0,0,0,9,0,0,0,0,62,2,16,4,39,42,0,0,0,0,0,0,0,0,0,0,0,0
"769","CITY-OF-MENASHA-WARD-10-13-21-22-36-37-WINNEBAGO","CITY OF MENASHA WINNEBAGO","WINNEBAGO","CITY OF MENASHA",2395,1,31,533,533,0,533,0,0,11,0,0,0,1,7,0,0,0,0,58,7,0,5,52,52,0,0,0,0,0,1,1,0,0,0,0,0
"770","CITY-OF-MENASHA-WARD-16-20-CALUMET","CITY OF MENASHA CALUMET","CALUMET","CITY OF MENASHA",1548,2,29,327,327,0,327,0,0,9,0,0,0,0,7,0,0,0,0,18,0,2,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0
"771","CITY-OF-MENASHA-WARD-3-14-15-30-WINNEBAGO","CITY OF MENASHA WINNEBAGO","WINNEBAGO","CITY OF MENASHA",1047,0,16,223,223,0,223,0,0,11,0,0,0,1,8,0,0,0,0,22,3,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0
"772","CITY-OF-MENASHA-WARD-5-6-5-8-9-23-29-31-35-38-WINNEBAGO","CITY OF MENASHA WINNEBAGO","WINNEBAGO","CITY OF MENASHA",2249,10,32,522,522,0,522,0,0,9,0,0,0,1,3,0,0,0,0,78,15,4,3,67,69,1,0,0,0,0,0,0,0,0,0,0,0
"773","CITY-OF-MENOMONIE-WARD-1-2-DUNN","CITY OF MENOMONIE DUNN","DUNN","CITY OF MENOMONIE",1729,5,15,222,222,0,123,99,0,9,0,0,0,0,3,0,0,0,0,70,6,15,8,46,46,0,0,0,0,0,0,0,0,0,0,0,0
"774","CITY-OF-MENOMONIE-WARD-10-11-DUNN","CITY OF MENOMONIE DUNN","DUNN","CITY OF MENOMONIE",1680,0,14,276,276,0,138,138,0,8,0,0,0,0,5,0,1,0,1,63,9,18,1,42,44,0,0,0,0,0,0,0,0,0,0,0,0
"775","CITY-OF-MENOMONIE-WARD-3-4-DUNN","CITY OF MENOMONIE DUNN","DUNN","CITY OF MENOMONIE",1514,0,12,60,60,0,17,43,0,5,0,0,0,2,1,0,0,0,0,4,0,1,0,1,2,0,0,0,0,0,2,1,0,1,1,0,0
"776","CITY-OF-MENOMONIE-WARD-5-7-DUNN","CITY OF MENOMONIE DUNN","DUNN","CITY OF MENOMONIE",1487,0,25,49,49,0,6,43,0,8,0,1,0,2,4,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"777","CITY-OF-MENOMONIE-WARD-6-DUNN","CITY OF MENOMONIE DUNN","DUNN","CITY OF MENOMONIE",730,0,6,73,73,0,12,61,0,7,0,0,0,3,4,0,0,0,0,5,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"778","CITY-OF-MENOMONIE-WARD-8-9-DUNN","CITY OF MENOMONIE DUNN","DUNN","CITY OF MENOMONIE",1427,1,13,122,122,0,53,69,0,7,0,0,0,0,7,0,0,0,0,22,2,4,0,18,18,0,0,0,0,0,1,0,0,1,1,0,0
"779","CITY-OF-MEQUON-WARD-1-2-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",2131,0,12,414,415,0,414,0,0,8,0,0,0,0,1,0,0,0,0,39,18,10,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"780","CITY-OF-MEQUON-WARD-11-12-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",2083,0,13,369,369,0,369,0,0,9,0,0,0,0,1,0,0,0,0,67,28,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"781","CITY-OF-MEQUON-WARD-13-14-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",1296,0,16,277,278,0,277,0,0,11,0,0,0,1,2,0,0,0,0,48,19,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782","CITY-OF-MEQUON-WARD-15-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",997,0,5,214,213,0,214,0,0,11,0,0,0,1,2,0,0,0,0,115,15,59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"783","CITY-OF-MEQUON-WARD-16-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",794,0,2,166,166,0,166,0,0,10,0,0,0,1,3,0,0,0,0,21,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","CITY-OF-MEQUON-WARD-17-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",855,0,9,202,203,0,202,0,0,10,0,0,0,1,3,0,0,0,0,70,17,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"785","CITY-OF-MEQUON-WARD-18-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",601,0,1,123,123,0,123,0,0,7,0,0,0,1,3,0,0,0,0,34,18,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"786","CITY-OF-MEQUON-WARD-19-21-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",2178,0,8,363,363,0,363,0,0,7,0,0,0,2,2,0,0,0,0,84,19,14,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"787","CITY-OF-MEQUON-WARD-3-4-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",2034,0,9,442,442,0,442,0,0,7,0,0,0,1,3,0,0,0,0,86,35,17,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"788","CITY-OF-MEQUON-WARD-5-7-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",2385,0,12,468,469,0,468,0,0,8,0,0,0,0,1,0,0,0,0,57,28,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"789","CITY-OF-MEQUON-WARD-8-10-OZAUKEE","CITY OF MEQUON OZAUKEE","OZAUKEE","CITY OF MEQUON",2183,0,19,437,437,0,437,0,0,6,0,0,0,3,1,0,0,0,0,67,28,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"790","CITY-OF-MERRILL-WARD-1-2-LINCOLN","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",609,2,6,119,119,0,119,0,0,4,0,0,0,0,3,0,0,0,0,36,4,6,0,29,30,0,0,0,0,0,2,2,0,0,0,0,0
"791","CITY-OF-MERRILL-WARD-10-12-LINCOLN","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",582,0,0,83,83,0,83,0,0,4,0,0,0,0,1,0,0,0,0,14,0,4,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
"792","CITY-OF-MERRILL-WARD-13-14-LINCOLN","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",653,2,1,88,88,0,88,0,0,4,0,0,0,0,1,0,0,0,0,13,0,3,0,10,10,0,0,0,0,0,1,1,0,0,0,0,0
"793","CITY-OF-MERRILL-WARD-15-17-LINCOLN","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",658,13,5,143,143,0,143,0,0,4,0,0,0,0,3,0,0,0,0,41,4,14,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
"794","CITY-OF-MERRILL-WARD-18-19-LINCOLN","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",521,2,2,74,74,0,74,0,0,4,0,0,0,0,2,0,0,0,0,11,0,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"795","CITY-OF-MERRILL-WARD-3-4-LINCOLN","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",623,1,2,94,94,0,94,0,0,4,0,0,0,0,0,1,0,1,0,16,1,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"796","CITY-OF-MERRILL-WARD-5-7-LINCOLN","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",519,0,2,87,87,0,87,0,0,4,0,0,0,0,1,0,0,0,0,22,0,6,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
"797","CITY-OF-MERRILL-WARD-8-9-LINCOLN","CITY OF MERRILL LINCOLN","LINCOLN","CITY OF MERRILL",571,1,3,85,85,0,85,0,0,4,0,0,0,0,1,0,0,0,0,17,0,7,0,10,10,0,0,0,0,0,1,1,0,0,0,0,0
"798","CITY-OF-MIDDLETON-WARD-1-4-9-19-DANE","CITY OF MIDDLETON DANE","DANE","CITY OF MIDDLETON",3451,20,52,821,821,0,821,0,0,13,1,0,1,3,6,0,0,0,0,99,55,17,0,81,82,0,0,0,0,0,1,1,0,0,0,0,0
"799","CITY-OF-MIDDLETON-WARD-10-13-DANE","CITY OF MIDDLETON DANE","DANE","CITY OF MIDDLETON",3665,9,55,856,856,0,856,0,0,19,0,0,1,2,6,0,0,0,0,123,34,16,1,105,108,0,0,0,0,0,0,0,0,0,0,0,0
"800","CITY-OF-MIDDLETON-WARD-14-18-DANE","CITY OF MIDDLETON DANE","DANE","CITY OF MIDDLETON",2916,4,22,527,527,0,527,0,0,13,0,0,1,0,7,0,0,0,0,69,26,9,3,56,61,0,0,0,0,0,0,0,0,0,0,0,0
"801","CITY-OF-MIDDLETON-WARD-5-8-DANE","CITY OF MIDDLETON DANE","DANE","CITY OF MIDDLETON",3090,8,44,770,770,0,769,0,1,15,0,0,0,0,8,0,0,0,0,117,39,22,1,90,95,0,0,0,0,0,0,0,0,0,0,0,0
"802","CITY-OF-MILTON-WARD-1-12-ROCK","CITY OF MILTON ROCK","ROCK","CITY OF MILTON",3255,10,14,445,445,0,445,0,0,23,0,1,4,8,8,0,0,0,0,69,8,12,4,52,52,0,0,0,0,0,1,0,1,0,0,0,0
"803","CITY-OF-MILWAUKEE-WARD-1-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1499,2,31,289,289,289,0,0,0,5,0,0,0,2,3,0,0,0,0,105,5,40,2,60,63,0,0,0,0,0,0,0,0,0,0,0,0
"804","CITY-OF-MILWAUKEE-WARD-10-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1438,4,10,418,418,0,418,0,0,7,0,0,3,2,2,0,0,0,0,47,6,11,0,35,36,0,0,0,0,0,0,0,0,0,0,0,0
"805","CITY-OF-MILWAUKEE-WARD-100-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",898,2,8,209,209,0,209,0,0,5,0,0,2,2,1,0,0,0,0,16,7,4,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"806","CITY-OF-MILWAUKEE-WARD-101-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1295,1,13,297,297,0,297,0,0,5,0,0,2,2,1,0,0,0,0,35,12,2,0,32,33,0,0,0,0,0,0,0,0,0,0,0,0
"807","CITY-OF-MILWAUKEE-WARD-102-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1522,1,14,335,335,0,335,0,0,10,0,0,3,3,2,0,0,0,0,50,13,9,0,35,41,0,0,0,0,0,1,1,0,0,0,0,0
"808","CITY-OF-MILWAUKEE-WARD-103-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1887,0,19,342,342,0,342,0,0,0,0,0,0,0,0,0,0,0,0,35,8,3,0,25,30,2,0,0,0,0,0,0,0,0,0,0,0
"809","CITY-OF-MILWAUKEE-WARD-104-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1685,0,22,242,242,0,242,0,0,0,0,0,0,0,0,0,0,0,0,54,8,18,0,35,36,0,0,0,0,0,0,0,0,0,0,0,0
"810","CITY-OF-MILWAUKEE-WARD-105-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",813,0,4,96,96,0,96,0,0,5,0,0,2,2,1,0,0,0,0,10,2,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"811","CITY-OF-MILWAUKEE-WARD-106-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",685,0,5,102,102,0,102,0,0,5,0,0,2,2,1,0,0,0,0,12,2,2,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0
"812","CITY-OF-MILWAUKEE-WARD-107-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1030,1,9,162,162,0,162,0,0,10,0,2,2,2,2,0,0,0,0,24,2,7,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"813","CITY-OF-MILWAUKEE-WARD-108-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1083,1,12,167,167,0,167,0,0,0,0,0,0,0,0,0,0,0,0,32,4,5,0,24,27,0,0,0,0,0,0,0,0,0,0,0,0
"814","CITY-OF-MILWAUKEE-WARD-109-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1243,0,8,167,167,0,167,0,0,0,0,0,0,0,0,0,0,0,0,27,6,7,0,19,19,1,0,0,0,0,0,0,0,0,0,0,0
"815","CITY-OF-MILWAUKEE-WARD-11-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1288,1,26,277,277,0,277,0,0,5,0,0,2,2,1,0,0,0,0,32,2,5,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
"816","CITY-OF-MILWAUKEE-WARD-110-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",645,0,8,82,82,0,82,0,0,7,0,0,2,2,2,0,0,0,0,13,2,4,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
"817","CITY-OF-MILWAUKEE-WARD-111-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1034,1,6,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,15,4,5,1,9,9,0,0,0,0,0,1,0,0,0,0,0,1
"818","CITY-OF-MILWAUKEE-WARD-112-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1039,0,10,149,149,0,149,0,0,5,0,0,2,2,1,2,0,0,2,15,3,2,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0
"819","CITY-OF-MILWAUKEE-WARD-113-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",950,0,12,127,127,0,127,0,0,7,0,0,2,2,2,0,0,0,0,31,7,7,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0
"820","CITY-OF-MILWAUKEE-WARD-114-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",796,0,10,144,144,0,144,0,0,0,0,0,0,0,0,0,0,0,0,25,8,2,1,19,22,0,0,0,0,0,0,0,0,0,0,0,0
"821","CITY-OF-MILWAUKEE-WARD-115-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1343,7,15,232,232,0,232,0,0,7,0,0,2,2,2,0,0,0,0,53,14,12,0,35,41,0,0,0,0,0,0,0,0,0,0,0,0
"822","CITY-OF-MILWAUKEE-WARD-116-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",825,0,6,92,92,0,92,0,0,0,0,0,0,0,0,1,0,0,1,18,1,2,0,14,15,1,0,0,0,0,0,0,0,0,0,0,0
"823","CITY-OF-MILWAUKEE-WARD-117-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",976,1,3,110,110,0,110,0,0,5,0,0,2,2,1,0,0,0,0,9,1,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"824","CITY-OF-MILWAUKEE-WARD-118-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",930,1,9,158,158,0,158,0,0,5,0,0,2,2,1,0,0,0,0,16,4,3,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
"825","CITY-OF-MILWAUKEE-WARD-119-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",978,0,12,157,157,0,157,0,0,7,0,0,2,2,2,0,0,0,0,19,3,3,0,13,15,1,0,0,0,0,0,0,0,0,0,0,0
"826","CITY-OF-MILWAUKEE-WARD-12-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1208,0,19,230,230,0,230,0,0,5,0,0,1,2,2,0,0,0,0,12,0,6,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"827","CITY-OF-MILWAUKEE-WARD-120-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",938,1,7,112,112,0,112,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
"828","CITY-OF-MILWAUKEE-WARD-121-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",960,0,12,133,133,0,133,0,0,7,0,0,2,2,2,0,0,0,0,22,3,4,1,16,15,2,0,0,0,0,0,0,0,0,0,0,0
"829","CITY-OF-MILWAUKEE-WARD-122-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1086,0,13,146,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,28,5,9,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
"830","CITY-OF-MILWAUKEE-WARD-123-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1223,3,24,228,228,0,228,0,0,7,0,0,2,2,2,0,0,0,0,20,6,3,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0
"831","CITY-OF-MILWAUKEE-WARD-124-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",857,0,15,107,107,0,107,0,0,0,0,0,0,0,0,0,0,0,0,14,1,6,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"832","CITY-OF-MILWAUKEE-WARD-125-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1311,1,64,478,478,0,478,0,0,7,0,0,2,2,2,0,0,0,0,19,8,2,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0
"833","CITY-OF-MILWAUKEE-WARD-126-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1028,0,49,382,382,0,382,0,0,5,0,0,2,2,1,0,0,0,0,28,12,7,0,19,20,1,0,0,0,0,0,0,0,0,0,0,0
"834","CITY-OF-MILWAUKEE-WARD-127-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1662,3,32,359,359,0,359,0,0,10,0,0,3,3,2,0,0,0,0,37,22,5,0,31,32,0,0,0,0,0,1,0,0,0,1,0,0
"835","CITY-OF-MILWAUKEE-WARD-128-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1964,1,39,293,293,0,293,0,0,7,0,0,2,2,2,0,0,0,0,19,8,1,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0
"836","CITY-OF-MILWAUKEE-WARD-129-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1181,2,12,266,266,0,266,0,0,0,0,0,0,0,0,0,0,0,0,21,13,2,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0
"837","CITY-OF-MILWAUKEE-WARD-13-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",845,0,4,134,134,0,134,0,0,5,0,0,2,2,1,0,0,0,0,11,0,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0
"838","CITY-OF-MILWAUKEE-WARD-130-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",886,2,33,142,142,0,142,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"839","CITY-OF-MILWAUKEE-WARD-131-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1308,3,20,399,399,0,399,0,0,5,0,0,2,2,1,0,0,0,0,33,20,1,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
"840","CITY-OF-MILWAUKEE-WARD-132-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1705,5,51,725,725,0,725,0,0,5,0,0,2,2,1,0,0,0,0,263,33,65,2,190,196,0,0,0,0,0,0,0,0,0,0,0,0
"841","CITY-OF-MILWAUKEE-WARD-133-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1082,0,33,179,179,0,179,0,0,12,0,0,4,4,4,0,0,0,0,30,3,9,1,16,20,0,0,0,0,0,1,1,0,0,0,0,0
"842","CITY-OF-MILWAUKEE-WARD-134-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1057,1,30,165,165,0,165,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"843","CITY-OF-MILWAUKEE-WARD-135-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1200,1,29,220,220,0,220,0,0,5,0,0,2,2,1,0,0,0,0,17,4,2,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0
"844","CITY-OF-MILWAUKEE-WARD-136-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1496,1,39,192,192,0,192,0,0,5,0,0,2,2,1,0,0,0,0,11,4,1,0,9,10,0,0,0,0,0,2,2,0,0,0,0,0
"845","CITY-OF-MILWAUKEE-WARD-137-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",945,0,29,191,191,0,191,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0
"846","CITY-OF-MILWAUKEE-WARD-138-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",2536,2,114,672,672,0,672,0,0,5,0,0,2,2,1,1,0,0,1,32,10,6,1,25,25,0,0,0,0,0,1,1,0,0,0,0,0
"847","CITY-OF-MILWAUKEE-WARD-139-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1920,1,52,349,349,0,349,0,0,5,0,0,2,2,1,1,0,0,1,28,12,5,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0
"848","CITY-OF-MILWAUKEE-WARD-14-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1297,0,13,255,255,0,255,0,0,7,0,0,2,2,2,0,0,0,0,38,2,4,1,29,32,1,0,0,0,0,0,0,0,0,0,0,0
"849","CITY-OF-MILWAUKEE-WARD-140-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",677,0,11,128,128,0,128,0,0,5,0,0,2,2,1,0,0,0,0,6,3,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"850","CITY-OF-MILWAUKEE-WARD-141-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",882,5,10,163,163,0,163,0,0,7,7,0,2,2,2,0,0,0,0,35,15,3,0,28,32,0,0,0,0,0,0,0,0,0,0,0,0
"851","CITY-OF-MILWAUKEE-WARD-142-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",844,1,9,181,181,0,181,0,0,0,0,0,0,0,0,0,0,0,0,21,7,2,2,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"852","CITY-OF-MILWAUKEE-WARD-143-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",914,1,15,109,109,0,109,0,0,5,0,0,2,2,1,0,0,0,0,14,2,2,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0
"853","CITY-OF-MILWAUKEE-WARD-144-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",609,0,6,81,81,0,81,0,0,7,0,0,2,2,2,0,0,0,0,14,3,4,0,8,9,1,0,0,0,0,0,0,0,0,0,0,0
"854","CITY-OF-MILWAUKEE-WARD-145-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",452,1,3,51,51,0,51,0,0,7,0,0,2,2,2,0,0,0,0,6,2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"855","CITY-OF-MILWAUKEE-WARD-146-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",377,1,4,43,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"856","CITY-OF-MILWAUKEE-WARD-147-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",1500,1,11,146,146,0,146,0,0,5,0,0,2,2,1,0,0,0,0,25,2,6,0,16,18,1,0,0,0,0,0,0,0,0,0,0,0
"857","CITY-OF-MILWAUKEE-WARD-148-MILWAUKEE","CITY OF MILWAUKEE MILWAUKEE","MILWAUKEE","CITY OF MILWAUKEE",980,0,8,153,153,0,153,0,0,5,0,0,0,2,2,0,0,0,1,13,2,0,0,12,12,1,0,0,0,0,0,0,0,0,0,0,0
