"","X","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","obama","romney","undecided","other","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","other.nonas","decided.total","romney.defs","obama.defs","other.defs"
"224",224,"--","Rasmussen","2012-07-15","2012-07-17","2012-07-18T10:03:00Z",1500,"Likely Voters","Automated Phone",46,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14373","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,93,50.5376344086022,49.4623655913978,NA
"225",225,"--","YouGov/Economist","2012-07-14","2012-07-16","2012-07-18T13:03:40Z",742,"Registered Voters","Internet",47,44,5,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14378","http://cdn.yougov.com/cumulus_uploads/document/wxt8kj3j6n/econToplines.pdf","Nonpartisan","None",NA,1,0,91,48.3516483516484,51.6483516483517,NA
"226",226,"--","CBS/Times","2012-07-11","2012-07-16","2012-07-18T18:42:53Z",942,"Registered Voters","Live Phone",46,47,5,2,"http://elections.huffingtonpost.com/pollster/polls/cbs-times-14382","http://www.cbsnews.com/8301-250_162-57475191/cbs-news-new-york-times-poll-7-18-12/","Nonpartisan","None",NA,1,2,95,49.4736842105263,48.4210526315789,2.10526315789474
"227",227,"--","DailyKos/SEIU/PPP (D)","2012-07-12","2012-07-15","2012-07-17T11:02:36Z",1000,"Registered Voters","Automated Phone",48,46,7,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14365","http://dailykos.com/weeklypolling/2012/6/28","Sponsor","Dem",NA,1,0,94,48.936170212766,51.063829787234,NA
"228",228,"--","Rasmussen","2012-07-12","2012-07-14","2012-07-16T10:21:26Z",1500,"Likely Voters","Automated Phone",45,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14340","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,50,50,NA
"229",229,"--","Gallup","2012-07-08","2012-07-14","2012-07-16T10:23:49Z",3000,"Registered Voters","Live Phone",47,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14346","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,92,48.9130434782609,51.0869565217391,NA
"230",230,"--","NPR","2012-07-09","2012-07-12","2012-07-19T10:37:05Z",1000,"Likely Voters","Live Phone",47,45,5,NA,"http://elections.huffingtonpost.com/pollster/polls/npr-14390","http://www.npr.org/news/polls/npr.pdf","Nonpartisan","None",NA,1,0,92,48.9130434782609,51.0869565217391,NA
"231",231,"--","Marist/McClatchy","2012-07-09","2012-07-11","2012-07-16T10:48:15Z",849,"Registered Voters","Live Phone",48,46,6,NA,"http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-14351","http://www.mcclatchydc.com/2012/07/13/156143/mcclatchy-marist-poll-july-2012.html","Nonpartisan","None",NA,1,0,94,48.936170212766,51.063829787234,NA
"232",232,"--","Rasmussen","2012-07-09","2012-07-11","2012-07-12T10:10:40Z",1500,"Likely Voters","Automated Phone",45,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14309","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,50.5494505494505,49.4505494505495,NA
"233",233,"--","YouGov/Economist","2012-07-07","2012-07-09","2012-07-11T13:07:24Z",NA,"Registered Voters","Internet",43,44,8,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14304","http://cdn.yougov.com/cumulus_uploads/document/qmv1u9m8r1/econToplines.pdf","Nonpartisan","None",NA,1,0,87,50.5747126436782,49.4252873563218,NA
"234",234,"--","Ipsos/Reuters","2012-07-05","2012-07-09","2012-07-10T17:51:03Z",885,"Registered Voters","Live Phone",49,43,4,4,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-14291","http://www.ipsos-na.com/download/pr.aspx?id=11798","Nonpartisan","None",NA,1,4,96,44.7916666666667,51.0416666666667,4.16666666666667
"235",235,"--","Pew","2012-06-28","2012-07-09","2012-07-12T13:58:45Z",2373,"Registered Voters","Live Phone",50,43,6,NA,"http://elections.huffingtonpost.com/pollster/polls/pew-14317","http://www.people-press.org/files/legacy-pdf/7-12-12%20Political%20Release.pdf","Nonpartisan","None",NA,1,0,93,46.2365591397849,53.763440860215,NA
"236",236,"--","Washington Times/JZ Analytics","2012-07-06","2012-07-08","2012-07-10T10:10:10Z",800,"Likely Voters","Live Phone",42,43,15,NA,"http://elections.huffingtonpost.com/pollster/polls/washington-times-jz-analytics-14282","http://www.washingtontimes.com/multimedia/image/polljpg_734693/#prettyPhoto","Nonpartisan","None",NA,1,0,85,50.5882352941176,49.4117647058824,NA
"237",237,"--","Rasmussen","2012-07-06","2012-07-08","2012-07-09T10:10:43Z",1500,"Likely Voters","Automated Phone",45,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14267","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,50.5494505494505,49.4505494505495,NA
"238",238,"--","ABC/Post","2012-07-05","2012-07-08","2012-07-10T09:46:09Z",855,"Registered Voters","Live Phone",47,47,4,2,"http://elections.huffingtonpost.com/pollster/polls/abc-post-14281","http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2012/07/10/National-Politics/Polling/release_102.xml","Nonpartisan","None",NA,1,2,96,48.9583333333333,48.9583333333333,2.08333333333333
"239",239,"--","Quinnipiac","2012-07-01","2012-07-08","2012-07-11T06:19:34Z",2722,"Registered Voters","Live Phone",46,43,8,3,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-14292","http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1770","Nonpartisan","None",NA,1,3,92,46.7391304347826,50,3.26086956521739
"240",240,"--","Gallup","2012-06-30","2012-07-07","2012-07-09T10:18:24Z",3000,"Registered Voters","Live Phone",47,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14274","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,92,48.9130434782609,51.0869565217391,NA
"241",241,"--","Rasmussen","2012-07-01","2012-07-05","2012-07-06T09:38:11Z",1500,"Likely Voters","Automated Phone",44,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14257","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,51.1111111111111,48.8888888888889,NA
"242",242,"--","TIPP/Investor's Business Daily/Christian Science Monitor","2012-06-26","2012-07-05","2012-07-09T10:25:58Z",825,"Registered Voters","Live Phone",43,42,10,5,"http://elections.huffingtonpost.com/pollster/polls/tipp-investor-s-business-daily-christian-science-monitor-14275","http://www.tipponline.com/presidency/news/presidency/race-tightens-in-the-aftermath-of-healthcare-ruling","Nonpartisan","None",NA,1,5,90,46.6666666666667,47.7777777777778,5.55555555555556
"243",243,"--","YouGov/Economist","2012-06-30","2012-07-02","2012-07-05T09:04:12Z",NA,"Registered Voters","Internet",47,43,8,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14250","http://cdn.yougov.com/cumulus_uploads/document/kei4w7h2au/econToplines.pdf","Nonpartisan","None",NA,1,0,90,47.7777777777778,52.2222222222222,NA
"244",244,"--","DailyKos/SEIU/PPP (D)","2012-06-28","2012-07-01","2012-07-03T16:31:28Z",1000,"Registered Voters","Automated Phone",48,45,6,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14249","http://dailykos.com/weeklypolling/2012/6/28","Sponsor","Dem",NA,1,0,93,48.3870967741936,51.6129032258064,NA
"245",245,"--","CNN","2012-06-28","2012-07-01","2012-07-02T16:10:15Z",1390,"Registered Voters","Live Phone",49,46,NA,4,"http://elections.huffingtonpost.com/pollster/polls/cnn-14236","http://i2.cdn.turner.com/cnn/2012/images/07/02/rel6b.pdf","Nonpartisan","None",NA,1,4,99,46.4646464646465,49.4949494949495,4.04040404040404
"246",246,"--","Rasmussen","2012-06-28","2012-06-30","2012-07-02T10:46:20Z",1500,"Likely Voters","Automated Phone",45,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14222","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,50,50,NA
"247",247,"--","Gallup","2012-06-23","2012-06-29","2012-07-02T13:02:49Z",3000,"Registered Voters","Live Phone",47,44,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14233","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,91,48.3516483516484,51.6483516483517,NA
"248",248,"--","Newsweek/Daily Beast","2012-06-28","2012-06-28","2012-07-02T10:51:40Z",600,"Likely Voters","Live Phone",47,44,4,5,"http://elections.huffingtonpost.com/pollster/polls/newsweek-daily-beast-14227","http://www.thedailybeast.com/articles/2012/06/29/new-poll-voters-dislike-supreme-court-s-obamacare-ruling.html","Pollster","Dem",NA,1,5,96,45.8333333333333,48.9583333333333,5.20833333333333
"249",249,"--","Rasmussen","2012-06-25","2012-06-27","2012-06-28T10:02:07Z",1500,"Likely Voters","Automated Phone",45,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14202","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,50,50,NA
"250",250,"--","Democracy Corps (D)","2012-06-23","2012-06-27","2012-06-29T12:28:00Z",1000,"Likely Voters","Live Phone",49,46,1,2,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-14218","http://www.democracycorps.com/strategy/2012/06/president-obama-makes-gains-in-winnable-race/","Pollster","Dem",NA,1,2,97,47.4226804123711,50.5154639175258,2.06185567010309
"251",251,"--","FOX","2012-06-24","2012-06-26","2012-06-28T11:06:23Z",912,"Registered Voters","Live Phone",45,40,13,3,"http://elections.huffingtonpost.com/pollster/polls/fox-14207","http://www.foxnews.com/politics/interactive/2012/06/27/poll-voters-say-neither-candidate-has-plan-for-economy/","Nonpartisan","None",NA,1,3,88,45.4545454545455,51.1363636363636,3.40909090909091
"252",252,"--","YouGov/Economist","2012-06-23","2012-06-25","2012-06-27T13:12:20Z",NA,"Registered Voters","Internet",45,44,7,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14199","http://cdn.yougov.com/cumulus_uploads/document/5zx1lv6x8n/econToplines.pdf","Nonpartisan","None",NA,1,0,89,49.438202247191,50.561797752809,NA
"253",253,"--","Rasmussen","2012-06-22","2012-06-24","2012-06-25T09:49:45Z",1500,"Likely Voters","Automated Phone",45,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14157","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,51.0869565217391,48.9130434782609,NA
"254",254,"--","DailyKos/SEIU/PPP (D)","2012-06-21","2012-06-24","2012-06-28T11:20:36Z",1000,"Registered Voters","Automated Phone",48,45,7,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14209","http://dailykos.com/weeklypolling/2012/6/21","Sponsor","Dem",NA,1,0,93,48.3870967741936,51.6129032258064,NA
"255",255,"--","NBC/WSJ","2012-06-20","2012-06-24","2012-06-26T14:01:33Z",NA,"Registered Voters","Live Phone",47,44,6,3,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-14183","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/120626-JUNE-NBC-WSJ.pdf","Nonpartisan","None",NA,1,3,94,46.8085106382979,50,3.19148936170213
"256",256,"--","Gallup","2012-06-16","2012-06-22","2012-06-25T10:00:04Z",3000,"Registered Voters","Live Phone",46,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14161","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,92,50,50,NA
"257",257,"--","Rasmussen","2012-06-19","2012-06-21","2012-06-22T09:56:36Z",1500,"Likely Voters","Automated Phone",43,48,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14151","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,52.7472527472528,47.2527472527472,NA
"258",258,"--","YouGov/Economist","2012-06-16","2012-06-18","2012-06-20T13:10:25Z",NA,"Registered Voters","Internet",44,44,7,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14138","http://cdn.yougov.com/cumulus_uploads/document/cfvy9lxvl9/econToplines.pdf","Nonpartisan","None",NA,1,0,88,50,50,NA
"259",259,"--","Rasmussen","2012-06-16","2012-06-18","2012-06-19T09:53:24Z",1500,"Likely Voters","Automated Phone",44,48,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14118","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,52.1739130434783,47.8260869565217,NA
"260",260,"--","Bloomberg","2012-06-15","2012-06-18","2012-06-20T10:18:15Z",734,"Likely Voters","Live Phone",53,40,7,NA,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-14132","http://media.bloomberg.com/bb/avfile/rQyA68BW5P20","Nonpartisan","None",NA,1,0,93,43.010752688172,56.989247311828,NA
"261",261,"--","AP-GfK","2012-06-14","2012-06-18","2012-06-20T10:29:41Z",878,"Registered Voters","Live Phone",47,44,2,8,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-14133","http://ap-gfkpoll.com/main/wp-content/uploads/2012/06/AP-GfK-Poll-June-2012-Topline-FINAL_HC-new-again.pdf","Nonpartisan","None",NA,1,8,99,44.4444444444444,47.4747474747475,8.08080808080808
"262",262,"--","DailyKos/SEIU/PPP (D)","2012-06-14","2012-06-17","2012-06-19T14:46:47Z",1000,"Registered Voters","Automated Phone",49,45,6,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14126","http://dailykos.com/weeklypolling/2012/6/14","Sponsor","Dem",NA,1,0,94,47.8723404255319,52.1276595744681,NA
"263",263,"--","Pew","2012-06-07","2012-06-17","2012-06-21T14:48:57Z",1563,"Registered Voters","Live Phone",50,46,5,NA,"http://elections.huffingtonpost.com/pollster/polls/pew-14149","http://www.people-press.org/files/legacy-pdf/06-21-12%20Voter%20Attitudes.pdf","Nonpartisan","None",NA,1,0,96,47.9166666666667,52.0833333333333,NA
"264",264,"--","Rasmussen","2012-06-13","2012-06-15","2012-06-18T09:53:21Z",1500,"Likely Voters","Automated Phone",45,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14100","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,51.0869565217391,48.9130434782609,NA
"265",265,"--","Gallup","2012-06-09","2012-06-15","2012-06-18T13:01:17Z",3000,"Registered Voters","Live Phone",45,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14108","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,91,50.5494505494505,49.4505494505495,NA
"266",266,"--","Rasmussen","2012-06-10","2012-06-12","2012-06-13T10:05:07Z",1500,"Likely Voters","Automated Phone",44,48,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14082","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,52.1739130434783,47.8260869565217,NA
"267",267,"--","YouGov/Economist","2012-06-09","2012-06-11","2012-06-13T13:22:20Z",836,"Registered Voters","Internet",44,42,8,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-14086","http://cdn.yougov.com/cumulus_uploads/document/u3436zp4v5/econToplines.pdf","Nonpartisan","None",NA,1,0,86,48.8372093023256,51.1627906976744,NA
"268",268,"--","Ipsos/Reuters","2012-06-07","2012-06-11","2012-06-12T17:53:14Z",848,"Registered Voters","Live Phone",45,44,5,6,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-14080","http://big.assets.huffingtonpost.com/June12ReutersIpsos.pdf","Nonpartisan","None",NA,1,6,95,46.3157894736842,47.3684210526316,6.31578947368421
"269",269,"--","DailyKos/SEIU/PPP (D)","2012-06-07","2012-06-10","2012-06-12T10:28:33Z",1000,"Registered Voters","Automated Phone",50,42,8,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-14071","http://dailykos.com/weeklypolling/2012/6/7","Sponsor","Dem",NA,1,0,92,45.6521739130435,54.3478260869565,NA
"270",270,"--","Rasmussen","2012-06-07","2012-06-09","2012-06-11T09:56:04Z",1500,"Likely Voters","Automated Phone",45,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14056","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,50.5494505494505,49.4505494505495,NA
"271",271,"--","Gallup","2012-06-02","2012-06-08","2012-06-11T09:51:31Z",3000,"Registered Voters","Live Phone",46,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-14053","http://www.gallup.com/poll/150743/Obama-Romney.aspx","Nonpartisan","None",NA,1,0,91,49.4505494505495,50.5494505494505,NA
"272",272,"--","TIPP/Investor's Business Daily/Christian Science Monitor","2012-06-01","2012-06-08","2012-06-11T13:51:40Z",841,"Registered Voters","Live Phone",46,42,8,4,"http://elections.huffingtonpost.com/pollster/polls/tipp-investor-s-business-daily-christian-science-monitor-14064","http://www.tipponline.com/presidency/news/presidency/obama-ahead-by-4-points-over-romney","Nonpartisan","None",NA,1,4,92,45.6521739130435,50,4.34782608695652
"273",273,"--","Tarrance (R)","2012-06-03","2012-06-07","2012-06-12T12:54:34Z",800,"Likely Voters","Live Phone",47,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/tarrance-r-14075","http://www.bankruptingamerica.org/poll/memorandum-june-monitor-survey/","Pollster","Rep",NA,1,0,93,49.4623655913978,50.5376344086022,NA
"274",274,"--","Monmouth","2012-06-04","2012-06-06","2012-06-07T14:14:52Z",1152,"Likely Voters","IVR/Live Phone",47,46,4,3,"http://elections.huffingtonpost.com/pollster/polls/monmouth-14032","http://www.monmouth.edu/assets/0/84/159/2147483694/a40d8817-79e0-4025-8dcc-0cda6ce63d3c.pdf","Nonpartisan","None",NA,1,3,96,47.9166666666667,48.9583333333333,3.125
"275",275,"--","Rasmussen","2012-06-04","2012-06-06","2012-06-07T11:39:42Z",1500,"Likely Voters","Automated Phone",46,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-14021","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,50,50,NA
"276",276,"--","FOX","2012-06-03","2012-06-05","2012-06-08T10:24:53Z",907,"Registered Voters","Live Phone",43,43,12,2,"http://elections.huffingtonpost.com/pollster/polls/fox-14041","http://www.foxnews.com/politics/interactive/2012/05/16/fox-news-poll-presidential-race/","Nonpartisan","None",NA,1,2,88,48.8636363636364,48.8636363636364,2.27272727272727
