"","muni_county","county","municipality","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","provisional_identification","provisional_no_dl","counted_id","rejected_id","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late"
"417","TOWN OF CHRISTIANA VERNON","VERNON","TOWN OF CHRISTIANA",596,4,46,513,513,44,0,469,7,0,0,0,1,5,0,0,0,0,45,27,18,0,43,0,43,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","TOWN OF CICERO OUTAGAMIE","OUTAGAMIE","TOWN OF CICERO",618,4,47,522,522,179,0,343,14,0,0,1,8,5,0,0,0,0,32,15,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","TOWN OF CITY POINT JACKSON","JACKSON","TOWN OF CITY POINT",117,1,6,99,99,16,0,83,5,0,0,0,4,1,0,0,0,0,9,3,0,0,9,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"420","TOWN OF CLAM FALLS POLK","POLK","TOWN OF CLAM FALLS",334,0,37,305,305,119,0,168,5,0,0,0,2,1,0,0,0,0,30,4,0,0,30,28,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"421","TOWN OF CLARNO GREEN","GREEN","TOWN OF CLARNO",699,6,77,654,654,0,654,0,3,0,0,0,0,0,0,0,0,0,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","TOWN OF CLAY BANKS DOOR","DOOR","TOWN OF CLAY BANKS",285,0,9,241,241,0,241,0,5,0,0,0,5,1,0,0,0,0,25,14,1,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","TOWN OF CLAYTON CRAWFORD","CRAWFORD","TOWN OF CLAYTON",542,3,52,469,469,135,0,334,10,0,0,0,2,5,0,0,0,0,30,8,1,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","TOWN OF CLAYTON POLK","POLK","TOWN OF CLAYTON",588,0,67,491,491,40,0,451,7,1,0,0,2,2,0,0,0,0,40,40,0,0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","TOWN OF CLAYTON WINNEBAGO","WINNEBAGO","TOWN OF CLAYTON",2740,103,166,2520,2520,0,2520,0,31,0,0,2,3,13,0,0,0,0,1191,1020,7,1,1183,1183,0,3,0,0,0,0,3,0,1,2,2,0,0,4,0,0,4,4,0,0
"426","TOWN OF CLEAR CREEK EAU CLAIRE","EAU CLAIRE","TOWN OF CLEAR CREEK",462,0,52,420,420,0,298,122,8,0,0,0,1,3,0,0,0,0,14,14,0,0,14,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"427","TOWN OF CLEAR LAKE POLK","POLK","TOWN OF CLEAR LAKE",516,0,62,449,449,33,0,416,7,0,0,0,3,4,0,0,0,0,30,19,0,0,30,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"428","TOWN OF CLEARFIELD JUNEAU","JUNEAU","TOWN OF CLEARFIELD",412,0,74,394,394,184,0,210,6,0,0,0,2,0,0,0,0,0,40,32,0,0,40,40,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"429","TOWN OF CLEVELAND CHIPPEWA","CHIPPEWA","TOWN OF CLEVELAND",389,8,59,456,456,0,137,319,6,0,0,1,2,3,0,0,0,0,37,24,2,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","TOWN OF CLEVELAND JACKSON","JACKSON","TOWN OF CLEVELAND",328,1,19,256,256,40,0,217,5,0,0,0,3,1,0,0,0,0,22,5,5,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431","TOWN OF CLEVELAND MARATHON","MARATHON","TOWN OF CLEVELAND",887,0,82,781,781,0,781,0,7,0,0,1,0,5,0,0,0,0,30,18,0,0,30,29,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"432","TOWN OF CLEVELAND TAYLOR","TAYLOR","TOWN OF CLEVELAND",147,1,13,131,131,14,0,117,5,0,1,0,1,3,0,0,0,0,14,6,1,0,13,13,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"433","TOWN OF CLIFTON GRANT","GRANT","TOWN OF CLIFTON",172,2,13,135,135,10,0,125,6,0,0,0,4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","TOWN OF CLIFTON MONROE","MONROE","TOWN OF CLIFTON",247,1,23,223,223,58,0,165,3,0,0,1,0,1,0,0,0,0,14,6,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","TOWN OF CLIFTON PIERCE","PIERCE","TOWN OF CLIFTON",1493,15,112,1257,1257,0,803,455,7,0,0,0,2,3,0,0,0,0,171,20,10,0,161,158,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
"436","TOWN OF CLINTON BARRON","BARRON","TOWN OF CLINTON",394,0,42,363,363,51,0,312,3,0,0,1,3,2,0,0,0,0,28,10,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","TOWN OF CLINTON ROCK","ROCK","TOWN OF CLINTON",545,4,20,475,475,0,475,0,14,0,0,0,4,5,0,0,0,0,15,11,0,0,15,15,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"438","TOWN OF CLINTON VERNON","VERNON","TOWN OF CLINTON",289,1,19,246,246,29,0,217,7,0,0,0,1,2,0,0,0,0,21,13,1,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","TOWN OF CLOVER BAYFIELD","BAYFIELD","TOWN OF CLOVER",205,0,10,176,176,0,176,0,6,0,0,0,0,2,0,0,0,0,33,15,1,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","TOWN OF CLOVERLAND DOUGLAS","DOUGLAS","TOWN OF CLOVERLAND",154,1,14,131,131,0,131,0,3,0,0,0,2,1,0,0,0,0,7,4,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","TOWN OF CLOVERLAND VILAS","VILAS","TOWN OF CLOVERLAND",847,0,54,734,734,0,734,0,4,0,0,0,0,1,0,0,0,0,112,69,2,0,110,110,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"442","TOWN OF CLYDE IOWA","IOWA","TOWN OF CLYDE",218,0,10,197,197,22,0,174,4,0,0,1,0,2,0,0,0,0,25,10,3,0,22,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","TOWN OF CLYMAN DODGE","DODGE","TOWN OF CLYMAN",496,2,505,436,436,0,434,0,5,0,0,1,1,3,0,0,0,0,25,15,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"444","TOWN OF COLBURN ADAMS","ADAMS","TOWN OF COLBURN",146,0,11,131,131,13,0,118,6,0,0,0,0,6,0,0,0,0,6,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","TOWN OF COLBURN CHIPPEWA","CHIPPEWA","TOWN OF COLBURN",482,0,37,415,415,0,135,280,8,0,0,0,3,2,0,0,0,0,29,21,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","TOWN OF COLBY CLARK","CLARK","TOWN OF COLBY",328,0,27,272,272,0,272,0,5,0,0,0,0,1,0,0,0,0,17,14,1,0,16,16,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"447","TOWN OF COLD SPRING JEFFERSON","JEFFERSON","TOWN OF COLD SPRING",407,0,48,477,477,0,475,0,13,0,0,0,4,9,0,0,0,0,33,0,0,0,3,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","TOWN OF COLFAX DUNN","DUNN","TOWN OF COLFAX",683,7,91,621,621,82,0,539,10,0,0,0,1,4,0,0,0,0,71,60,0,0,71,71,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
"449","TOWN OF COLOMA WAUSHARA","WAUSHARA","TOWN OF COLOMA",430,3,37,377,377,55,0,322,3,0,0,0,1,1,0,0,0,0,57,38,1,0,56,55,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"450","TOWN OF COLUMBUS COLUMBIA","COLUMBIA","TOWN OF COLUMBUS",429,0,42,379,379,0,379,0,5,0,0,0,4,1,0,0,0,0,19,11,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","TOWN OF COMMONWEALTH FLORENCE","FLORENCE","TOWN OF COMMONWEALTH",251,0,31,234,234,26,0,208,5,0,0,0,0,2,0,0,0,0,17,8,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","TOWN OF CONCORD JEFFERSON","JEFFERSON","TOWN OF CONCORD",1391,27,120,1221,1221,41,1180,0,10,0,0,1,2,7,1,0,1,0,127,108,3,0,124,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","TOWN OF CONOVER VILAS","VILAS","TOWN OF CONOVER",957,13,67,858,859,0,858,0,9,0,0,0,0,1,0,0,0,0,167,118,0,0,167,167,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,1,0,0
"454","TOWN OF COOKS VALLEY CHIPPEWA","CHIPPEWA","TOWN OF COOKS VALLEY",440,1,38,389,389,12,182,195,5,0,0,0,1,4,0,0,0,0,16,11,1,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","TOWN OF COON VERNON","VERNON","TOWN OF COON",490,5,39,429,429,30,0,399,5,0,0,0,0,0,0,0,0,0,26,6,1,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","TOWN OF COOPERSTOWN MANITOWOC","MANITOWOC","TOWN OF COOPERSTOWN",833,4,49,740,740,0,740,0,9,0,0,0,2,7,0,0,0,0,73,28,1,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","TOWN OF CORNING LINCOLN","LINCOLN","TOWN OF CORNING",509,0,48,463,463,0,463,0,3,0,0,0,0,3,0,0,0,0,25,15,0,0,25,0,25,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"458","TOWN OF COTTAGE GROVE DANE","DANE","TOWN OF COTTAGE GROVE",2758,40,146,2449,2450,0,2449,0,60,0,0,0,12,36,0,1,1,0,982,852,10,0,972,972,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,3,3,0,0
"459","TOWN OF COUDERAY SAWYER","SAWYER","TOWN OF COUDERAY",178,0,35,153,153,13,0,140,9,0,0,1,1,4,0,0,0,0,12,2,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","TOWN OF COURTLAND COLUMBIA","COLUMBIA","TOWN OF COURTLAND",294,2,21,256,256,0,256,0,8,0,0,1,0,6,0,0,0,0,14,2,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","TOWN OF CRANDON FOREST","FOREST","TOWN OF CRANDON",411,0,30,332,332,37,0,295,4,0,0,0,1,2,0,0,0,0,22,0,2,0,19,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","TOWN OF CRANMOOR WOOD","WOOD","TOWN OF CRANMOOR",119,0,6,95,95,95,0,0,9,0,1,6,2,0,0,0,0,0,9,5,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","TOWN OF CRESCENT ONEIDA","ONEIDA","TOWN OF CRESCENT",1507,5,129,1318,1318,0,1317,0,10,0,0,0,4,6,0,0,0,0,113,56,2,0,111,110,1,0,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0
"464","TOWN OF CROSS BUFFALO","BUFFALO","TOWN OF CROSS",240,0,25,204,204,49,0,155,9,0,0,0,1,6,0,0,0,0,8,1,0,0,8,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"465","TOWN OF CROSS PLAINS DANE","DANE","TOWN OF CROSS PLAINS",1087,12,63,966,966,0,966,0,16,0,0,1,4,2,0,0,0,0,140,105,0,2,138,137,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"466","TOWN OF CRYSTAL LAKE BARRON","BARRON","TOWN OF CRYSTAL LAKE",433,0,66,414,414,26,0,388,7,0,0,1,0,5,0,0,0,0,24,18,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","TOWN OF CRYSTAL LAKE MARQUETTE","MARQUETTE","TOWN OF CRYSTAL LAKE",343,2,27,304,304,34,0,270,5,0,0,0,0,3,0,0,0,0,34,8,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","TOWN OF CRYSTAL WASHBURN","WASHBURN","TOWN OF CRYSTAL",180,0,14,163,163,12,0,151,3,0,0,1,1,0,0,0,0,0,5,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","TOWN OF CUMBERLAND BARRON","BARRON","TOWN OF CUMBERLAND",534,2,39,468,468,47,0,421,6,0,0,0,1,3,0,0,0,0,39,28,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470","TOWN OF CURRAN JACKSON","JACKSON","TOWN OF CURRAN",182,1,21,162,162,13,0,149,3,0,0,0,2,1,0,0,0,0,14,10,0,0,14,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"471","TOWN OF CUTLER JUNEAU","JUNEAU","TOWN OF CUTLER",211,5,33,204,204,40,0,164,4,0,0,0,1,3,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","TOWN OF CYLON ST. CROIX","ST. CROIX","TOWN OF CYLON",386,1,49,371,371,0,371,0,3,0,0,0,0,2,0,0,0,0,29,9,1,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","TOWN OF DAIRYLAND DOUGLAS","DOUGLAS","TOWN OF DAIRYLAND",134,0,11,113,113,0,113,0,3,0,0,1,2,0,0,0,0,0,12,3,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","TOWN OF DAKOTA WAUSHARA","WAUSHARA","TOWN OF DAKOTA",582,4,59,540,540,77,0,463,10,0,0,0,0,8,0,0,0,0,40,12,0,0,41,41,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"475","TOWN OF DALE OUTAGAMIE","OUTAGAMIE","TOWN OF DALE",1798,28,146,1612,1612,0,1377,235,15,0,0,1,4,7,0,0,0,0,342,271,5,0,333,333,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"476","TOWN OF DALLAS BARRON","BARRON","TOWN OF DALLAS",325,0,30,289,289,36,0,253,6,0,0,1,2,3,0,0,0,0,18,2,0,0,18,18,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"477","TOWN OF DANE DANE","DANE","TOWN OF DANE",609,6,43,543,543,0,543,0,10,0,0,0,0,5,1,0,0,1,27,20,0,0,27,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"478","TOWN OF DANIELS BURNETT","BURNETT","TOWN OF DANIELS",425,4,48,385,38,111,0,274,9,0,0,0,1,7,1,0,0,1,33,18,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"479","TOWN OF DARIEN WALWORTH","WALWORTH","TOWN OF DARIEN",989,19,81,872,872,0,872,0,12,0,0,1,3,3,0,0,0,0,163,118,5,0,163,163,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"480","TOWN OF DARLINGTON LAFAYETTE","LAFAYETTE","TOWN OF DARLINGTON",574,0,45,497,497,248,0,249,5,0,0,0,2,1,0,0,0,0,27,10,0,0,27,27,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"481","TOWN OF DAY MARATHON","MARATHON","TOWN OF DAY",676,2,58,607,607,1,607,0,6,0,0,0,0,4,1,0,1,0,35,21,0,0,33,33,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"482","TOWN OF DAYTON RICHLAND","RICHLAND","TOWN OF DAYTON",411,0,21,338,338,45,0,293,10,0,0,1,8,1,0,0,0,0,25,6,4,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"483","TOWN OF DAYTON WAUPACA","WAUPACA","TOWN OF DAYTON",1800,20,142,1585,1585,5,1286,294,28,0,0,0,0,0,0,0,0,0,245,197,1,0,244,243,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"484","TOWN OF DECATUR GREEN","GREEN","TOWN OF DECATUR",1088,17,94,947,947,0,947,0,5,0,0,0,0,0,0,0,0,0,102,50,4,2,96,96,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"485","TOWN OF DEER CREEK OUTAGAMIE","OUTAGAMIE","TOWN OF DEER CREEK",318,7,38,285,285,7,0,278,3,0,0,0,1,1,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","TOWN OF DEER CREEK TAYLOR","TAYLOR","TOWN OF DEER CREEK",385,1,39,349,349,99,0,250,3,0,0,0,3,0,0,0,0,0,28,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","TOWN OF DEERFIELD DANE","DANE","TOWN OF DEERFIELD",1038,8,73,910,910,0,910,0,8,0,0,0,6,1,0,0,0,0,83,55,3,0,84,84,0,0,0,0,0,0,4,2,0,2,2,0,0,1,1,0,0,0,0,0
"488","TOWN OF DEERFIELD WAUSHARA","WAUSHARA","TOWN OF DEERFIELD",461,3,41,416,416,45,0,371,7,0,0,0,1,2,0,0,0,0,40,6,0,0,40,0,0,0,0,0,0,0,4,1,0,3,3,0,0,0,0,0,0,0,0,0
"489","TOWN OF DEKORRA COLUMBIA","COLUMBIA","TOWN OF DEKORRA",1657,17,106,1401,1401,0,1401,0,7,0,0,0,1,6,0,0,0,0,260,175,4,0,256,256,0,1,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0
"490","TOWN OF DELAFIELD WAUKESHA","WAUKESHA","TOWN OF DELAFIELD",6237,139,324,5379,5379,0,5379,0,69,0,0,1,32,36,0,0,0,0,1851,1470,33,1,1851,1851,0,15,5,5,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
"491","TOWN OF DELAVAN WALWORTH","WALWORTH","TOWN OF DELAVAN",3215,67,240,2740,2740,0,2740,0,45,0,0,0,10,11,0,0,0,0,249,166,5,0,238,238,0,5,0,0,0,0,3,2,0,1,1,0,0,1,1,0,1,1,0,0
"492","TOWN OF DELL PRAIRIE ADAMS","ADAMS","TOWN OF DELL PRAIRIE",1009,8,126,833,836,833,0,0,5,0,0,0,2,0,0,0,0,0,72,37,1,0,70,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","TOWN OF DELLONA SAUK","SAUK","TOWN OF DELLONA",1012,6,119,901,901,901,0,0,13,0,0,0,5,4,0,0,0,0,91,44,3,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","TOWN OF DELMAR CHIPPEWA","CHIPPEWA","TOWN OF DELMAR",525,4,56,450,450,0,312,138,4,0,0,0,1,3,0,0,0,0,25,19,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","TOWN OF DELTA BAYFIELD","BAYFIELD","TOWN OF DELTA",223,1,13,208,208,0,208,0,3,0,0,0,1,0,0,0,0,0,21,9,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","TOWN OF DELTON SAUK","SAUK","TOWN OF DELTON",1364,19,104,1177,1177,1177,0,0,11,0,0,0,5,4,0,0,0,0,200,159,3,0,197,197,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
"497","TOWN OF DEWEY BURNETT","BURNETT","TOWN OF DEWEY",318,3,45,280,280,140,0,140,5,0,0,0,1,3,0,0,0,0,20,6,1,0,19,19,0,0,0,0,0,0,0,0,0,19,19,0,0,1,0,0,1,1,0,0
"498","TOWN OF DEWEY PORTAGE","PORTAGE","TOWN OF DEWEY",638,10,38,585,585,0,585,0,5,0,0,1,2,2,0,0,0,0,57,30,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"499","TOWN OF DEWEY RUSK","RUSK","TOWN OF DEWEY",333,0,30,301,301,131,0,170,5,0,0,0,2,1,0,0,0,0,24,14,0,0,24,24,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"500","TOWN OF DEWHURST CLARK","CLARK","TOWN OF DEWHURST",238,0,21,205,205,0,205,0,3,0,0,0,1,1,0,0,0,0,24,12,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"501","TOWN OF DEXTER WOOD","WOOD","TOWN OF DEXTER",219,2,16,201,201,201,0,0,4,0,0,0,1,3,0,0,0,0,10,5,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"502","TOWN OF DIAMOND BLUFF PIERCE","PIERCE","TOWN OF DIAMOND BLUFF",300,6,26,276,275,15,0,245,5,0,0,0,3,2,0,0,0,0,17,6,0,0,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","TOWN OF DODGE TREMPEALEAU","TREMPEALEAU","TOWN OF DODGE",264,1,22,235,235,53,0,182,5,0,0,0,0,2,1,0,0,1,12,3,0,0,12,12,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"504","TOWN OF DODGEVILLE IOWA","IOWA","TOWN OF DODGEVILLE",1060,21,51,954,954,4,792,158,4,0,0,0,1,1,0,0,0,0,342,305,1,0,341,341,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,2,0,0
"505","TOWN OF DOTY OCONTO","OCONTO","TOWN OF DOTY",245,1,13,209,209,31,0,178,8,0,0,0,1,7,0,0,0,0,27,11,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"506","TOWN OF DOUGLAS MARQUETTE","MARQUETTE","TOWN OF DOUGLAS",554,3,39,491,491,35,0,456,3,0,0,0,0,1,0,0,0,0,35,10,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"507","TOWN OF DOVER BUFFALO","BUFFALO","TOWN OF DOVER",276,2,15,226,226,63,0,163,8,0,0,3,0,5,0,0,0,0,9,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508","TOWN OF DOVER RACINE","RACINE","TOWN OF DOVER",2305,13,186,2005,2005,0,1998,7,15,0,0,0,5,6,0,0,0,0,621,467,6,1,614,613,1,1,0,0,0,0,4,1,0,3,3,0,0,0,0,0,0,0,0,0
"509","TOWN OF DOVRE BARRON","BARRON","TOWN OF DOVRE",428,0,60,388,388,115,0,273,9,0,0,0,7,2,0,0,0,0,26,15,1,0,25,24,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,1
"510","TOWN OF DOYLE BARRON","BARRON","TOWN OF DOYLE",325,1,32,291,291,22,0,269,5,0,0,0,1,1,0,0,0,0,19,10,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511","TOWN OF DRAMMEN EAU CLAIRE","EAU CLAIRE","TOWN OF DRAMMEN",489,2,38,431,431,0,313,118,10,0,0,0,2,8,0,0,0,0,23,9,0,0,23,23,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"512","TOWN OF DRAPER SAWYER","SAWYER","TOWN OF DRAPER",162,0,13,147,147,39,0,108,3,0,0,0,0,0,0,0,0,0,18,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513","TOWN OF DRUMMOND BAYFIELD","BAYFIELD","TOWN OF DRUMMOND",390,0,29,335,335,0,335,0,7,0,0,0,3,2,0,0,0,0,43,18,4,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514","TOWN OF DUNBAR MARINETTE","MARINETTE","TOWN OF DUNBAR",700,0,21,294,294,43,0,251,11,0,0,1,0,10,0,0,0,0,26,12,3,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
"515","TOWN OF DUNKIRK DANE","DANE","TOWN OF DUNKIRK",1361,6,88,1229,1229,1229,0,0,10,0,0,0,3,2,0,0,0,0,171,138,0,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","TOWN OF DUNN DANE","DANE","TOWN OF DUNN",3629,95,186,3277,3277,3277,0,0,21,0,1,0,4,11,0,0,0,0,1669,1567,11,1,1657,1656,1,0,0,0,0,0,7,1,0,6,6,0,0,9,1,0,8,8,0,0
"517","TOWN OF DUNN DUNN","DUNN","TOWN OF DUNN",892,8,104,783,783,0,492,291,7,0,0,4,3,0,0,0,0,0,78,48,1,0,78,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","TOWN OF DUPONT WAUPACA","WAUPACA","TOWN OF DUPONT",399,0,31,332,332,21,0,311,6,0,0,1,3,1,0,0,0,0,16,7,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","TOWN OF DURAND PEPIN","PEPIN","TOWN OF DURAND",409,0,32,365,365,34,0,331,5,0,0,0,3,2,0,0,0,0,33,6,1,0,32,32,0,0,0,0,0,0,4,1,0,3,3,0,0,0,0,0,0,0,0,0
"520","TOWN OF EAGLE POINT CHIPPEWA","CHIPPEWA","TOWN OF EAGLE POINT",2145,0,189,1928,1928,0,1928,0,17,0,0,1,4,9,1,0,0,1,606,494,8,0,598,598,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0
"521","TOWN OF EAGLE RICHLAND","RICHLAND","TOWN OF EAGLE",288,1,28,231,231,52,0,179,5,0,0,0,0,3,0,0,0,0,15,4,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
