"","muni_county","county","municipality","registrants","late_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","total_election_inspectors","x16_17","x18_25","x26_40","x41_60","x61_70","x71","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_absent","rejected_absent","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late"
"513","TOWN OF DOTY OCONTO","OCONTO","TOWN OF DOTY",242,0,197,197,31,0,166,0,6,0,0,0,2,2,2,30,8,0,0,30,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"514","TOWN OF DOUGLAS MARQUETTE","MARQUETTE","TOWN OF DOUGLAS",551,4,521,521,44,0,477,0,3,0,0,0,1,0,2,48,13,4,0,42,42,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"515","TOWN OF DOVER BUFFALO","BUFFALO","TOWN OF DOVER",263,0,243,243,107,0,136,0,5,0,0,0,5,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","TOWN OF DOVER RACINE","RACINE","TOWN OF DOVER",2443,43,2036,2036,0,1803,233,0,8,0,0,1,3,2,2,557,461,9,1,5,563,0,0,0,0,0,0,6,3,0,3,3,0,0,0,0,0,0,0,0,0
"517","TOWN OF DOVRE BARRON","BARRON","TOWN OF DOVRE",411,10,375,375,131,0,244,0,9,0,0,0,2,6,1,31,16,0,0,15,31,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"518","TOWN OF DOYLE BARRON","BARRON","TOWN OF DOYLE",321,1,285,285,28,0,257,0,6,0,0,0,1,0,5,15,7,0,0,8,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"519","TOWN OF DRAMMEN EAU CLAIRE","EAU CLAIRE","TOWN OF DRAMMEN",487,3,444,445,345,3,99,0,10,0,0,0,0,7,3,27,18,0,0,27,26,11,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"520","TOWN OF DRAPER SAWYER","SAWYER","TOWN OF DRAPER",165,0,137,137,44,0,93,0,3,0,0,0,0,3,0,13,3,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","TOWN OF DRUMMOND BAYFIELD","BAYFIELD","TOWN OF DRUMMOND",383,1,332,332,0,332,0,0,6,0,0,0,4,2,0,38,4,0,0,38,38,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"522","TOWN OF DUNBAR MARINETTE","MARINETTE","TOWN OF DUNBAR",902,3,570,570,94,0,476,0,10,0,0,0,6,4,0,33,9,2,0,29,30,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"523","TOWN OF DUNKIRK DANE","DANE","TOWN OF DUNKIRK",1375,9,1273,1273,0,1273,0,0,22,0,0,0,4,8,10,208,161,5,1,201,202,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"524","TOWN OF DUNN DANE","DANE","TOWN OF DUNN",3686,55,3372,3372,0,3368,0,1,19,0,0,0,8,9,2,1244,1077,7,0,1237,1240,0,0,0,0,0,0,4,0,0,4,3,1,0,3,0,0,3,3,0,0
"525","TOWN OF DUNN DUNN","DUNN","TOWN OF DUNN",898,3,766,766,0,362,404,0,7,0,0,1,3,0,3,66,17,1,0,45,48,3,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0
"526","TOWN OF DUPONT WAUPACA","WAUPACA","TOWN OF DUPONT",422,0,330,330,23,0,307,0,6,0,0,0,4,2,0,21,2,0,0,21,21,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"527","TOWN OF DURAND PEPIN","PEPIN","TOWN OF DURAND",428,0,362,362,39,0,323,0,5,0,0,0,1,2,2,39,7,2,0,37,37,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"528","TOWN OF EAGLE POINT CHIPPEWA","CHIPPEWA","TOWN OF EAGLE POINT",2123,10,1852,1852,0,1851,1,0,16,0,1,2,5,8,0,318,100,13,0,318,3,0,0,2,2,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0,0
"529","TOWN OF EAGLE RICHLAND","RICHLAND","TOWN OF EAGLE",310,0,264,264,52,0,212,0,6,0,0,0,2,4,0,20,9,0,0,20,19,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"530","TOWN OF EAGLE WAUKESHA","WAUKESHA","TOWN OF EAGLE",2385,48,2217,2217,0,2147,70,0,16,0,0,1,7,1,7,675,496,4,0,173,174,2,0,0,0,0,0,4,2,0,1,1,0,1,3,0,0,3,3,0,0
"531","TOWN OF EAST TROY WALWORTH","WALWORTH","TOWN OF EAST TROY",2917,61,2582,2580,3,2579,0,0,108,3,6,0,9,54,36,987,761,12,0,972,972,3,0,0,0,0,0,8,0,0,6,7,0,0,2,0,0,2,2,0,0
"532","TOWN OF EASTMAN CRAWFORD","CRAWFORD","TOWN OF EASTMAN",434,7,375,375,70,0,305,0,7,0,0,0,1,4,2,35,15,0,0,35,35,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"533","TOWN OF EASTON ADAMS","ADAMS","TOWN OF EASTON",571,2,513,513,213,0,300,0,3,0,0,0,2,1,0,31,0,1,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534","TOWN OF EASTON MARATHON","MARATHON","TOWN OF EASTON",757,0,682,682,0,682,0,2,8,0,0,0,3,3,2,58,27,2,0,27,56,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","TOWN OF EATON BROWN","BROWN","TOWN OF EATON",1013,0,907,907,0,907,0,0,7,0,0,0,1,4,2,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536","TOWN OF EATON CLARK","CLARK","TOWN OF EATON",288,1,233,233,108,0,125,0,4,0,0,0,1,3,0,14,4,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","TOWN OF EATON MANITOWOC","MANITOWOC","TOWN OF EATON",547,0,485,485,485,0,0,0,5,0,0,1,0,0,4,20,1,4,0,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538","TOWN OF EAU GALLE DUNN","DUNN","TOWN OF EAU GALLE",508,5,441,441,0,201,240,0,8,0,0,1,1,2,4,41,12,5,0,37,2,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"539","TOWN OF EAU GALLE ST. CROIX","ST. CROIX","TOWN OF EAU GALLE",731,0,654,654,0,654,0,0,5,0,0,0,0,5,0,28,13,0,0,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540","TOWN OF EAU PLEINE MARATHON","MARATHON","TOWN OF EAU PLEINE",447,1,395,394,0,395,0,0,3,0,0,0,1,0,2,29,8,0,0,29,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","TOWN OF EAU PLEINE PORTAGE","PORTAGE","TOWN OF EAU PLEINE",613,1,542,542,542,0,0,0,5,0,0,0,0,3,2,39,15,0,0,39,39,39,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"542","TOWN OF EDEN FOND DU LAC","FOND DU LAC","TOWN OF EDEN",678,5,648,648,0,648,0,0,6,0,0,0,3,3,0,65,9,0,0,64,65,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"543","TOWN OF EDEN IOWA","IOWA","TOWN OF EDEN",226,0,215,214,97,0,118,0,6,0,0,0,0,6,0,5,3,0,0,5,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"544","TOWN OF EDGEWATER SAWYER","SAWYER","TOWN OF EDGEWATER",428,0,342,342,118,0,224,0,7,0,0,0,2,2,3,49,8,4,0,45,44,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"545","TOWN OF EDSON CHIPPEWA","CHIPPEWA","TOWN OF EDSON",510,0,428,428,0,335,93,0,3,0,0,1,0,1,1,20,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"546","TOWN OF EGG HARBOR DOOR","DOOR","TOWN OF EGG HARBOR",1023,13,911,911,0,890,21,0,14,0,0,0,4,0,10,207,127,1,0,202,204,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"547","TOWN OF EILEEN BAYFIELD","BAYFIELD","TOWN OF EILEEN",480,0,421,421,0,421,0,22,5,0,0,0,2,3,0,31,5,1,0,28,30,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"548","TOWN OF EISENSTEIN PRICE","PRICE","TOWN OF EISENSTEIN",447,1,389,389,387,0,0,0,3,0,0,0,0,0,3,22,0,0,0,21,22,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0
"549","TOWN OF EL PASO PIERCE","PIERCE","TOWN OF EL PASO",442,2,384,384,2,58,324,0,11,0,1,1,1,8,0,19,7,0,0,19,19,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"550","TOWN OF ELBA DODGE","DODGE","TOWN OF ELBA",687,1,610,610,0,543,67,0,5,0,0,1,3,1,0,52,14,1,0,50,50,1,0,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0
"551","TOWN OF ELCHO LANGLADE","LANGLADE","TOWN OF ELCHO",902,4,799,799,223,0,576,0,7,1,0,0,2,1,3,97,11,3,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"552","TOWN OF ELDERON MARATHON","MARATHON","TOWN OF ELDERON",366,1,336,336,0,336,0,0,3,0,0,0,0,1,2,16,8,0,0,16,15,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"553","TOWN OF ELDORADO FOND DU LAC","FOND DU LAC","TOWN OF ELDORADO",933,4,839,839,0,839,0,0,5,0,0,0,2,3,0,77,25,2,0,75,75,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"554","TOWN OF ELK GROVE LAFAYETTE","LAFAYETTE","TOWN OF ELK GROVE",239,2,211,211,66,0,145,0,3,0,0,0,3,0,0,23,18,1,0,23,23,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"555","TOWN OF ELK MOUND DUNN","DUNN","TOWN OF ELK MOUND",1009,6,880,880,0,570,310,0,8,0,0,0,2,3,3,64,24,5,0,59,2,1,1,0,0,0,0,4,0,0,3,3,1,0,2,0,0,2,0,0,0
"556","TOWN OF ELK PRICE","PRICE","TOWN OF ELK",744,1,648,648,420,0,228,0,5,0,0,1,2,1,1,60,3,2,0,58,59,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"557","TOWN OF ELLENBORO GRANT","GRANT","TOWN OF ELLENBORO",338,0,291,291,109,0,182,0,3,0,0,0,1,0,2,24,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","TOWN OF ELLINGTON OUTAGAMIE","OUTAGAMIE","TOWN OF ELLINGTON",1763,10,1566,1566,8,1545,13,0,9,0,0,0,3,4,3,130,39,6,0,124,123,1,0,1,1,0,0,4,1,0,2,2,1,0,0,0,0,0,0,0,0
"559","TOWN OF ELLSWORTH PIERCE","PIERCE","TOWN OF ELLSWORTH",784,3,654,654,1,360,293,0,5,0,0,0,0,4,1,52,9,1,0,51,51,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"560","TOWN OF EMERALD ST. CROIX","ST. CROIX","TOWN OF EMERALD",457,1,412,412,0,215,197,0,5,0,0,0,2,3,0,16,5,0,0,16,16,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
"561","TOWN OF EMERY PRICE","PRICE","TOWN OF EMERY",205,0,191,191,191,0,0,0,6,0,0,1,2,2,1,27,0,1,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","TOWN OF EMMET DODGE","DODGE","TOWN OF EMMET",853,9,804,804,1,803,0,0,7,0,0,0,3,4,0,86,47,0,0,38,86,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"563","TOWN OF EMMET MARATHON","MARATHON","TOWN OF EMMET",592,0,506,506,0,506,0,7,5,0,0,0,0,5,0,40,13,1,0,26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564","TOWN OF EMPIRE FOND DU LAC","FOND DU LAC","TOWN OF EMPIRE",1953,3,1849,1849,0,1849,0,0,5,0,0,0,0,1,4,248,37,4,1,239,243,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
"565","TOWN OF ENTERPRISE ONEIDA","ONEIDA","TOWN OF ENTERPRISE",259,0,240,240,200,0,40,0,5,0,0,0,0,5,0,31,1,0,0,31,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"566","TOWN OF ERIN PRAIRIE ST. CROIX","ST. CROIX","TOWN OF ERIN PRAIRIE",423,3,389,389,0,339,50,0,6,0,0,0,0,5,1,27,12,0,0,15,27,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0
"567","TOWN OF ERIN WASHINGTON","WASHINGTON","TOWN OF ERIN",2862,28,2611,2613,0,2611,0,0,15,0,0,1,0,4,10,713,454,18,1,699,702,1,1,0,0,0,0,2,1,0,1,1,0,0,5,0,0,5,5,0,0
"568","TOWN OF ESTELLA CHIPPEWA","CHIPPEWA","TOWN OF ESTELLA",250,0,212,212,0,212,0,0,4,0,0,0,1,2,1,8,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","TOWN OF ETTRICK TREMPEALEAU","TREMPEALEAU","TOWN OF ETTRICK",791,1,695,695,196,0,499,0,6,0,0,1,3,1,1,47,24,1,0,46,46,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,1
"570","TOWN OF EUREKA POLK","POLK","TOWN OF EUREKA",1031,616,897,897,141,0,755,0,14,0,0,0,1,10,3,56,21,5,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","TOWN OF EVERGREEN LANGLADE","LANGLADE","TOWN OF EVERGREEN",335,0,282,282,111,0,171,0,3,0,0,0,0,2,1,26,3,0,0,26,24,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"572","TOWN OF EVERGREEN WASHBURN","WASHBURN","TOWN OF EVERGREEN",779,0,673,673,402,0,271,0,9,0,0,1,2,5,1,54,10,1,1,38,42,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
"573","TOWN OF EXCELSIOR SAUK","SAUK","TOWN OF EXCELSIOR",1045,3,944,944,0,944,0,0,4,0,0,0,0,4,0,120,74,3,0,20,121,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"574","TOWN OF EXETER GREEN","GREEN","TOWN OF EXETER",1306,9,1159,1159,0,1159,0,0,11,0,0,0,0,0,0,213,149,1,0,212,211,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"575","TOWN OF FAIRBANKS SHAWANO","SHAWANO","TOWN OF FAIRBANKS",364,1,330,330,200,0,130,0,10,0,0,1,1,7,1,24,7,0,0,24,24,0,0,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0
"576","TOWN OF FAIRCHILD EAU CLAIRE","EAU CLAIRE","TOWN OF FAIRCHILD",172,0,147,147,0,111,36,0,5,0,0,0,0,3,2,10,4,1,0,9,10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"577","TOWN OF FAIRFIELD SAUK","SAUK","TOWN OF FAIRFIELD",733,4,657,658,0,650,7,0,9,0,0,0,1,4,4,61,18,1,0,43,59,0,0,0,0,0,0,1,1,0,0,0,0,1,4,1,0,3,3,0,0
"578","TOWN OF FARMINGTON JEFFERSON","JEFFERSON","TOWN OF FARMINGTON",998,0,872,872,0,870,0,2,5,0,0,0,2,2,1,80,16,5,0,75,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","TOWN OF FARMINGTON LA CROSSE","LA CROSSE","TOWN OF FARMINGTON",1218,0,1066,1066,0,1066,0,0,9,0,0,0,2,5,2,69,33,0,1,67,69,1,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,2,1,1,0
"580","TOWN OF FARMINGTON POLK","POLK","TOWN OF FARMINGTON",1152,8,1010,1013,110,591,309,0,12,0,0,0,0,4,8,52,52,0,0,52,52,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","TOWN OF FARMINGTON WASHINGTON","WASHINGTON","TOWN OF FARMINGTON",2466,21,2242,2242,2,2240,0,0,12,0,0,0,1,6,5,279,159,3,0,273,274,1,0,0,0,0,0,4,0,0,4,4,0,0,2,0,0,2,2,0,0
"582","TOWN OF FARMINGTON WAUPACA","WAUPACA","TOWN OF FARMINGTON",2503,16,2144,2144,2,1534,608,0,22,0,0,1,6,11,4,829,446,17,4,803,805,2,0,0,0,0,0,2,0,0,2,1,1,0,2,1,0,1,1,0,0
"583","TOWN OF FAYETTE LAFAYETTE","LAFAYETTE","TOWN OF FAYETTE",201,0,172,172,25,0,147,0,3,0,0,1,0,0,2,9,2,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","TOWN OF FENCE FLORENCE","FLORENCE","TOWN OF FENCE",147,5,129,129,66,0,63,0,3,0,0,0,1,2,0,6,6,0,0,6,5,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"585","TOWN OF FENNIMORE GRANT","GRANT","TOWN OF FENNIMORE",271,0,247,247,71,0,175,0,4,0,0,0,0,1,3,25,0,3,0,22,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","TOWN OF FERN FLORENCE","FLORENCE","TOWN OF FERN",134,2,117,117,23,94,0,0,5,0,0,0,5,0,0,22,7,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","TOWN OF FIFIELD PRICE","PRICE","TOWN OF FIFIELD",680,0,578,578,578,0,0,0,8,0,0,0,1,2,5,65,19,0,0,65,64,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588","TOWN OF FINLEY JUNEAU","JUNEAU","TOWN OF FINLEY",56,0,50,50,5,0,45,0,5,0,0,1,5,3,3,4,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589","TOWN OF FLAMBEAU PRICE","PRICE","TOWN OF FLAMBEAU",337,0,283,283,282,0,0,0,6,0,0,1,1,4,0,27,0,1,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","TOWN OF FLAMBEAU RUSK","RUSK","TOWN OF FLAMBEAU",626,0,538,538,269,0,269,0,7,0,0,0,2,4,1,50,5,1,0,48,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591","TOWN OF FLORENCE FLORENCE","FLORENCE","TOWN OF FLORENCE",1452,15,1197,1197,550,0,647,0,7,0,0,0,3,2,2,245,77,4,0,243,242,0,0,1,1,0,0,2,1,0,1,1,0,0,3,2,0,1,1,0,0
"592","TOWN OF FOND DU LAC FOND DU LAC","FOND DU LAC","TOWN OF FOND DU LAC",2079,11,1979,1979,0,1702,277,0,30,0,0,0,10,8,12,334,153,4,1,330,326,6,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"593","TOWN OF FORD TAYLOR","TAYLOR","TOWN OF FORD",147,0,131,131,89,0,42,0,3,0,0,0,0,2,1,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","TOWN OF FOREST FOND DU LAC","FOND DU LAC","TOWN OF FOREST",734,1,648,648,0,639,9,0,3,0,0,0,0,1,2,69,18,1,0,68,67,1,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0
"595","TOWN OF FOREST RICHLAND","RICHLAND","TOWN OF FOREST",204,0,177,177,100,0,77,0,3,0,0,0,3,0,0,9,5,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","TOWN OF FOREST ST. CROIX","ST. CROIX","TOWN OF FOREST",425,0,322,322,16,0,306,0,3,0,0,0,1,1,1,18,2,2,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597","TOWN OF FOREST VERNON","VERNON","TOWN OF FOREST",315,3,269,269,70,0,199,0,3,0,0,0,0,0,3,18,4,3,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"598","TOWN OF FORESTVILLE DOOR","DOOR","TOWN OF FORESTVILLE",700,5,584,584,0,423,161,0,5,0,0,0,0,2,3,37,10,2,0,35,35,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,2,0,0
"599","TOWN OF FORT WINNEBAGO COLUMBIA","COLUMBIA","TOWN OF FORT WINNEBAGO",598,7,556,556,0,556,0,0,4,0,0,0,0,2,2,40,6,1,1,38,38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"600","TOWN OF FOSTER CLARK","CLARK","TOWN OF FOSTER",79,0,75,75,13,0,62,0,4,0,0,0,1,1,2,13,7,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","TOWN OF FOUNTAIN JUNEAU","JUNEAU","TOWN OF FOUNTAIN",371,0,304,304,164,0,140,0,7,0,0,0,2,3,2,22,10,2,0,19,19,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"602","TOWN OF FOUNTAIN PRAIRIE COLUMBIA","COLUMBIA","TOWN OF FOUNTAIN PRAIRIE",587,11,524,524,0,525,0,1,7,0,0,0,2,5,0,53,26,0,0,52,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","TOWN OF FOX LAKE DODGE","DODGE","TOWN OF FOX LAKE",785,12,698,698,0,690,8,0,5,0,0,0,0,5,0,90,55,0,0,90,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","TOWN OF FRANKFORT MARATHON","MARATHON","TOWN OF FRANKFORT",393,0,322,322,0,322,0,0,5,0,0,1,2,2,0,23,8,0,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","TOWN OF FRANKFORT PEPIN","PEPIN","TOWN OF FRANKFORT",237,0,185,185,23,0,162,0,7,0,0,2,0,3,2,14,1,2,0,10,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606","TOWN OF FRANKLIN JACKSON","JACKSON","TOWN OF FRANKLIN",223,1,200,200,28,0,172,0,5,0,0,0,1,1,3,16,7,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607","TOWN OF FRANKLIN KEWAUNEE","KEWAUNEE","TOWN OF FRANKLIN",626,2,556,556,0,419,137,0,5,0,0,0,1,4,0,37,15,0,0,0,37,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0
"608","TOWN OF FRANKLIN MANITOWOC","MANITOWOC","TOWN OF FRANKLIN",819,14,708,708,701,0,0,7,5,0,0,0,1,4,0,94,81,1,0,93,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"609","TOWN OF FRANKLIN SAUK","SAUK","TOWN OF FRANKLIN",420,2,396,396,0,372,24,0,8,0,0,0,1,3,4,20,6,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","TOWN OF FRANKLIN VERNON","VERNON","TOWN OF FRANKLIN",639,3,539,539,303,0,234,0,7,0,0,0,2,3,2,55,12,2,0,50,53,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,1,0,0,0
"611","TOWN OF FRANZEN MARATHON","MARATHON","TOWN OF FRANZEN",356,1,285,285,0,285,0,4,3,0,0,0,1,2,0,23,4,1,0,21,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612","TOWN OF FREDONIA OZAUKEE","OZAUKEE","TOWN OF FREDONIA",1427,9,1279,1279,0,1059,220,0,7,0,0,0,2,4,1,268,0,4,2,271,271,0,0,0,0,0,0,5,3,0,2,2,0,0,0,0,0,0,0,0,0
"613","TOWN OF FREEDOM FOREST","FOREST","TOWN OF FREEDOM",282,2,224,224,106,0,118,0,6,0,0,0,1,3,2,31,2,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"614","TOWN OF FREEDOM OUTAGAMIE","OUTAGAMIE","TOWN OF FREEDOM",3611,42,3229,3229,0,3055,174,0,21,4,2,2,2,5,8,675,488,8,0,667,667,0,0,0,0,0,0,10,1,0,9,9,0,0,1,0,0,1,1,0,0
"615","TOWN OF FREEDOM SAUK","SAUK","TOWN OF FREEDOM",297,0,272,272,0,272,0,0,4,0,0,0,1,3,0,18,5,0,0,18,18,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
"616","TOWN OF FREEMAN CRAWFORD","CRAWFORD","TOWN OF FREEMAN",444,3,379,379,139,0,240,0,4,0,0,0,1,1,2,39,9,2,0,37,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617","TOWN OF FREMONT CLARK","CLARK","TOWN OF FREMONT",605,2,492,492,0,376,116,0,6,0,0,0,1,2,3,20,1,1,0,19,19,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"618","TOWN OF FREMONT WAUPACA","WAUPACA","TOWN OF FREMONT",414,2,368,368,62,0,206,0,3,0,0,0,0,3,0,45,7,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","TOWN OF FRIENDSHIP FOND DU LAC","FOND DU LAC","TOWN OF FRIENDSHIP",1592,13,1431,1431,0,1431,0,0,7,0,3,0,0,2,2,233,87,3,0,229,230,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
"620","TOWN OF FROG CREEK WASHBURN","WASHBURN","TOWN OF FROG CREEK",109,0,80,80,8,0,72,0,5,0,0,0,2,3,0,8,2,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621","TOWN OF FULTON ROCK","ROCK","TOWN OF FULTON",2290,40,2031,2031,0,2031,0,0,19,0,2,2,6,2,7,688,543,0,0,686,688,1,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
"622","TOWN OF GALE TREMPEALEAU","TREMPEALEAU","TOWN OF GALE",1052,10,929,929,76,0,853,0,7,0,0,0,6,1,0,58,14,1,0,57,57,0,1,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,1,0,0
