"","county","muni_county","municipality","votes_rec_clinton","votes_rec_other","votes_rec_sanders","votes_tot","votes_perc_clinton","votes_perc_other","votes_perc_sanders","clinton_prim_won","total_ballots","tch_prop","turnout_perc","sameday_reg_prop","counted_absent_prop","rejected_absent_prop","registrants","late_registrants","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","coll_deg_plus25_2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010","percentage_d_2008","percentage_r_2008","votes_d_2008","votes_r_2008","county_fips","percentage_d_2012","percentage_i_2012","percentage_r_2012","votes_d_2012","votes_i_2012","votes_r_2012","percentage_d_2016","percentage_i_2016","percentage_r_2016","votes_d_2016","votes_i_2016","votes_r_2016","inc_2013","inc_2014","inc_2015","inc_rank","pct_chg_2014","pct_chg_2015","pct_rank","state","name","labor_force","employed","unemp_level","unemp_rate","total_pop","pct_male","pct_female","pct_old","pct_latino","pct_white","pct_black","pct_no_hs","pct_some_hs","pct_hs","pct_some_college","pct_associates","pct_bachelors","pct_graduate","pct_hs_less","electronic","paper","electronic_2012","paper_2012","dem_votes_state","rep_votes_state","dem_votes_state_2012","rep_votes_state_2012","diff","diff_r","paper_ind","electronic_ind","no_paper_trail","has_electronic","swing_state_dummy","swing_state_dummy_exit_small","swing_state_dummy_fte","swing_state_dummy_exit_large","swing_state_dummy_onepct","swing_state_dummy_twopct","swing_state_dummy_threepct","swing_state_dummy_fourpct","swing_state_dummy_fivepct","swing_state_dummy_five_varied","non_swing_states","non_swing_states_dem","swing_states","temp","resid","mean_pop","elec_X_resid","sig","pred_diff_no_electronic","pred_votes_no_electronic","pred_votes_swing","X_Iswing_sta_2","X_Iswing_sta_3","X_Iswing_sta_4","X_Iswing_sta_5","X_Iswing_sta_6","X_Iswing_sta_7","X_Iswing_sta_8","X_Iswing_sta_9","X_Iswing_sta_10","X_Iswing_sta_11","X_Iswing_sta_12","X_IswiXelec_2","X_IswiXelec_3","X_IswiXelec_4","X_IswiXelec_5","X_IswiXelec_6","X_IswiXelec_7","X_IswiXelec_8","X_IswiXelec_9","X_IswiXelec_10","X_IswiXelec_11","X_IswiXelec_12","X_Istate_2","X_Istate_3","X_Istate_4","X_Istate_5","X_Istate_6","X_Istate_7","X_Istate_8","X_Istate_9","X_Istate_10","X_Istate_11","X_Istate_12","X_Istate_13","X_Istate_14","X_Istate_15","X_Istate_16","X_Istate_17","X_Istate_18","X_Istate_19","X_Istate_20","X_Istate_21","X_Istate_22","X_Istate_23","X_Istate_24","X_Istate_25","X_Istate_26","X_Istate_27","X_Istate_28","X_Istate_29","X_Istate_30","X_Istate_31","X_Istate_32","X_Istate_33","X_Istate_34","X_Istate_35","X_Istate_36","X_Istate_37","X_Istate_38","X_Istate_39","X_Istate_40","X_Istate_41","X_Istate_42","X_Istate_43","X_Istate_44","X_Istate_45","X_Istate_46","X_Istate_47","X_Istate_48","X_Istate_49","X_Istate_50","pred_diff_r_no_electronic","pred_votes_r_no_electronic","pred_votes_r_swing","dem_votes_state_no_electronic","rep_votes_state_no_electronic","unemp_test","inc_test","d_pct_no_elec","r_pct_no_elec","dem_pct_state","rep_pct_state","dem_win","dem_win_2012","dem_win_no_electronic","os_model_off","tch_bmd_model_off","tch_use_off","bmd_use_off","os_use_off","tch_model_off","bmd_model_off","tch_use_off_true","tch_model_off_full","log.pop.sq.mile.2010","muni.dense"
"1062","JUNEAU","TOWN OF PLYMOUTH JUNEAU","TOWN OF PLYMOUTH",44,0,41,85,51.7647058823529,0,48.2352941176471,1,63,0.73015873015873,0.157894736842105,0.0025062656641604,0.0952380952380952,0,399,0,"13820","84.92%","4,100","7,188",448,"11,736",-3088,"-34.32%","32.84%","157.47%","-0.77%","34.94%","61.25%","3.82%","0.40%",0,1,2,"6,242","5,411","174","11,827","52.78%","45.75%","1.47%","0.39%",1,2,26395,21010,26664,20.4,94.4,2.4,504,92,19330,1681,12.4,2605,11.5,38.3,7.1,45297,34.8,54,45,6186,5148,55057,52.9,0.22,45.8,6237,28.8,5400,34.9,0.76,61.2,4100,89.6,7188,34471,35845,37356,60,4,4.2,10,"WI","Juneau County, WI",13611,"     13,104 ",507,3.7,26607,52.7,47.3,22.6,2.8,92.3,2.1,4.4,11,41.3,21.8,9,8.9,3.5,56.7,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-18,15.4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.98237,-6.017627,100005.8,-160.1017,0,-15.24433,4212.982,112.9825,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-20.30314,7022.45,-165.5499,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.54961738678043,4.44628735269246
"1063","ROCK","TOWN OF PLYMOUTH ROCK","TOWN OF PLYMOUTH",83,0,120,203,40.8866995073892,0,59.1133004926108,0,108,0,0.136882129277567,0.00506970849176172,0,0,789,0,"92058","81.52%","39,336","31,483",4224,"75,043",7853,"-20.08%","3.17%","342.77%","-7.00%","52.42%","41.95%","5.63%","2.55%",1,0,1,"49,219","30,517","954","80,690","61.00%","37.82%","1.18%","2.63%",1,1,161188,122503,160331,24,91,5.1,6248,83.9,102780,19723,19.4,23766,5.2,16.5,4.2,49435,223.3,64,35,50529,27364,55105,61.1,0.2,37.9,49158,162.4,30492,52.4,1.12,42,39336,844.8,31483,38349,38470,40026,50,0.3,4,12,"WI","Rock County, WI",86729,"     83,383 ",3346,3.9,160465,49.1,50.9,17.6,7.9,84.1,3.4,3.4,8.2,36.9,21.8,9.7,13,7,48.5,0,1,NA,NA,1382210,1409467,1613950,1408746,-8.699997,4.099998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.946287,-0.7537098,100005.8,NA,0,-8.671595,39347.17,11.1725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.898301,31420.57,-62.4321,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.40851615884611,8.66962388635994
"1064","SHEBOYGAN","TOWN OF PLYMOUTH SHEBOYGAN","TOWN OF PLYMOUTH",207,5,227,439,47.1526195899772,1.13895216400911,51.7084282460137,0,356,0.23314606741573,0.171236171236171,0.00336700336700337,0.00280898876404494,0.00561797752808989,2079,0.00561797752808989,"69523","83.84%","22,636","32,368",3286,"58,290",-9732,"-18.92%","-5.00%","397.13%","-6.96%","38.83%","55.53%","5.64%","1.98%",0,0,2,"27,918","34,072","661","62,651","44.56%","54.38%","1.06%","2.04%",0,2,115290,88773,115507,23,91.5,1.7,1509,86.2,76523,12251,22.4,19885,6.2,50.7,3.5,52920,225.9,49,50,30395,30801,55117,44.8,0.2,54.2,28356,126.8,34282,38.8,1.12,55.5,22636,657.2,32368,42953,45175,45896,13,5.2,1.6,67,"WI","Sheboygan County, WI",61473,"     59,523 ",1950,3.2,115168,50.3,49.7,19.1,5.7,86.4,1.4,3.3,5.9,37.2,21.4,9.6,15.5,7,46.4,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-6,1.299999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.627958,1.627958,100005.8,187.4778,0,-3.244328,23259.77,623.7739,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.303143,31622.52,-745.4811,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.42009242347396,26.3115575271586
"1065","LANGLADE","TOWN OF POLAR LANGLADE","TOWN OF POLAR",48,0,88,136,35.2941176470588,0,64.7058823529412,0,78,0.58974358974359,0.115898959881129,0.00445765230312036,0.0769230769230769,0,673,0,"11983","84.23%","3,260","6,436",397,"10,093",-3176,"-28.71%","10.66%","205.38%","-4.05%","32.30%","63.77%","3.93%","0.34%",0,0,2,"4,573","5,816","130","10,519","43.47%","55.29%","1.24%","0.34%",0,2,19410,15489,19977,20.2,96.3,0.7,108,94.9,14699,790,13.2,2045,18.6,135.6,6.6,42389,22.9,50,49,5182,5081,55067,43.6,0.18,55.4,4569,20.6,5810,32.3,0.78,63.8,3260,79.4,6436,36875,38677,39900,52,4.9,3.2,42,"WI","Langlade County, WI",9661,"      9,254 ",407,4.2,19706,50.4,49.6,25.4,1.9,95.1,0.6,3.4,8.5,44.1,21,9.6,9.3,4.2,56,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-11.3,8.399998,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.97428,0.674283,100005.8,13.28665,0,-8.544328,3349.835,89.8349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-13.60314,6287.77,-148.2302,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.13113691056019,7.20545555816133
"1066","WASHINGTON","TOWN OF POLK WASHINGTON","TOWN OF POLK",166,1,210,377,44.0318302387268,0.26525198938992,55.7029177718833,0,903,0,0.331619537275064,0.0110172603745869,0.110741971207087,0.00775193798449612,2723,0,"88038","86.61%","20,854","51,729",3663,"76,246",-30875,"-9.98%","-5.54%","351.66%","-3.17%","27.35%","67.84%","4.80%","2.59%",0,0,1,"23,166","54,765","811","78,742","29.42%","69.55%","1.03%","2.57%",0,2,133251,102204,131887,23.3,96.3,1,1022,93.7,95765,6439,27.6,28208,14.9,93.7,2.6,66159,306.2,35,64,25719,47729,55131,29.5,0.2,69.6,23136,142.6,54709,27.4,0.94,67.8,20854,732.6,51729,48202,49463,51110,5,2.6,3.3,37,"WI","Washington County, WI",76746,"     74,396 ",2350,3.1,132526,49.6,50.4,18.1,2.8,93.8,1,2.3,4.8,30.6,23,11.3,19.9,8,37.7,0,1,NA,NA,1382210,1409467,1613950,1408746,-2.1,-1.799995,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-5.339905,3.239904,100005.8,NA,0,-2.071598,20859.92,5.923109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.298305,51626.42,-102.5808,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion ImageCast Evolution","Dominion ImageCast Evolution",0,1,1,NA,"Dominion ImageCast Evolution",0,"aNone",5.72423848322358,34.6079383816344
"1067","WOOD","TOWN OF PORT EDWARDS WOOD","TOWN OF PORT EDWARDS",82,2,131,215,38.1395348837209,0.930232558139535,60.9302325581395,0,146,0,0.19235836627141,0.00263504611330698,0.0205479452054795,0,759,0,"43433","86.83%","14,232","21,502",1978,"37,712",-7270,"-23.41%","9.13%","221.63%","-3.05%","37.74%","57.02%","5.25%","1.28%",0,0,1,"18,581","19,704","615","38,900","47.77%","50.65%","1.58%","1.27%",0,1,73608,57414,74749,22,95.5,0.7,402,93.3,53567,3847,18.8,10794,13.9,133.3,4.3,47685,94.2,56,43,21710,16581,55141,47.8,0.28,50.8,18546,106.2,19685,37.7,1.04,57,14232,395.6,21502,38637,40362,41883,40,4.5,3.8,24,"WI","Wood County, WI",34330,"     33,009 ",1321,3.8,74261,49.4,50.6,21.4,2.5,93.5,0.5,2.9,5.8,39.2,21.6,11.8,12.2,6.7,47.9,0,1,NA,NA,1382210,1409467,1613950,1408746,-10.1,6.200001,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.077732,-1.022266,100005.8,NA,0,-10.0716,14236.04,4.042279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-10.2983,21459.36,-42.63936,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",4.54542018158232,7.63580385724861
"1068","OZAUKEE","TOWN OF PORT WASHINGTON OZAUKEE","TOWN OF PORT WASHINGTON",89,0,101,190,46.8421052631579,0,53.1578947368421,0,196,0,0.181313598519889,0.00647548566142461,0.086734693877551,0,1081,0,"63515","84.02%","20,167","30,458",2743,"53,368",-10291,"5.26%","-15.58%","372.12%","-4.39%","37.79%","57.07%","5.14%","1.81%",0,0,1,"19,159","36,077","581","55,817","34.32%","64.63%","1.04%","1.82%",0,2,87470,68052,86395,22.2,95,1.5,1021,92.7,63084,4968,44.9,30555,12.7,61.8,1.2,75457,370.7,39,60,20579,32172,55089,34.3,0.18,64.8,19075,99.8,35991,37.8,1.02,57.1,20167,548.6,30458,69274,71329,73462,1,3,3,46,"WI","Ozaukee County, WI",48706,"     47,192 ",1514,3.1,86930,48.9,51.1,19.8,2.5,92.8,1.3,1,2.7,22.4,19.4,8.1,29.6,16.8,26.1,0,1,NA,NA,1382210,1409467,1613950,1408746,3.5,-7.700005,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-0.8982438,4.398244,100005.8,NA,0,3.528403,20172.73,5.727982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.301696,30397.6,-60.39948,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion ImageCast Evolution","Dominion ImageCast Evolution",0,1,1,NA,"Dominion ImageCast Evolution",0,"aNone",5.91539311015669,25.1258240706998
"1069","BAYFIELD","TOWN OF PORT WING BAYFIELD","TOWN OF PORT WING",47,0,72,119,39.4957983193277,0,60.5042016806723,0,61,0,0.185975609756098,0,0,0,328,0,"11299","84.00%","4,953","4,125",413,"9,491",828,"-17.90%","14.39%","177.18%","-3.03%","52.19%","43.46%","4.35%","0.32%",1,0,1,"6,033","3,606","149","9,788","61.64%","36.84%","1.52%","0.32%",1,1,14985,12228,15014,18.4,86.2,0.6,73,85.4,10443,1785,28.5,3485,5.8,142.3,2.5,44944,10.2,63,36,5972,3365,55007,61.7,0.28,36.9,6025,27.4,3597,52.2,0.88,43.5,4953,82.6,4125,38776,40817,41869,41,5.3,2.6,53,"WI","Bayfield County, WI",7489,"      7,130 ",359,4.8,15064,51.5,48.5,28.3,1.3,85.7,0.6,1.8,4.4,31.2,23.7,10.7,18,10.3,37.4,0,1,NA,NA,1382210,1409467,1613950,1408746,-9.5,6.599998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.917643,-1.582357,100005.8,NA,0,-9.471598,4954.407,1.406788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9.698304,4116.82,-8.180047,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"ES&S Automark",0,1,0,NA,"ES&S Automark",0,"aNone",2.32238772029023,2.69535887155967
"1070","ROCK","TOWN OF PORTER ROCK","TOWN OF PORTER",120,1,147,268,44.7761194029851,0.373134328358209,54.8507462686567,0,62,0,0.0917159763313609,0.00443786982248521,0.0483870967741935,0,676,0,"92058","81.52%","39,336","31,483",4224,"75,043",7853,"-20.08%","3.17%","342.77%","-7.00%","52.42%","41.95%","5.63%","2.55%",1,0,1,"49,219","30,517","954","80,690","61.00%","37.82%","1.18%","2.63%",1,1,161188,122503,160331,24,91,5.1,6248,83.9,102780,19723,19.4,23766,5.2,16.5,4.2,49435,223.3,64,35,50529,27364,55105,61.1,0.2,37.9,49158,162.4,30492,52.4,1.12,42,39336,844.8,31483,38349,38470,40026,50,0.3,4,12,"WI","Rock County, WI",86729,"     83,383 ",3346,3.9,160465,49.1,50.9,17.6,7.9,84.1,3.4,3.4,8.2,36.9,21.8,9.7,13,7,48.5,0,1,NA,NA,1382210,1409467,1613950,1408746,-8.699997,4.099998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.946287,-0.7537098,100005.8,NA,0,-8.671595,39347.17,11.1725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.898301,31420.57,-62.4321,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.40851615884611,7.20164190053395
"1071","MARINETTE","TOWN OF PORTERFIELD MARINETTE","TOWN OF PORTERFIELD",101,2,135,238,42.436974789916,0.840336134453782,56.7226890756302,0,138,0.884057971014493,0.121372031662269,0.00615655233069481,0.108695652173913,0,1137,0,"24615","81.17%","6,243","12,995",741,"19,979",-6752,"-36.82%","22.37%","168.48%","-3.84%","31.25%","65.04%","3.71%","0.68%",0,0,2,"9,882","10,619","276","20,777","47.56%","51.11%","1.33%","0.68%",0,2,41298,33245,41749,19.5,97.2,0.4,133,95.9,31882,1363,13.6,4521,23.4,239.8,6.4,40490,29.8,53,46,11195,9726,55075,47.6,0.22,51.2,9868,47,10609,31.2,0.76,65,6243,148.2,12995,37306,38329,39681,53,2.7,3.5,29,"WI","Marinette County, WI",20879,"     19,908 ",971,4.7,41488,50,50,25.4,1.4,96,0.3,2.9,7.2,43,23.6,9.4,9.4,4.5,53.1,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-16.4,13.8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.38103,-5.018964,100005.8,-208.2148,0,-13.64433,6415.037,172.0366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-18.70314,12695.71,-299.2933,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.39450839351136,9.25675542517105
"1072","DODGE","TOWN OF PORTLAND DODGE","TOWN OF PORTLAND",68,0,103,171,39.766081871345,0,60.233918128655,0,112,0,0.172573189522342,0.0154083204930663,0.0357142857142857,0,649,0,"50327","85.08%","13,968","26,643",2207,"42,818",-12675,"-25.55%","5.68%","328.54%","-3.75%","32.62%","62.22%","5.15%","1.45%",0,0,2,"18,762","25,211","515","44,488","42.17%","56.67%","1.16%","1.45%",0,2,88574,70062,88759,20.9,95,3,2102,90.9,63686,6376,15.8,11070,10,30.3,5.3,53075,101.4,45,54,19183,23015,55027,42.2,0.2,56.8,18745,88.8,25190,32.6,1.04,62.2,13968,441.4,26643,38477,39957,41055,45,3.8,2.7,50,"WI","Dodge County, WI",47874,"     46,390 ",1484,3.1,88589,52.4,47.6,19.1,4.3,91.1,2.7,4,8.5,39.5,22,10.2,10.9,4.8,52,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-9.600002,5.400002,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.768308,0.1683054,100005.8,14.90915,0,-6.844331,14352.91,384.9122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-11.90314,26029.37,-613.6262,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX",1,0,1,"Dominion (Premier)-Accuvote TSX",NA,0,"Dominion (Premier)-Accuvote TSX",4.61907309115708,7.54942656344995
"1073","MONROE","TOWN OF PORTLAND MONROE","TOWN OF PORTLAND",60,0,57,117,51.2820512820513,0,48.7179487179487,1,54,0.796296296296296,0.127962085308057,0.004739336492891,0.037037037037037,0,422,0,"23177","84.37%","7,047","11,442",1065,"19,554",-4395,"-25.94%","18.26%","261.02%","0.35%","36.04%","58.51%","5.45%","0.66%",0,0,2,"9,515","9,675","295","19,485","48.83%","49.65%","1.51%","0.63%",0,2,45379,33762,44673,25.6,95,1.5,506,91.6,30926,2836,17.4,5875,10.9,61.1,4.7,49774,49.6,53,45,10198,8666,55081,49,0.24,49.7,9505,49.4,9637,36,1.12,58.5,7047,213,11442,34947,36414,37678,59,4.2,3.5,32,"WI","Monroe County, WI",23047,"     22,309 ",738,3.2,45116,50.7,49.3,18,3.9,91.9,1.2,5.1,6.7,39.1,22.2,9.4,12.5,5,50.9,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13,8.799999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.554694,-3.445306,100005.8,-155.4294,0,-10.24433,7241.192,194.1922,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-15.30314,11178.47,-263.5255,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.90399083373088,4.69623863109801
"1074","GRANT","TOWN OF POTOSI GRANT","TOWN OF POTOSI",47,0,42,89,52.8089887640449,0,47.1910112359551,1,27,0.407407407407407,0.0541082164328657,0.00200400801603206,0,0,499,0,"29547","81.40%","10,047","12,347",1657,"24,051",-2300,"-26.09%","20.40%","315.29%","-0.81%","41.77%","51.34%","6.89%","0.82%",0,1,2,"13,594","10,255","399","24,248","56.06%","42.29%","1.65%","0.79%",1,2,51829,41100,51208,20.7,97,1.2,493,95.8,39374,1726,19.1,7850,22.8,79.8,4.2,46963,44.7,61,38,14875,9068,55043,56.2,0.26,42.4,13574,66.2,10255,41.8,1.4,51.3,10047,331.4,12347,37757,37989,38413,56,0.6,1.1,69,"WI","Grant County, WI",28730,"     27,824 ",906,3.2,51272,51.9,48.1,19.3,1.3,95.8,1.3,3.9,5.4,39.1,20.5,10.9,12.9,7.3,48.4,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-14.4,8.899998,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.567014,-4.832988,100005.8,-247.7826,0,-11.64433,10323.86,276.8623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.70314,12062.63,-284.369,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.79997350161952,3.17564715467751
"1075","MARINETTE","TOWN OF POUND MARINETTE","TOWN OF POUND",61,1,78,140,43.5714285714286,0.714285714285714,55.7142857142857,0,119,0.983193277310924,0.152564102564103,0,0.0168067226890756,0,780,0,"24615","81.17%","6,243","12,995",741,"19,979",-6752,"-36.82%","22.37%","168.48%","-3.84%","31.25%","65.04%","3.71%","0.68%",0,0,2,"9,882","10,619","276","20,777","47.56%","51.11%","1.33%","0.68%",0,2,41298,33245,41749,19.5,97.2,0.4,133,95.9,31882,1363,13.6,4521,23.4,239.8,6.4,40490,29.8,53,46,11195,9726,55075,47.6,0.22,51.2,9868,47,10609,31.2,0.76,65,6243,148.2,12995,37306,38329,39681,53,2.7,3.5,29,"WI","Marinette County, WI",20879,"     19,908 ",971,4.7,41488,50,50,25.4,1.4,96,0.3,2.9,7.2,43,23.6,9.4,9.4,4.5,53.1,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-16.4,13.8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.38103,-5.018964,100005.8,-208.2148,0,-13.64433,6415.037,172.0366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-18.70314,12695.71,-299.2933,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.39450839351136,6.36099272843326
