County Name,Municipality Name,Reporting Unit,Original or recount,Total Votes,Donald J. Trump / Michael R. Pence,Hillary Clinton / Tim Kaine,Darrell L. Castle / Scott N. Bradley,Gary Johnson / Bill Weld,Jill Stein / Ajamu Baraka,Monica Moorehead / Lamont Lilly,Rocky Roque De La Fuente / Michael Steinberg,Cherunda Fox / Roger Kushner (write-in),Evan McMullin / Nathan Johnson (write-in),Michael A. Maturen / Juan Munoz (write-in),Marshall Schoenke / James Creighton Mitchell Jr. (write-in),Chris Keniston / Deacon Taylor (write-in),Laurence Kotlikoff / Edward E. Leamer (write-in),Tom Hoefling / Steve Schulin (write-in),Joseph Maldonado (write-in),Emidio Soltysik / Angela Nicole Walker (write-in),SCATTERING
MARATHON ,VILLAGE OF ROTHSCHILD,VILLAGE OF ROTHSCHILD Ward 1-2,Original,869,423,393,4,25,14,1,0,0,0,0,0,0,0,0,0,0,9
MARATHON ,VILLAGE OF ROTHSCHILD,VILLAGE OF ROTHSCHILD Ward 3-4,Original,1056,522,465,6,41,11,0,0,0,2,0,0,0,0,0,0,0,9
MARATHON ,VILLAGE OF ROTHSCHILD,VILLAGE OF ROTHSCHILD Ward 5-6,Original,1023,537,425,2,38,7,0,0,0,6,0,0,0,0,0,0,0,8
MARATHON ,VILLAGE OF SPENCER,VILLAGE OF SPENCER Wards 1-3,Original,902,545,298,8,38,6,0,1,0,1,0,0,0,0,0,0,0,5
MARATHON ,VILLAGE OF STRATFORD,VILLAGE OF STRATFORD Wards 1-2,Original,810,537,216,5,31,11,1,1,0,1,0,0,0,0,0,0,0,7
MARATHON ,VILLAGE OF UNITY,VILLAGE OF UNITY Ward 1,Original,107,80,22,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,VILLAGE OF WESTON,"VILLAGE OF WESTON Wards 1-2,4-5",Original,2033,1155,759,10,67,19,0,2,0,7,1,0,0,0,0,0,0,13
MARATHON ,VILLAGE OF WESTON,"VILLAGE OF WESTON Wards 3,8",Original,1371,701,597,4,45,10,1,2,0,2,0,0,0,0,0,0,0,9
MARATHON ,VILLAGE OF WESTON,VILLAGE OF WESTON Wards 6-7,Original,1288,745,463,7,50,9,0,1,0,2,0,0,0,0,0,0,0,11
MARATHON ,VILLAGE OF WESTON,VILLAGE OF WESTON Wards 9-13,Original,2769,1459,1148,14,99,19,1,1,0,1,0,0,0,0,0,0,0,27
MARATHON ,CITY OF ABBOTSFORD,CITY OF ABBOTSFORD Ward 1,Original,141,82,54,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
MARATHON ,CITY OF ABBOTSFORD,CITY OF ABBOTSFORD Ward 6,Original,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF COLBY,CITY OF COLBY Ward 1,Original,233,130,84,0,11,2,1,0,0,3,0,0,0,0,0,0,0,2
MARATHON ,CITY OF MARSHFIELD,"CITY OF MARSHFIELD Wards 12,20-21,24",Original,413,222,175,5,7,2,0,0,0,0,0,0,0,0,0,0,0,2
MARATHON ,CITY OF MOSINEE,"CITY OF MOSINEE Wards 1-2,6-7",Original,1122,661,402,5,30,17,1,1,0,0,0,0,0,0,0,0,0,5
MARATHON ,CITY OF MOSINEE,CITY OF MOSINEE Wards 3-5,Original,1140,683,403,10,28,8,1,0,0,0,0,0,0,0,0,0,0,7
MARATHON ,CITY OF SCHOFIELD,CITY OF SCHOFIELD Wards 1-4,Original,1128,568,478,3,48,10,0,2,0,6,0,0,0,0,0,0,0,13
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 1,Original,976,383,518,4,45,16,2,1,0,0,0,0,0,0,0,0,0,7
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 2,Original,949,382,494,6,31,15,1,1,0,8,0,0,0,0,0,0,0,11
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 3,Original,477,198,239,2,25,10,1,0,0,0,0,0,0,0,0,0,0,2
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 4,Original,223,122,86,1,11,1,0,0,0,2,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 5,Original,690,290,346,3,25,15,0,0,0,1,0,0,0,0,0,0,0,10
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 6,Original,439,142,248,5,24,9,0,0,0,0,0,0,0,0,0,0,0,11
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 7,Original,614,259,312,5,22,7,1,0,0,2,0,0,0,0,0,0,0,6
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 8,Original,471,186,244,1,21,15,1,0,0,0,0,0,0,0,0,0,0,3
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 9,Original,279,116,129,2,14,7,0,0,0,1,0,0,0,0,0,0,0,10
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 10,Original,163,96,58,0,3,1,0,0,0,1,0,0,0,0,0,0,0,4
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 11,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 12,Original,887,330,487,4,37,15,1,0,0,4,0,0,0,0,0,0,0,9
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 13,Original,701,293,346,3,23,23,0,0,0,1,0,0,1,0,0,0,0,11
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 14,Original,710,303,364,6,23,7,1,0,0,0,0,0,0,0,0,0,0,6
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 15,Original,1206,589,543,2,47,12,0,0,0,4,1,0,0,0,0,0,0,8
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 16,Original,896,470,386,3,25,3,0,0,0,1,0,0,0,0,0,0,0,8
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 17,Original,816,370,399,4,21,12,0,0,0,2,0,0,0,0,0,0,0,8
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 18,Original,849,369,429,2,29,12,0,0,0,2,0,0,0,0,0,0,0,6
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 19,Original,756,344,357,4,29,12,1,2,0,2,0,0,0,0,0,0,0,5
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 20,Original,742,306,381,8,26,12,0,0,0,0,0,0,0,0,0,0,0,9
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 21,Original,670,310,310,5,20,14,1,0,0,0,0,0,0,0,0,0,0,10
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 22,Original,729,307,385,1,22,9,1,0,0,0,0,0,0,0,0,0,0,4
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 23,Original,806,343,405,3,31,17,0,0,0,1,0,0,0,0,0,0,0,6
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 24,Original,909,464,400,2,28,5,1,0,0,0,0,0,0,0,0,0,0,9
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 25,Original,989,497,426,5,37,10,0,1,0,7,0,0,0,0,0,0,0,6
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 26,Original,834,414,340,6,44,15,0,1,0,0,0,0,0,0,0,0,0,14
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 27,Original,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 28,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 29,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 30,Original,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 31,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 32,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 33,Original,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 34,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 35,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 36,Original,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARATHON ,CITY OF WAUSAU,CITY OF WAUSAU Ward 37,Original,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF AMBERG,TOWN OF AMBERG Ward 1,Original,456,316,125,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF ATHELSTANE,TOWN OF ATHELSTANE Wards 1-2,Original,320,216,95,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF BEAVER,TOWN OF BEAVER Wards 1-2,Original,600,447,139,5,4,3,0,0,0,2,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF BEECHER,TOWN OF BEECHER Ward 1,Original,407,286,104,5,8,3,1,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF DUNBAR,TOWN OF DUNBAR Ward 1-2,Original,285,189,79,3,7,2,0,0,0,5,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF GOODMAN,TOWN OF GOODMAN Ward 1,Original,340,214,119,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF GROVER,TOWN OF GROVER Wards 1-3,Original,912,682,205,0,16,4,2,1,0,0,0,0,2,0,0,0,0,0
MARINETTE ,TOWN OF LAKE,TOWN OF LAKE Wards 1-2,Original,656,463,175,3,13,0,0,1,0,1,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF MIDDLE INLET,TOWN OF MIDDLE INLET Wards 1-2,Original,446,303,131,4,5,2,0,0,0,1,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF NIAGARA,TOWN OF NIAGARA Ward 1,Original,499,354,131,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF PEMBINE,TOWN OF PEMBINE Ward 1-2,Original,429,280,134,2,8,1,0,0,0,4,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF PESHTIGO,"TOWN OF PESHTIGO Wards 1,4",Original,776,483,257,5,24,5,0,0,0,2,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF PESHTIGO,TOWN OF PESHTIGO Wards 2-3,Original,841,525,287,1,20,4,1,0,0,3,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF PESHTIGO,TOWN OF PESHTIGO Wards 5-6,Original,641,425,186,6,22,2,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF PORTERFIELD,TOWN OF PORTERFIELD Ward 1-3,Original,1053,690,316,8,28,7,0,2,0,2,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF POUND,TOWN OF POUND Wards 1-3,Original,676,517,135,1,18,1,1,0,0,3,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF SILVER CLIFF,TOWN OF SILVER CLIFF Ward 1,Original,327,216,95,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF STEPHENSON,TOWN OF STEPHENSON Wards 1-3,Original,1126,733,367,3,22,0,0,1,0,0,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF STEPHENSON,TOWN OF STEPHENSON Wards 4-5,Original,730,504,200,2,15,6,0,0,0,3,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF WAGNER,TOWN OF WAGNER Ward 1,Original,390,267,110,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,TOWN OF WAUSAUKEE,TOWN OF WAUSAUKEE Wards 1-2,Original,625,415,189,0,12,6,0,0,0,3,0,0,0,0,0,0,0,0
MARINETTE ,VILLAGE OF COLEMAN,VILLAGE OF COLEMAN Ward 1,Original,344,227,102,2,5,5,0,2,0,1,0,0,0,0,0,0,0,0
MARINETTE ,VILLAGE OF CRIVITZ,VILLAGE OF CRIVITZ Ward 1,Original,457,300,138,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,VILLAGE OF POUND,VILLAGE OF POUND Ward 1,Original,152,110,30,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,VILLAGE OF WAUSAUKEE,VILLAGE OF WAUSAUKEE Ward 1,Original,207,132,65,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,CITY OF MARINETTE,"CITY OF MARINETTE Wards 1,3,5",Original,1452,820,563,6,47,10,1,0,0,5,0,0,0,0,0,0,0,0
MARINETTE ,CITY OF MARINETTE,"CITY OF MARINETTE Wards 2,4,6",Original,1471,840,547,5,50,19,1,0,0,9,0,0,0,0,0,0,0,0
MARINETTE ,CITY OF MARINETTE,CITY OF MARINETTE Wards 7-8,Original,1241,701,469,3,49,12,1,0,0,6,0,0,0,0,0,0,0,0
MARINETTE ,CITY OF NIAGARA,CITY OF NIAGARA Ward 1-3,Original,708,444,233,3,21,4,0,0,0,3,0,0,0,0,0,0,0,0
MARINETTE ,CITY OF PESHTIGO,CITY OF PESHTIGO Wards 1-2,Original,538,333,178,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0
MARINETTE ,CITY OF PESHTIGO,CITY OF PESHTIGO Wards 3-5,Original,502,297,182,1,13,4,1,0,0,4,0,0,0,0,0,0,0,0
MARINETTE ,CITY OF PESHTIGO,CITY OF PESHTIGO Wards 6-7,Original,439,266,157,2,8,5,0,0,0,1,0,0,0,0,0,0,0,0
MARQUETTE ,TOWN OF BUFFALO,TOWN OF BUFFALO Ward 1-2,Original,580,336,223,4,10,3,0,1,0,0,0,0,0,0,0,0,0,3
MARQUETTE ,TOWN OF CRYSTAL LAKE,TOWN OF CRYSTAL LAKE Ward 1,Original,302,183,107,0,7,0,1,0,0,0,0,0,0,0,0,0,0,4
MARQUETTE ,TOWN OF DOUGLAS,TOWN OF DOUGLAS Ward 1,Original,486,276,181,7,14,3,0,0,0,0,0,0,0,0,0,0,0,5
MARQUETTE ,TOWN OF HARRIS,TOWN OF HARRIS Ward 1,Original,484,293,167,1,18,3,0,0,0,0,0,0,0,0,0,0,0,2
MARQUETTE ,TOWN OF MECAN,TOWN OF MECAN Ward 1,Original,378,217,142,1,11,4,0,1,0,0,0,0,0,0,0,0,0,2
MARQUETTE ,TOWN OF MONTELLO,TOWN OF MONTELLO Ward 1-4,Original,595,371,191,2,15,3,2,0,0,9,0,0,0,0,0,0,0,2
MARQUETTE ,TOWN OF MOUNDVILLE,TOWN OF MOUNDVILLE Ward 1-2,Original,257,137,99,2,17,0,0,1,0,0,0,0,0,0,0,0,0,1
MARQUETTE ,TOWN OF NESHKORO,TOWN OF NESHKORO Ward 1-2,Original,334,217,106,0,6,2,0,0,0,1,0,0,0,0,0,0,0,2
MARQUETTE ,TOWN OF NEWTON,TOWN OF NEWTON Ward 1-2,Original,243,158,69,5,7,1,0,0,0,2,0,0,0,0,0,0,0,1
MARQUETTE ,TOWN OF OXFORD,TOWN OF OXFORD Ward 1-2,Original,480,295,156,4,12,3,0,1,0,8,0,0,0,0,0,0,0,1
MARQUETTE ,TOWN OF PACKWAUKEE,TOWN OF PACKWAUKEE Ward 1-3,Original,705,426,258,4,8,2,2,0,0,2,0,0,0,0,0,0,0,3
MARQUETTE ,TOWN OF SHIELDS,TOWN OF SHIELDS Ward 1,Original,321,202,106,0,5,2,0,0,0,0,0,0,0,0,1,0,0,5
MARQUETTE ,TOWN OF SPRINGFIELD,TOWN OF SPRINGFIELD Ward 1,Original,462,289,158,4,7,2,0,0,0,2,0,0,0,0,0,0,0,0
MARQUETTE ,TOWN OF WESTFIELD,TOWN OF WESTFIELD Ward 1-2,Original,449,275,154,2,5,7,0,1,0,2,0,0,0,0,0,0,0,3
MARQUETTE ,VILLAGE OF ENDEAVOR,VILLAGE OF ENDEAVOR Ward 1,Original,184,111,63,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2
MARQUETTE ,VILLAGE OF NESHKORO,VILLAGE OF NESHKORO Ward 1,Original,198,123,69,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1
MARQUETTE ,VILLAGE OF OXFORD,VILLAGE OF OXFORD Ward 1,Original,255,155,86,1,8,1,0,0,0,0,0,0,0,0,0,0,0,4
MARQUETTE ,VILLAGE OF WESTFIELD,VILLAGE OF WESTFIELD Ward 1-2,Original,510,298,184,5,14,1,2,0,0,2,0,0,0,0,0,0,0,4
MARQUETTE ,CITY OF MONTELLO,CITY OF MONTELLO Ward 1-4,Original,670,352,290,0,18,8,1,0,0,1,0,0,0,0,0,0,0,0
MENOMINEE ,TOWN OF MENOMINEE,"TOWN OF MENOMINEE Wards 1,3-5",Original,1080,259,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENOMINEE ,TOWN OF MENOMINEE,TOWN OF MENOMINEE Ward 2,Original,199,10,182,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
MILWAUKEE ,VILLAGE OF BAYSIDE,"VILLAGE OF BAYSIDE Wards 1,3",Original,969,316,610,2,24,2,0,0,0,6,0,0,0,0,0,0,0,9
MILWAUKEE ,VILLAGE OF BAYSIDE,"VILLAGE OF BAYSIDE Wards 1S,3S",Original,62,20,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
MILWAUKEE ,VILLAGE OF BAYSIDE,"VILLAGE OF BAYSIDE Wards 2,4",Original,1158,334,768,1,34,6,0,0,0,6,0,0,0,0,0,0,0,9
MILWAUKEE ,VILLAGE OF BAYSIDE,VILLAGE OF BAYSIDE Ward 5,Original,660,195,432,1,21,2,0,0,0,5,0,0,0,0,0,0,0,4
MILWAUKEE ,VILLAGE OF BROWN DEER,VILLAGE OF BROWN DEER Wards 1-2,Original,2348,581,1614,16,73,20,0,0,0,10,1,0,0,0,0,0,0,33
MILWAUKEE ,VILLAGE OF BROWN DEER,VILLAGE OF BROWN DEER Wards 3-4,Original,2274,775,1330,15,92,27,4,3,0,10,0,0,0,0,0,0,0,18
MILWAUKEE ,VILLAGE OF BROWN DEER,VILLAGE OF BROWN DEER Wards 5-6,Original,2263,683,1463,7,53,17,1,1,0,11,1,0,0,0,0,0,0,26
MILWAUKEE ,VILLAGE OF FOX POINT,VILLAGE OF FOX POINT Wards 1-4,Original,2024,688,1217,2,60,10,2,0,0,16,1,0,0,0,0,0,0,28
MILWAUKEE ,VILLAGE OF FOX POINT,VILLAGE OF FOX POINT Wards 5-9,Original,2464,737,1574,3,76,22,0,0,0,4,0,0,0,0,0,0,0,48
MILWAUKEE ,VILLAGE OF GREENDALE,VILLAGE OF GREENDALE Ward 1-2,Original,1632,933,617,1,43,6,0,0,0,13,2,0,0,0,0,0,0,17
MILWAUKEE ,VILLAGE OF GREENDALE,VILLAGE OF GREENDALE Ward 3-4,Original,1815,797,874,9,79,23,1,1,0,15,0,0,0,0,0,0,0,16
MILWAUKEE ,VILLAGE OF GREENDALE,VILLAGE OF GREENDALE Ward 5-6,Original,1677,806,761,6,61,13,3,2,0,12,0,0,0,0,0,0,0,13
MILWAUKEE ,VILLAGE OF GREENDALE,VILLAGE OF GREENDALE Ward 7-8,Original,1612,744,760,6,55,13,0,1,0,10,0,0,0,0,0,0,0,23
MILWAUKEE ,VILLAGE OF GREENDALE,VILLAGE OF GREENDALE Ward 9-10,Original,1850,898,832,6,42,18,0,0,0,12,0,0,0,0,0,0,0,42
MILWAUKEE ,VILLAGE OF HALES CORNERS,VILLAGE OF HALES CORNERS Wards 1-3,Original,1544,865,580,11,44,12,2,1,0,11,0,0,0,0,0,0,0,18
MILWAUKEE ,VILLAGE OF HALES CORNERS,VILLAGE OF HALES CORNERS Wards 4-6,Original,1508,837,568,1,57,20,1,2,0,9,0,0,0,0,0,0,0,13
MILWAUKEE ,VILLAGE OF HALES CORNERS,VILLAGE OF HALES CORNERS Wards 7-9,Original,1345,686,574,7,43,13,2,0,0,1,0,0,0,0,0,0,0,19
MILWAUKEE ,VILLAGE OF RIVER HILLS,VILLAGE OF RIVER HILLS Wards 1-3,Original,1146,494,585,2,32,4,1,0,0,5,0,0,0,0,0,0,0,23
MILWAUKEE ,VILLAGE OF SHOREWOOD,VILLAGE OF SHOREWOOD Ward 1-4,Original,3190,536,2446,10,92,58,0,2,0,9,0,0,0,0,0,0,0,37
MILWAUKEE ,VILLAGE OF SHOREWOOD,VILLAGE OF SHOREWOOD Ward 5-8,Original,2660,431,2040,3,80,41,1,0,0,23,1,0,0,0,0,0,1,39
MILWAUKEE ,VILLAGE OF SHOREWOOD,VILLAGE OF SHOREWOOD Ward 9-12,Original,2635,440,2041,4,83,26,1,1,0,10,0,0,0,0,0,0,0,29
MILWAUKEE ,VILLAGE OF WEST MILWAUKEE,"VILLAGE OF WEST MILWAUKEE Ward 1-2,5",Original,759,199,509,2,29,4,0,1,0,1,2,0,0,0,0,0,0,12
MILWAUKEE ,VILLAGE OF WEST MILWAUKEE,"VILLAGE OF WEST MILWAUKEE Ward 3-4,6",Original,852,278,517,4,21,12,2,0,0,6,0,0,0,0,0,0,0,12
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Wards 1-2,Original,1407,486,803,8,72,7,0,0,0,0,0,0,0,0,0,0,0,31
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Wards 3-4,Original,1340,426,802,1,65,11,0,0,0,0,0,0,0,0,0,0,0,35
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Wards 5-6,Original,1460,474,890,0,40,9,0,0,0,14,0,0,0,0,0,0,0,33
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Ward 7,Original,772,218,500,4,34,7,0,0,0,2,0,0,0,0,0,0,0,7
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,"VILLAGE OF WHITEFISH BAY Wards 8,10",Original,1678,472,1080,5,53,11,0,1,0,5,0,0,0,0,0,0,0,51
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,"VILLAGE OF WHITEFISH BAY Wards 9,11",Original,1403,324,965,5,54,21,0,0,0,17,0,0,0,0,0,0,0,17
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Ward 12,Original,918,260,603,1,24,7,1,0,0,1,0,0,0,0,0,0,0,21
MILWAUKEE ,CITY OF CUDAHY,CITY OF CUDAHY Ward 1-3,Original,1931,755,1070,6,46,31,1,1,0,2,0,0,0,0,0,0,0,19
MILWAUKEE ,CITY OF CUDAHY,CITY OF CUDAHY Ward 4-6,Original,1704,739,857,2,60,21,0,0,0,10,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF CUDAHY,CITY OF CUDAHY Ward 7-9,Original,1501,634,767,6,58,21,1,1,0,6,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF CUDAHY,CITY OF CUDAHY Wards 10-12,Original,1778,854,791,11,68,19,1,1,0,0,0,0,0,0,0,0,0,33
MILWAUKEE ,CITY OF CUDAHY,CITY OF CUDAHY Wards 13-15,Original,2110,958,1029,7,76,17,1,0,0,7,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 1,Original,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 2,Original,1300,734,482,2,53,11,1,0,0,4,0,0,0,0,0,0,0,13
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 3,Original,1474,761,647,2,38,5,3,0,0,4,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 4,Original,731,435,258,3,24,4,1,0,0,1,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 5,Original,596,342,223,5,17,0,0,0,0,3,1,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 6,Original,940,506,390,3,17,6,0,0,0,3,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 7,Original,1323,719,526,1,49,7,0,0,0,11,0,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 8,Original,794,339,415,1,18,9,2,1,0,0,0,0,0,0,0,0,0,9
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 9,Original,852,380,420,3,27,4,0,0,0,3,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 10,Original,389,182,181,1,14,1,0,0,0,0,0,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 11,Original,1076,581,430,1,33,9,3,0,0,1,0,0,0,0,0,0,0,18
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 12,Original,731,414,278,5,18,10,0,1,0,2,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 13,Original,1027,571,394,4,34,4,0,0,0,3,0,0,0,0,0,0,0,17
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 14,Original,925,503,359,3,38,6,0,0,0,6,0,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 15A,Original,540,317,186,2,20,6,0,0,0,3,0,0,0,0,0,0,0,6
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 15B,Original,354,189,152,1,8,0,0,0,0,1,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 16,Original,1126,632,424,3,44,8,1,0,0,3,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 17,Original,666,329,298,5,21,3,0,0,0,1,0,0,0,0,0,0,0,9
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 18,Original,418,233,160,2,13,0,0,0,0,0,0,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 19,Original,1196,671,455,1,44,5,0,1,0,2,0,0,0,0,0,0,0,17
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 20,Original,623,276,311,0,26,3,0,0,0,2,0,0,0,0,0,0,0,5
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 21,Original,291,119,154,0,12,2,0,0,0,1,0,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 22B,Original,620,340,232,3,28,3,0,1,0,2,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF FRANKLIN,CITY OF FRANKLIN Ward 22A,Original,646,345,271,6,15,4,1,0,0,2,0,0,0,0,0,0,0,2
