County,,,Muni,HINDI,ward,Voter Count,
DANE COUNTY,,,CITY OF STOUGHTON - DANE COUNTY,13281,City of Stoughton - Ward 8,1125,
DANE COUNTY,,,CITY OF STOUGHTON - DANE COUNTY,13281,City of Stoughton - Ward 9,1,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 1,896,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 10,905,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 11,989,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 12,1145,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 13,1414,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 14,420,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 15,1042,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 16,920,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 17,1205,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 18,710,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 19,993,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 2,1235,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 3,1201,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 4,897,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 5,1003,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 6,1138,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 7,1126,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 8,1158,
DANE COUNTY,,,CITY OF SUN PRAIRIE - DANE COUNTY,13282,City of Sun Prairie - Ward 9,1376,
DANE COUNTY,,,CITY OF VERONA - DANE COUNTY,13286,City of Verona - Ward 1,880,
DANE COUNTY,,,CITY OF VERONA - DANE COUNTY,13286,City of Verona - Ward 2,1162,
DANE COUNTY,,,CITY OF VERONA - DANE COUNTY,13286,City of Verona - Ward 3,602,
DANE COUNTY,,,CITY OF VERONA - DANE COUNTY,13286,City of Verona - Ward 4,950,
DANE COUNTY,,,CITY OF VERONA - DANE COUNTY,13286,City of Verona - Ward 5,603,
DANE COUNTY,,,CITY OF VERONA - DANE COUNTY,13286,City of Verona - Ward 6,1223,
DANE COUNTY,,,CITY OF VERONA - DANE COUNTY,13286,City of Verona - Ward 7,1154,
DANE COUNTY,,,CITY OF VERONA - DANE COUNTY,13286,City of Verona - Ward 8,1164,
DANE COUNTY,,,CITY OF VERONA - DANE COUNTY,13286,City Of Verona - Ward 9,1101,
DODGE COUNTY,,,TOWN OF ASHIPPUN - DODGE COUNTY,14002,Town of Ashippun - Ward 1,430,
DODGE COUNTY,,,TOWN OF ASHIPPUN - DODGE COUNTY,14002,Town of Ashippun - Ward 2,671,
DODGE COUNTY,,,TOWN OF ASHIPPUN - DODGE COUNTY,14002,Town of Ashippun - Ward 3,411,
DODGE COUNTY,,,TOWN OF ASHIPPUN - DODGE COUNTY,14002,Town Of Ashippun - Ward 4,242,
DODGE COUNTY,,,TOWN OF BEAVER DAM - DODGE COUNTY,14004,Town of Beaver Dam - Ward 1,569,
DODGE COUNTY,,,TOWN OF BEAVER DAM - DODGE COUNTY,14004,Town of Beaver Dam - Ward 2,262,
DODGE COUNTY,,,TOWN OF BEAVER DAM - DODGE COUNTY,14004,Town of Beaver Dam - Ward 3,218,
DODGE COUNTY,,,TOWN OF BEAVER DAM - DODGE COUNTY,14004,Town of Beaver Dam - Ward 4,397,
DODGE COUNTY,,,TOWN OF BEAVER DAM - DODGE COUNTY,14004,Town of Beaver Dam - Ward 5,608,
DODGE COUNTY,,,TOWN OF BEAVER DAM - DODGE COUNTY,14004,Town Of Beaver Dam - Ward 6,475,
DODGE COUNTY,,,TOWN OF BEAVER DAM - DODGE COUNTY,14004,Town Of Beaver Dam - Ward 7,4,
DODGE COUNTY,,,TOWN OF BEAVER DAM - DODGE COUNTY,14004,Town Of Beaver Dam - Ward 9,4,
DODGE COUNTY,,,TOWN OF BURNETT - DODGE COUNTY,14006,Town of Burnett - Ward 1,491,
DODGE COUNTY,,,TOWN OF BURNETT - DODGE COUNTY,14006,Town of Burnett - Ward 2,150,
DODGE COUNTY,,,TOWN OF CALAMUS - DODGE COUNTY,14008,Town of Calamus - Ward 1,507,
DODGE COUNTY,,,TOWN OF CALAMUS - DODGE COUNTY,14008,Town of Calamus - Ward 2,129,
DODGE COUNTY,,,TOWN OF CHESTER - DODGE COUNTY,14010,Town of Chester - Ward 1,215,
DODGE COUNTY,,,TOWN OF CHESTER - DODGE COUNTY,14010,Town of Chester - Ward 2,251,
DODGE COUNTY,,,TOWN OF CLYMAN - DODGE COUNTY,14012,Town of Clyman - Ward 1,485,
DODGE COUNTY,,,TOWN OF ELBA - DODGE COUNTY,14014,Town of Elba - Ward 1,717,
DODGE COUNTY,,,TOWN OF EMMET - DODGE COUNTY,14016,Town of Emmet - Ward 1,216,
DODGE COUNTY,,,TOWN OF EMMET - DODGE COUNTY,14016,Town of Emmet - Ward 2,692,
DODGE COUNTY,,,TOWN OF FOX LAKE - DODGE COUNTY,14018,Town of Fox Lake - Ward 1,140,
DODGE COUNTY,,,TOWN OF FOX LAKE - DODGE COUNTY,14018,Town of Fox Lake - Ward 2,509,
DODGE COUNTY,,,TOWN OF FOX LAKE - DODGE COUNTY,14018,Town of Fox Lake - Ward 3,6,
DODGE COUNTY,,,TOWN OF FOX LAKE - DODGE COUNTY,14018,Town of Fox Lake - Ward 4,190,
DODGE COUNTY,,,TOWN OF HERMAN - DODGE COUNTY,14020,Town of Herman - Ward 1,468,
DODGE COUNTY,,,TOWN OF HERMAN - DODGE COUNTY,14020,Town of Herman - Ward 2,320,
DODGE COUNTY,,,TOWN OF HUBBARD - DODGE COUNTY,14022,Town of Hubbard - Ward 1,448,
DODGE COUNTY,,,TOWN OF HUBBARD - DODGE COUNTY,14022,Town of Hubbard - Ward 2,409,
DODGE COUNTY,,,TOWN OF HUBBARD - DODGE COUNTY,14022,Town of Hubbard - Ward 3,235,
DODGE COUNTY,,,TOWN OF HUBBARD - DODGE COUNTY,14022,Town Of Hubbard - Ward 4,167,
DODGE COUNTY,,,TOWN OF HUSTISFORD - DODGE COUNTY,14024,Town of Hustisford - Ward 1,644,
DODGE COUNTY,,,TOWN OF HUSTISFORD - DODGE COUNTY,14024,Town of Hustisford - Ward 2,355,
DODGE COUNTY,,,TOWN OF LEBANON - DODGE COUNTY,14026,Town of Lebanon - Ward 1,537,
DODGE COUNTY,,,TOWN OF LEBANON - DODGE COUNTY,14026,Town of Lebanon - Ward 2,499,
DODGE COUNTY,,,TOWN OF LEROY - DODGE COUNTY,14028,Town of Leroy - Ward 1,307,
DODGE COUNTY,,,TOWN OF LEROY - DODGE COUNTY,14028,Town of Leroy - Ward 2,329,
DODGE COUNTY,,,TOWN OF LOMIRA - DODGE COUNTY,14030,Town of Lomira - Ward 1,533,
DODGE COUNTY,,,TOWN OF LOMIRA - DODGE COUNTY,14030,Town of Lomira - Ward 2,187,
DODGE COUNTY,,,TOWN OF LOMIRA - DODGE COUNTY,14030,Town Of Lomira - Ward 3,2,
DODGE COUNTY,,,TOWN OF LOWELL - DODGE COUNTY,14032,Town of Lowell - Ward 1,257,
DODGE COUNTY,,,TOWN OF LOWELL - DODGE COUNTY,14032,Town of Lowell - Ward 2,65,
DODGE COUNTY,,,TOWN OF LOWELL - DODGE COUNTY,14032,Town Of Lowell - Ward 3,116,
DODGE COUNTY,,,TOWN OF LOWELL - DODGE COUNTY,14032,Town Of Lowell - Ward 4,238,
DODGE COUNTY,,,TOWN OF OAK GROVE - DODGE COUNTY,14034,Town of Oak Grove - Ward 1,453,
DODGE COUNTY,,,TOWN OF OAK GROVE - DODGE COUNTY,14034,Town of Oak Grove - Ward 2,242,
DODGE COUNTY,,,TOWN OF PORTLAND - DODGE COUNTY,14036,Town of Portland - Ward 1,367,
DODGE COUNTY,,,TOWN OF PORTLAND - DODGE COUNTY,14036,Town of Portland - Ward 2,334,
DODGE COUNTY,,,TOWN OF RUBICON - DODGE COUNTY,14038,Town of Rubicon - Ward 1,687,
DODGE COUNTY,,,TOWN OF RUBICON - DODGE COUNTY,14038,Town of Rubicon - Ward 2,607,
DODGE COUNTY,,,TOWN OF RUBICON - DODGE COUNTY,14038,Town of Rubicon - Ward 3,187,
DODGE COUNTY,,,TOWN OF SHIELDS - DODGE COUNTY,14040,Town of Shields - Ward 1,366,
DODGE COUNTY,,,TOWN OF THERESA - DODGE COUNTY,14042,Town of Theresa - Ward 1,274,
DODGE COUNTY,,,TOWN OF THERESA - DODGE COUNTY,14042,Town of Theresa - Ward 2,414,
DODGE COUNTY,,,TOWN OF TRENTON - DODGE COUNTY,14044,Town of Trenton - Ward 1,369,
DODGE COUNTY,,,TOWN OF TRENTON - DODGE COUNTY,14044,Town of Trenton - Ward 2,439,
DODGE COUNTY,,,TOWN OF WESTFORD - DODGE COUNTY,14046,Town of Westford - Ward 1,613,
DODGE COUNTY,,,TOWN OF WESTFORD - DODGE COUNTY,14046,Town of Westford - Ward 2,234,
DODGE COUNTY,,,TOWN OF WESTFORD - DODGE COUNTY,14046,Town Of Westford - Ward 3,13,
DODGE COUNTY,,,TOWN OF WILLIAMSTOWN - DODGE COUNTY,14048,Town of Williamstown - Ward 1,150,
DODGE COUNTY,,,TOWN OF WILLIAMSTOWN - DODGE COUNTY,14048,Town Of Williamstown - Ward 2,154,
DODGE COUNTY,,,TOWN OF WILLIAMSTOWN - DODGE COUNTY,14048,Town Of Williamstown - Ward 3,202,
DODGE COUNTY,,,VILLAGE OF BROWNSVILLE - DODGE COUNTY,14106,Village of Brownsville - Ward 1,390,
DODGE COUNTY,,,VILLAGE OF CLYMAN - DODGE COUNTY,14111,Village of Clyman - Ward 1,227,
DODGE COUNTY,,,VILLAGE OF HUSTISFORD - DODGE COUNTY,14136,Village of Hustisford - Ward 1,415,
DODGE COUNTY,,,VILLAGE OF HUSTISFORD - DODGE COUNTY,14136,Village of Hustisford - Ward 2,337,
DODGE COUNTY,,,VILLAGE OF IRON RIDGE - DODGE COUNTY,14141,Village of Iron Ridge - Ward 1,626,
DODGE COUNTY,,,VILLAGE OF KEKOSKEE - DODGE COUNTY,14143,Village of Kekoskee - Ward 1,109,
DODGE COUNTY,,,VILLAGE OF LOMIRA - DODGE COUNTY,14146,Village of Lomira - Ward 1,518,
DODGE COUNTY,,,VILLAGE OF LOMIRA - DODGE COUNTY,14146,Village of Lomira - Ward 2,445,
DODGE COUNTY,,,VILLAGE OF LOMIRA - DODGE COUNTY,14146,Village of Lomira - Ward 3,454,
DODGE COUNTY,,,VILLAGE OF LOWELL - DODGE COUNTY,14147,Village of Lowell - Ward 1,189,
DODGE COUNTY,,,VILLAGE OF NEOSHO - DODGE COUNTY,14161,Village of Neosho - Ward 1,372,
DODGE COUNTY,,,VILLAGE OF RANDOLPH - MULTIPLE COUNTIES,14176,Village of Randolph - Ward 1,369,
DODGE COUNTY,,,VILLAGE OF RANDOLPH - MULTIPLE COUNTIES,14176,Village of Randolph - Ward 2,356,
DODGE COUNTY,,,VILLAGE OF RANDOLPH - MULTIPLE COUNTIES,14176,Village of Randolph - Ward 3,272,
DODGE COUNTY,,,VILLAGE OF REESEVILLE - DODGE COUNTY,14177,Village of Reeseville - Ward 1,370,
DODGE COUNTY,,,VILLAGE OF THERESA - DODGE COUNTY,14186,Village of Theresa - Ward 1,308,
DODGE COUNTY,,,VILLAGE OF THERESA - DODGE COUNTY,14186,Village of Theresa - Ward 2,286,
DODGE COUNTY,,,VILLAGE OF THERESA - DODGE COUNTY,14186,Village of Theresa - Ward 3,229,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 1,751,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 10,598,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 11,800,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 12,402,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 13,652,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 14,436,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 2,729,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 3,762,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 4,361,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 5,476,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 6,710,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 7,697,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 8,611,
DODGE COUNTY,,,CITY OF BEAVER DAM - DODGE COUNTY,14206,City of Beaver Dam - Ward 9,865,
DODGE COUNTY,,,CITY OF FOX LAKE - DODGE COUNTY,14226,City of Fox Lake - Ward 1,277,
DODGE COUNTY,,,CITY OF FOX LAKE - DODGE COUNTY,14226,City of Fox Lake - Ward 2,284,
DODGE COUNTY,,,CITY OF FOX LAKE - DODGE COUNTY,14226,City of Fox Lake - Ward 3,302,
DODGE COUNTY,,,CITY OF HORICON - DODGE COUNTY,14236,City of Horicon - Ward 1,482,
DODGE COUNTY,,,CITY OF HORICON - DODGE COUNTY,14236,City of Horicon - Ward 2,225,
DODGE COUNTY,,,CITY OF HORICON - DODGE COUNTY,14236,City of Horicon - Ward 3,333,
DODGE COUNTY,,,CITY OF HORICON - DODGE COUNTY,14236,City of Horicon - Ward 4,412,
DODGE COUNTY,,,CITY OF HORICON - DODGE COUNTY,14236,City of Horicon - Ward 5,354,
DODGE COUNTY,,,CITY OF HORICON - DODGE COUNTY,14236,City of Horicon - Ward 6,346,
DODGE COUNTY,,,CITY OF JUNEAU - DODGE COUNTY,14241,City of Juneau - Ward 1,468,
DODGE COUNTY,,,CITY OF JUNEAU - DODGE COUNTY,14241,City of Juneau - Ward 2,300,
DODGE COUNTY,,,CITY OF JUNEAU - DODGE COUNTY,14241,City of Juneau - Ward 3,533,
DODGE COUNTY,,,CITY OF MAYVILLE - DODGE COUNTY,14251,City of Mayville - Ward 1,429,
DODGE COUNTY,,,CITY OF MAYVILLE - DODGE COUNTY,14251,City of Mayville - Ward 2,525,
DODGE COUNTY,,,CITY OF MAYVILLE - DODGE COUNTY,14251,City of Mayville - Ward 3,396,
DODGE COUNTY,,,CITY OF MAYVILLE - DODGE COUNTY,14251,City of Mayville - Ward 4,267,
DODGE COUNTY,,,CITY OF MAYVILLE - DODGE COUNTY,14251,City of Mayville - Ward 5,506,
DODGE COUNTY,,,CITY OF MAYVILLE - DODGE COUNTY,14251,City of Mayville - Ward 6,387,
DODGE COUNTY,,,CITY OF MAYVILLE - DODGE COUNTY,14251,City of Mayville - Ward 7,589,
DODGE COUNTY,,,CITY OF WAUPUN - MULTIPLE COUNTIES,14292,City of Waupun - Ward 1,698,
DODGE COUNTY,,,CITY OF WAUPUN - MULTIPLE COUNTIES,14292,City of Waupun - Ward 10,431,
DODGE COUNTY,,,CITY OF WAUPUN - MULTIPLE COUNTIES,14292,City of Waupun - Ward 11,412,
DODGE COUNTY,,,CITY OF WAUPUN - MULTIPLE COUNTIES,14292,City of Waupun - Ward 12,449,
DODGE COUNTY,,,CITY OF WAUPUN - MULTIPLE COUNTIES,14292,City of Waupun - Ward 2,589,
DODGE COUNTY,,,CITY OF WAUPUN - MULTIPLE COUNTIES,14292,City of Waupun - Ward 4,404,
DODGE COUNTY,,,CITY OF WAUPUN - MULTIPLE COUNTIES,14292,City of Waupun - Ward 5,491,
DODGE COUNTY,,,CITY OF WAUPUN - MULTIPLE COUNTIES,14292,City of Waupun - Ward 7,440,
DODGE COUNTY,,,CITY OF WAUPUN - MULTIPLE COUNTIES,14292,City of Waupun - Ward 8,345,
DODGE COUNTY,,,CITY OF WAUPUN - MULTIPLE COUNTIES,14292,City of Waupun - Ward 9,929,
DOOR COUNTY,,,TOWN OF BAILEYS HARBOR - DOOR COUNTY,15002,Town of Baileys Harbor - Ward 1,401,
DOOR COUNTY,,,TOWN OF BAILEYS HARBOR - DOOR COUNTY,15002,Town of Baileys Harbor - Ward 2,558,
DOOR COUNTY,,,TOWN OF BRUSSELS - DOOR COUNTY,15004,Town of Brussels - Ward 1,225,
DOOR COUNTY,,,TOWN OF BRUSSELS - DOOR COUNTY,15004,Town of Brussels - Ward 2,445,
DOOR COUNTY,,,TOWN OF CLAY BANKS - DOOR COUNTY,15006,Town of Claybanks - Ward 1,283,
DOOR COUNTY,,,TOWN OF EGG HARBOR - DOOR COUNTY,15008,Town of Egg Harbor - Ward 1,682,
DOOR COUNTY,,,TOWN OF EGG HARBOR - DOOR COUNTY,15008,Town of Egg Harbor - Ward 2,334,
DOOR COUNTY,,,TOWN OF EGG HARBOR - DOOR COUNTY,15008,Town of Egg Harbor - Ward 3,39,
DOOR COUNTY,,,TOWN OF FORESTVILLE - DOOR COUNTY,15010,Town of Forestville - Ward 1,343,
DOOR COUNTY,,,TOWN OF FORESTVILLE - DOOR COUNTY,15010,Town of Forestville - Ward 2,320,
DOOR COUNTY,,,TOWN OF GARDNER - DOOR COUNTY,15012,Town of Gardner - Ward 1,463,
DOOR COUNTY,,,TOWN OF GARDNER - DOOR COUNTY,15012,Town Of Gardner - Ward 2,372,
DOOR COUNTY,,,TOWN OF GIBRALTAR - DOOR COUNTY,15014,Town of Gibraltar - Ward 1,550,
DOOR COUNTY,,,TOWN OF GIBRALTAR - DOOR COUNTY,15014,Town of Gibraltar - Ward 2,393,
DOOR COUNTY,,,TOWN OF JACKSONPORT - DOOR COUNTY,15016,Town of Jacksonport - Ward 1,365,
DOOR COUNTY,,,TOWN OF JACKSONPORT - DOOR COUNTY,15016,Town Of Jacksonport - Ward 2,248,
DOOR COUNTY,,,TOWN OF LIBERTY GROVE - DOOR COUNTY,15018,Town of Liberty Grove - Ward 1,614,
DOOR COUNTY,,,TOWN OF LIBERTY GROVE - DOOR COUNTY,15018,Town of Liberty Grove - Ward 2,413,
DOOR COUNTY,,,TOWN OF LIBERTY GROVE - DOOR COUNTY,15018,Town of Liberty Grove - Ward 3,615,
DOOR COUNTY,,,TOWN OF NASEWAUPEE - DOOR COUNTY,15020,Town of Nasewaupee - Ward 1,639,
DOOR COUNTY,,,TOWN OF NASEWAUPEE - DOOR COUNTY,15020,Town of Nasewaupee - Ward 2,336,
DOOR COUNTY,,,TOWN OF NASEWAUPEE - DOOR COUNTY,15020,Town of Nasewaupee - Ward 3,423,
DOOR COUNTY,,,TOWN OF SEVASTOPOL - DOOR COUNTY,15022,Town of Sevastopol - Ward 1,486,
DOOR COUNTY,,,TOWN OF SEVASTOPOL - DOOR COUNTY,15022,Town of Sevastopol - Ward 2,238,
DOOR COUNTY,,,TOWN OF SEVASTOPOL - DOOR COUNTY,15022,Town of Sevastopol - Ward 3,612,
DOOR COUNTY,,,TOWN OF SEVASTOPOL - DOOR COUNTY,15022,Town Of Sevastopol - Ward 4,261,
DOOR COUNTY,,,TOWN OF SEVASTOPOL - DOOR COUNTY,15022,Town Of Sevastopol - Ward 5,572,
DOOR COUNTY,,,TOWN OF STURGEON BAY - DOOR COUNTY,15024,Town of Sturgeon Bay - Ward 1,302,
DOOR COUNTY,,,TOWN OF STURGEON BAY - DOOR COUNTY,15024,Town of Sturgeon Bay - Ward 2,285,
DOOR COUNTY,,,TOWN OF UNION - DOOR COUNTY,15026,Town of Union - Ward 1,701,
DOOR COUNTY,,,TOWN OF WASHINGTON - DOOR COUNTY,15028,Town of Washington - Ward 1,677,
DOOR COUNTY,,,VILLAGE OF EGG HARBOR - DOOR COUNTY,15118,Village of Egg Harbor - Ward 1,235,
DOOR COUNTY,,,VILLAGE OF EPHRAIM - DOOR COUNTY,15121,Village of Ephraim - Ward 1,291,
DOOR COUNTY,,,VILLAGE OF FORESTVILLE - DOOR COUNTY,15127,Village of Forestville - Ward 1,277,
DOOR COUNTY,,,VILLAGE OF SISTER BAY - DOOR COUNTY,15181,Village of Sister Bay - Ward 1,796,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 1,338,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 10,338,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 11,394,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 12,333,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 13,374,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 14,391,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 15,17,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 16,51,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 18,9,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 19,72,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 2,356,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 20,91,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 23,8,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 25,1,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 26,2,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 27,43,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 3,477,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 4,433,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 5,703,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 6,265,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 7,169,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 8,472,
DOOR COUNTY,,,CITY OF STURGEON BAY - DOOR COUNTY,15281,City of Sturgeon Bay - Ward 9,396,
DOUGLAS COUNTY,,,TOWN OF AMNICON - DOUGLAS COUNTY,16002,Town of Amnicon - Ward 1,318,
DOUGLAS COUNTY,,,TOWN OF AMNICON - DOUGLAS COUNTY,16002,Town of Amnicon - Ward 2,467,
DOUGLAS COUNTY,,,TOWN OF BENNETT - DOUGLAS COUNTY,16004,Town of Bennett - Ward 1,444,
DOUGLAS COUNTY,,,TOWN OF BRULE - DOUGLAS COUNTY,16006,Town of Brule - Ward 1,197,
DOUGLAS COUNTY,,,TOWN OF BRULE - DOUGLAS COUNTY,16006,Town Of Brule - Ward 2,280,
DOUGLAS COUNTY,,,TOWN OF CLOVERLAND - DOUGLAS COUNTY,16008,Town of Cloverland - Ward 1,165,
DOUGLAS COUNTY,,,TOWN OF DAIRYLAND - DOUGLAS COUNTY,16010,Town of Dairyland - Ward 1,147,
DOUGLAS COUNTY,,,TOWN OF GORDON - DOUGLAS COUNTY,16012,Town of Gordon - Ward 1,564,
DOUGLAS COUNTY,,,TOWN OF HAWTHORNE - DOUGLAS COUNTY,16014,Town of Hawthorne - Ward 1,466,
DOUGLAS COUNTY,,,TOWN OF HAWTHORNE - DOUGLAS COUNTY,16014,Town of Hawthorne - Ward 2,229,
DOUGLAS COUNTY,,,TOWN OF HIGHLAND - DOUGLAS COUNTY,16016,Town of Highland - Ward 1,251,
DOUGLAS COUNTY,,,TOWN OF LAKESIDE - DOUGLAS COUNTY,16018,Town of Lakeside - Ward 1,492,
DOUGLAS COUNTY,,,TOWN OF MAPLE - DOUGLAS COUNTY,16020,Town of Maple - Ward 1,491,
DOUGLAS COUNTY,,,TOWN OF OAKLAND - DOUGLAS COUNTY,16022,Town of Oakland - Ward 1,393,
DOUGLAS COUNTY,,,TOWN OF OAKLAND - DOUGLAS COUNTY,16022,Town of Oakland - Ward 2,432,
DOUGLAS COUNTY,,,TOWN OF PARKLAND - DOUGLAS COUNTY,16024,Town of Parkland - Ward 1,457,
DOUGLAS COUNTY,,,TOWN OF PARKLAND - DOUGLAS COUNTY,16024,Town of Parkland - Ward 2,408,
DOUGLAS COUNTY,,,TOWN OF SOLON SPRINGS - DOUGLAS COUNTY,16026,Town of Solon Springs - Ward 1,151,
DOUGLAS COUNTY,,,TOWN OF SOLON SPRINGS - DOUGLAS COUNTY,16026,Town Of Solon Springs - Ward 2,351,
DOUGLAS COUNTY,,,TOWN OF SOLON SPRINGS - DOUGLAS COUNTY,16026,Town Of Solon Springs - Ward 3,240,
DOUGLAS COUNTY,,,TOWN OF SUMMIT - DOUGLAS COUNTY,16028,Town of Summit - Ward 1,639,
DOUGLAS COUNTY,,,TOWN OF SUMMIT - DOUGLAS COUNTY,16028,Town of Summit - Ward 2,99,
DOUGLAS COUNTY,,,TOWN OF SUPERIOR - DOUGLAS COUNTY,16030,Town of Superior - Ward 1,887,
DOUGLAS COUNTY,,,TOWN OF SUPERIOR - DOUGLAS COUNTY,16030,Town of Superior - Ward 2,713,
DOUGLAS COUNTY,,,TOWN OF WASCOTT - DOUGLAS COUNTY,16032,Town of Wascott - Ward 1,628,
DOUGLAS COUNTY,,,VILLAGE OF LAKE NEBAGAMON - DOUGLAS COUNTY,16146,Village of Lake Nebagamon - Ward 1,510,
DOUGLAS COUNTY,,,VILLAGE OF LAKE NEBAGAMON - DOUGLAS COUNTY,16146,Village of Lake Nebagamon - Ward 2,310,
DOUGLAS COUNTY,,,VILLAGE OF OLIVER - DOUGLAS COUNTY,16165,Village of Oliver - Ward 1,317,
DOUGLAS COUNTY,,,VILLAGE OF POPLAR - DOUGLAS COUNTY,16171,Village of Poplar - Ward 1,430,
