"","muni_county","county","municipality","registrants","late_registrants","edrs","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","absentee_issued","absentee_undeliverable","counted_absent","rejected_absent","fwab_counted","fwab_rejected","military_issued","military_undeliverable","military_counted","military_rejected","overseas_issued","overseas_undeliverable","overseas_counted","overseas_rejected","total_ballots_2008"
"506","TOWN OF DEWEY RUSK","RUSK","TOWN OF DEWEY",333,2,39,323,323,223,0,100,33,0,30,0,0,0,0,0,0,0,0,0,0,0,323
"507","TOWN OF DEWHURST CLARK","CLARK","TOWN OF DEWHURST",184,0,25,183,183,127,126,0,15,14,14,0,0,0,0,0,0,0,0,0,0,0,183
"508","TOWN OF DEXTER WOOD","WOOD","TOWN OF DEXTER",216,3,23,212,212,0,221,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,212
"509","TOWN OF DIAMOND BLUFF PIERCE","PIERCE","TOWN OF DIAMOND BLUFF",243,0,81,286,286,108,0,178,9,0,9,0,0,0,0,0,0,0,0,0,0,0,286
"510","TOWN OF DODGE TREMPEALEAU","TREMPEALEAU","TOWN OF DODGE",213,6,58,247,247,82,0,165,18,0,17,0,0,0,1,0,0,0,0,0,0,0,247
"511","TOWN OF DODGEVILLE IOWA","IOWA","TOWN OF DODGEVILLE",884,17,130,941,941,417,0,524,172,0,169,1,1,0,2,0,2,0,0,0,0,0,941
"512","TOWN OF DOTY OCONTO","OCONTO","TOWN OF DOTY",213,6,18,190,190,53,0,157,34,0,31,1,0,0,1,0,1,0,0,0,0,0,190
"513","TOWN OF DOUGLAS MARQUETTE","MARQUETTE","TOWN OF DOUGLAS",425,6,92,459,460,41,0,418,33,0,30,0,0,0,0,0,0,0,0,0,0,0,459
"514","TOWN OF DOVER BUFFALO","BUFFALO","TOWN OF DOVER",259,0,20,233,233,157,0,76,13,0,13,0,0,0,1,0,1,0,0,0,0,0,233
"515","TOWN OF DOVER RACINE","RACINE","TOWN OF DOVER",2061,39,281,1988,1988,1801,0,187,465,0,459,0,0,0,0,0,0,0,0,0,0,0,1988
"516","TOWN OF DOVRE BARRON","BARRON","TOWN OF DOVRE",342,8,90,394,394,0,248,146,23,0,23,2,0,0,0,0,0,0,0,0,0,0,394
"517","TOWN OF DOYLE BARRON","BARRON","TOWN OF DOYLE",284,7,40,279,279,1,181,97,23,0,23,0,0,0,0,0,0,0,0,0,0,0,279
"518","TOWN OF DRAMMEN EAU CLAIRE","EAU CLAIRE","TOWN OF DRAMMEN",375,8,91,436,437,0,350,86,28,0,28,3,2,2,0,0,0,0,0,0,0,0,436
"519","TOWN OF DRAPER SAWYER","SAWYER","TOWN OF DRAPER",154,2,1,132,132,44,88,0,12,0,11,1,0,0,0,0,0,0,0,0,0,0,132
"520","TOWN OF DRUMMOND BAYFIELD","BAYFIELD","TOWN OF DRUMMOND",344,3,55,345,345,345,0,0,44,0,44,0,1,0,0,0,0,0,0,0,0,0,345
"521","TOWN OF DUNBAR MARINETTE","MARINETTE","TOWN OF DUNBAR",687,3,224,709,709,226,0,483,54,0,41,3,0,0,0,0,0,0,0,0,0,0,709
"522","TOWN OF DUNKIRK DANE","DANE","TOWN OF DUNKIRK",1113,35,184,1216,1216,0,1216,2,132,0,130,0,2,0,2,0,1,0,2,0,0,0,1216
"523","TOWN OF DUNN DANE","DANE","TOWN OF DUNN",3554,74,233,3195,3195,0,3195,0,961,0,954,1,11,0,2,0,1,0,0,0,0,0,3195
"524","TOWN OF DUNN DUNN","DUNN","TOWN OF DUNN",760,6,131,761,761,0,505,256,52,0,49,0,1,0,4,4,0,0,0,0,0,0,761
"525","TOWN OF DUPONT WAUPACA","WAUPACA","TOWN OF DUPONT",355,0,42,306,306,41,0,265,24,0,23,0,0,0,0,0,0,0,0,0,0,0,306
"526","TOWN OF DURAND PEPIN","PEPIN","TOWN OF DURAND",363,0,45,363,363,45,0,318,28,0,0,0,0,0,0,0,0,0,0,0,0,0,363
"527","TOWN OF EAGLE POINT CHIPPEWA","CHIPPEWA","TOWN OF EAGLE POINT",1791,20,283,1829,1829,0,1829,0,340,0,322,7,0,3,3,0,2,0,0,0,0,0,1829
"528","TOWN OF EAGLE RICHLAND","RICHLAND","TOWN OF EAGLE",262,3,48,238,238,93,0,145,23,0,23,0,0,0,0,0,0,0,0,0,0,0,238
"529","TOWN OF EAGLE WAUKESHA","WAUKESHA","TOWN OF EAGLE",1896,94,260,2030,2030,0,1868,162,492,1,399,2,1,1,3,0,3,0,0,0,0,0,2030
"530","TOWN OF EAST TROY WALWORTH","WALWORTH","TOWN OF EAST TROY",3077,102,224,2487,2487,0,2487,0,898,0,878,1,5,0,4,0,3,0,4,0,0,0,2487
"531","TOWN OF EASTMAN CRAWFORD","CRAWFORD","TOWN OF EASTMAN",357,2,69,368,368,83,0,285,19,0,19,0,0,0,0,0,0,0,0,0,0,0,368
"532","TOWN OF EASTON ADAMS","ADAMS","TOWN OF EASTON",440,0,119,479,479,236,243,0,18,0,18,1,0,0,0,0,0,0,0,0,0,0,479
"533","TOWN OF EASTON MARATHON","MARATHON","TOWN OF EASTON",555,4,142,642,642,0,0,642,40,0,39,0,1,0,1,0,1,0,0,0,0,0,642
"534","TOWN OF EATON BROWN","BROWN","TOWN OF EATON",812,22,164,877,877,877,0,0,63,63,0,0,0,0,1,1,0,0,0,0,0,0,877
"535","TOWN OF EATON CLARK","CLARK","TOWN OF EATON",291,0,18,241,241,149,0,92,8,0,8,0,0,0,0,0,0,0,0,0,0,0,241
"536","TOWN OF EATON MANITOWOC","MANITOWOC","TOWN OF EATON",518,1,67,455,456,455,0,0,26,0,25,0,0,0,0,0,0,0,0,0,0,0,455
"537","TOWN OF EAU GALLE DUNN","DUNN","TOWN OF EAU GALLE",420,8,86,452,452,23,429,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,452
"538","TOWN OF EAU GALLE ST. CROIX","ST. CROIX","TOWN OF EAU GALLE",578,0,146,653,653,0,653,0,48,0,33,10,2,2,0,0,0,0,0,0,0,0,653
"539","TOWN OF EAU PLEINE MARATHON","MARATHON","TOWN OF EAU PLEINE",411,2,50,386,386,0,0,386,38,0,36,0,1,0,0,0,0,0,0,0,0,0,386
"540","TOWN OF EAU PLEINE PORTAGE","PORTAGE","TOWN OF EAU PLEINE",561,3,66,512,512,510,0,2,32,0,32,1,0,0,0,0,0,0,0,0,0,0,512
"541","TOWN OF EDEN FOND DU LAC","FOND DU LAC","TOWN OF EDEN",577,4,91,610,610,0,610,0,47,0,44,0,0,0,3,0,2,0,0,0,0,0,610
"542","TOWN OF EDEN IOWA","IOWA","TOWN OF EDEN",195,0,34,199,199,99,0,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,199
"543","TOWN OF EDGEWATER SAWYER","SAWYER","TOWN OF EDGEWATER",337,1,68,354,352,0,0,138,33,0,33,1,0,0,0,0,0,0,0,0,0,0,354
"544","TOWN OF EDSON CHIPPEWA","CHIPPEWA","TOWN OF EDSON",420,0,78,387,386,0,387,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,387
"545","TOWN OF EGG HARBOR DOOR","DOOR","TOWN OF EGG HARBOR",1204,32,80,923,923,0,920,3,143,0,142,142,0,0,1,0,1,1,2,0,2,2,923
"546","TOWN OF EILEEN BAYFIELD","BAYFIELD","TOWN OF EILEEN",387,7,71,427,427,358,0,69,42,0,39,0,0,0,1,0,1,0,0,0,0,0,427
"547","TOWN OF EISENSTEIN PRICE","PRICE","TOWN OF EISENSTEIN",401,5,53,418,418,418,0,0,31,0,30,0,0,0,0,0,0,0,0,0,0,0,418
"548","TOWN OF EL PASO PIERCE","PIERCE","TOWN OF EL PASO",390,8,63,375,375,0,169,0,18,0,15,2,0,0,3,0,1,0,3,0,1,0,375
"549","TOWN OF ELBA DODGE","DODGE","TOWN OF ELBA",587,5,110,601,601,0,578,23,55,0,52,0,0,0,3,0,1,0,2,0,2,0,601
"550","TOWN OF ELCHO LANGLADE","LANGLADE","TOWN OF ELCHO",771,8,104,753,753,293,0,460,97,0,92,0,0,0,1,0,1,0,1,0,0,0,753
"551","TOWN OF ELDERON MARATHON","MARATHON","TOWN OF ELDERON",77,3,21,86,86,0,77,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,86
"552","TOWN OF ELDORADO FOND DU LAC","FOND DU LAC","TOWN OF ELDORADO",781,15,133,804,804,0,804,0,79,0,74,1,0,0,0,0,0,0,0,0,0,0,804
"553","TOWN OF ELK GROVE LAFAYETTE","LAFAYETTE","TOWN OF ELK GROVE",246,0,32,208,208,84,0,124,16,0,15,1,0,0,1,0,1,0,0,0,0,0,208
"554","TOWN OF ELK MOUND DUNN","DUNN","TOWN OF ELK MOUND",772,10,222,816,815,0,509,307,52,0,45,1,1,0,1,0,0,0,0,0,0,0,816
"555","TOWN OF ELK PRICE","PRICE","TOWN OF ELK",704,21,52,675,675,675,0,0,95,0,95,0,1,0,1,0,1,0,0,0,0,0,675
"556","TOWN OF ELLENBORO GRANT","GRANT","TOWN OF ELLENBORO",252,3,49,249,249,131,0,118,13,11,11,0,0,0,1,0,0,0,0,0,0,0,249
"557","TOWN OF ELLINGTON OUTAGAMIE","OUTAGAMIE","TOWN OF ELLINGTON",1509,35,231,1488,1488,2,1268,218,181,0,178,0,0,0,5,0,4,0,3,1,2,0,1488
"558","TOWN OF ELLSWORTH PIERCE","PIERCE","TOWN OF ELLSWORTH",690,8,101,665,665,0,526,139,47,0,46,0,1,0,1,0,1,0,0,0,0,0,665
"559","TOWN OF EMERALD ST. CROIX","ST. CROIX","TOWN OF EMERALD",401,3,69,390,390,0,252,132,16,0,14,0,0,0,1,0,1,0,0,0,0,0,390
"560","TOWN OF EMERY PRICE","PRICE","TOWN OF EMERY",190,2,13,171,171,171,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,171
"561","TOWN OF EMMET DODGE","DODGE","TOWN OF EMMET",669,24,123,719,719,719,0,0,72,1,68,3,0,0,0,0,0,0,0,0,0,0,719
"562","TOWN OF EMMET MARATHON","MARATHON","TOWN OF EMMET",504,6,65,498,498,498,0,0,38,0,36,0,0,0,0,0,0,0,0,0,0,0,498
"563","TOWN OF EMPIRE FOND DU LAC","FOND DU LAC","TOWN OF EMPIRE",1670,14,227,1767,1767,0,1767,0,209,0,204,0,2,0,3,0,3,0,0,0,0,0,1767
"564","TOWN OF ENTERPRISE ONEIDA","ONEIDA","TOWN OF ENTERPRISE",233,7,18,222,222,186,0,36,37,0,37,1,1,1,0,0,0,0,0,0,0,0,222
"565","TOWN OF ERIN PRAIRIE ST. CROIX","ST. CROIX","TOWN OF ERIN PRAIRIE",354,10,78,390,390,0,387,1,32,0,32,0,0,0,6,0,6,0,0,0,0,0,390
"566","TOWN OF ERIN WASHINGTON","WASHINGTON","TOWN OF ERIN",2374,102,305,2457,2457,0,2457,0,630,1,612,3,7,0,0,0,0,0,0,0,0,0,2457
"567","TOWN OF ESTELLA CHIPPEWA","CHIPPEWA","TOWN OF ESTELLA",247,3,29,223,223,0,223,0,13,0,11,0,0,0,2,0,0,0,0,0,0,0,223
"568","TOWN OF ETTRICK TREMPEALEAU","TREMPEALEAU","TOWN OF ETTRICK",774,42,43,690,690,339,0,351,44,0,42,0,0,0,0,0,0,0,0,0,0,0,690
"569","TOWN OF EUREKA POLK","POLK","TOWN OF EUREKA",904,2,179,869,867,660,0,207,62,0,59,1,0,0,2,0,1,0,0,0,0,0,869
"570","TOWN OF EVERGREEN LANGLADE","LANGLADE","TOWN OF EVERGREEN",330,0,20,276,276,144,0,127,20,0,20,0,0,0,0,0,0,0,0,0,0,0,276
"571","TOWN OF EVERGREEN WASHBURN","WASHBURN","TOWN OF EVERGREEN",631,17,117,639,639,432,0,207,66,0,65,0,0,0,0,0,0,0,0,0,0,0,639
"572","TOWN OF EXCELSIOR SAUK","SAUK","TOWN OF EXCELSIOR",883,7,211,900,900,0,896,4,99,0,99,1,3,1,1,0,1,1,0,0,0,0,900
"573","TOWN OF EXETER GREEN","GREEN","TOWN OF EXETER",912,108,207,1085,1085,0,1085,0,433,1,430,2,1,0,1,0,1,0,0,0,0,0,1085
"574","TOWN OF FAIRBANKS SHAWANO","SHAWANO","TOWN OF FAIRBANKS",329,3,58,321,321,210,0,111,15,0,15,0,0,0,0,0,0,0,0,0,0,0,321
"575","TOWN OF FAIRCHILD EAU CLAIRE","EAU CLAIRE","TOWN OF FAIRCHILD",140,4,21,144,144,0,100,44,12,0,9,0,0,0,2,0,1,0,0,0,0,0,144
"576","TOWN OF FAIRFIELD SAUK","SAUK","TOWN OF FAIRFIELD",699,2,64,650,647,0,638,9,43,0,42,0,1,0,1,0,0,0,0,0,0,0,650
"577","TOWN OF FARMINGTON JEFFERSON","JEFFERSON","TOWN OF FARMINGTON",1138,10,99,837,837,0,837,0,63,61,61,0,0,0,0,0,0,0,0,0,0,0,837
"578","TOWN OF FARMINGTON LA CROSSE","LA CROSSE","TOWN OF FARMINGTON",894,15,245,1027,1027,0,1027,0,67,0,66,5,1,0,1,0,1,0,0,0,0,0,1027
"579","TOWN OF FARMINGTON POLK","POLK","TOWN OF FARMINGTON",940,11,239,979,980,0,776,203,65,0,56,0,1,0,0,0,0,0,0,0,0,0,979
"580","TOWN OF FARMINGTON WASHINGTON","WASHINGTON","TOWN OF FARMINGTON",1876,24,449,2149,2149,0,2145,4,279,1,268,0,1,0,3,0,2,0,3,0,2,0,2149
"581","TOWN OF FARMINGTON WAUPACA","WAUPACA","TOWN OF FARMINGTON",2178,121,238,2064,2065,1531,0,534,681,0,662,6,3,0,3,0,3,0,0,0,0,0,2064
"582","TOWN OF FAYETTE LAFAYETTE","LAFAYETTE","TOWN OF FAYETTE",180,0,37,189,189,67,0,122,10,0,10,0,0,0,3,0,3,0,0,0,0,0,189
"583","TOWN OF FENCE FLORENCE","FLORENCE","TOWN OF FENCE",151,0,13,136,136,78,0,58,8,0,8,0,0,0,0,0,0,0,0,0,0,0,136
"584","TOWN OF FENNIMORE GRANT","GRANT","TOWN OF FENNIMORE",227,0,35,222,222,108,0,114,9,0,9,0,0,0,0,0,0,0,0,0,0,0,222
"585","TOWN OF FERN FLORENCE","FLORENCE","TOWN OF FERN",137,1,2,110,110,21,89,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,110
"586","TOWN OF FIFIELD PRICE","PRICE","TOWN OF FIFIELD",638,3,70,602,601,602,0,0,111,0,102,0,0,0,0,0,0,0,0,0,0,0,602
"587","TOWN OF FINLEY JUNEAU","JUNEAU","TOWN OF FINLEY",50,0,7,46,46,8,0,38,7,0,7,0,0,0,0,0,0,0,0,0,0,0,46
"588","TOWN OF FLAMBEAU PRICE","PRICE","TOWN OF FLAMBEAU",283,0,46,289,289,289,0,0,27,0,23,1,0,0,0,0,0,0,0,0,0,0,289
"589","TOWN OF FLAMBEAU RUSK","RUSK","TOWN OF FLAMBEAU",588,4,59,524,524,355,0,169,38,0,36,2,1,0,0,0,0,0,0,0,0,0,524
"590","TOWN OF FLORENCE FLORENCE","FLORENCE","TOWN OF FLORENCE",1634,38,87,1218,1219,787,0,431,234,0,234,1,1,0,0,0,0,0,0,0,0,0,1218
"591","TOWN OF FOND DU LAC FOND DU LAC","FOND DU LAC","TOWN OF FOND DU LAC",1467,39,383,1678,1678,0,1678,0,257,0,245,5,0,0,3,0,2,0,0,0,0,0,1678
"592","TOWN OF FORD TAYLOR","TAYLOR","TOWN OF FORD",156,0,13,137,137,108,0,29,6,0,6,0,0,0,0,0,0,0,0,0,0,0,137
"593","TOWN OF FOREST FOND DU LAC","FOND DU LAC","TOWN OF FOREST",555,0,158,649,649,0,649,0,67,0,64,0,0,0,0,0,0,0,0,0,0,0,649
"594","TOWN OF FOREST RICHLAND","RICHLAND","TOWN OF FOREST",282,2,13,176,176,126,0,50,18,0,18,1,0,0,0,0,0,0,0,0,0,0,176
"595","TOWN OF FOREST ST. CROIX","ST. CROIX","TOWN OF FOREST",242,2,107,316,316,20,0,296,18,0,17,0,1,0,0,0,0,0,0,0,0,0,316
"596","TOWN OF FOREST VERNON","VERNON","TOWN OF FOREST",283,2,39,254,254,107,0,145,13,0,13,0,0,0,0,0,0,0,0,0,0,0,254
"597","TOWN OF FORESTVILLE DOOR","DOOR","TOWN OF FORESTVILLE",763,8,75,617,618,10,607,0,47,0,43,0,2,0,1,0,0,0,0,0,0,0,617
"598","TOWN OF FORT WINNEBAGO COLUMBIA","COLUMBIA","TOWN OF FORT WINNEBAGO",554,5,65,511,511,0,511,0,33,0,33,3,0,0,0,0,0,0,0,0,0,0,511
"599","TOWN OF FOSTER CLARK","CLARK","TOWN OF FOSTER",68,0,8,65,65,8,57,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,65
"600","TOWN OF FOUNTAIN JUNEAU","JUNEAU","TOWN OF FOUNTAIN",335,4,35,286,286,174,0,112,10,0,9,1,1,0,1,0,1,0,0,0,0,0,286
"601","TOWN OF FOUNTAIN PRAIRIE COLUMBIA","COLUMBIA","TOWN OF FOUNTAIN PRAIRIE",495,3,83,509,509,4,505,3,68,0,68,0,1,0,1,0,1,0,0,0,0,0,509
"602","TOWN OF FOX LAKE DODGE","DODGE","TOWN OF FOX LAKE",698,18,76,692,692,0,536,156,96,0,91,0,0,0,0,0,0,0,0,0,0,0,692
"603","TOWN OF FRANKFORT MARATHON","MARATHON","TOWN OF FRANKFORT",340,1,42,317,317,317,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,317
"604","TOWN OF FRANKFORT PEPIN","PEPIN","TOWN OF FRANKFORT",204,2,26,185,185,32,0,153,14,0,14,0,0,0,0,0,0,0,0,0,0,0,185
"605","TOWN OF FRANKLIN JACKSON","JACKSON","TOWN OF FRANKLIN",198,4,24,195,195,31,0,164,18,0,17,0,0,0,0,0,0,0,0,0,0,0,195
"606","TOWN OF FRANKLIN KEWAUNEE","KEWAUNEE","TOWN OF FRANKLIN",592,8,48,558,558,558,0,0,46,0,44,0,0,0,1,0,1,0,0,0,0,0,558
"607","TOWN OF FRANKLIN MANITOWOC","MANITOWOC","TOWN OF FRANKLIN",622,19,140,705,705,174,0,0,64,0,63,0,0,0,1,0,1,0,0,0,0,0,705
"608","TOWN OF FRANKLIN SAUK","SAUK","TOWN OF FRANKLIN",362,5,50,370,370,0,367,3,18,0,18,0,0,0,0,0,0,0,0,0,0,0,370
"609","TOWN OF FRANKLIN VERNON","VERNON","TOWN OF FRANKLIN",485,14,87,524,524,341,0,183,43,2,39,2,0,0,2,0,1,0,0,0,0,0,524
"610","TOWN OF FRANZEN MARATHON","MARATHON","TOWN OF FRANZEN",289,5,67,289,289,0,0,289,22,0,21,1,0,0,2,0,2,0,0,0,0,0,289
"611","TOWN OF FREDONIA OZAUKEE","OZAUKEE","TOWN OF FREDONIA",1474,30,137,1278,1279,0,1269,0,273,0,247,1,1,0,4,0,2,0,1,0,0,0,1278
"612","TOWN OF FREEDOM FOREST","FOREST","TOWN OF FREEDOM",222,3,23,220,220,125,0,95,25,0,24,1,0,0,0,0,0,0,0,0,0,0,220
"613","TOWN OF FREEDOM OUTAGAMIE","OUTAGAMIE","TOWN OF FREEDOM",3454,92,378,3102,3102,0,3100,0,603,0,588,0,0,0,6,0,4,0,4,0,2,0,3102
"614","TOWN OF FREEDOM SAUK","SAUK","TOWN OF FREEDOM",294,1,21,266,266,0,266,0,9,0,9,0,1,0,0,0,0,0,0,0,0,0,266
"615","TOWN OF FREEMAN CRAWFORD","CRAWFORD","TOWN OF FREEMAN",390,6,54,372,372,131,241,0,40,0,40,0,0,0,1,0,1,0,0,0,0,0,372
"616","TOWN OF FREMONT CLARK","CLARK","TOWN OF FREMONT",533,6,65,488,488,349,0,139,28,27,27,1,0,0,0,0,0,0,0,0,0,0,488
"617","TOWN OF FREMONT WAUPACA","WAUPACA","TOWN OF FREMONT",395,7,38,369,369,211,0,158,25,0,24,0,0,0,2,0,1,0,0,0,0,1,369
"618","TOWN OF FRIENDSHIP FOND DU LAC","FOND DU LAC","TOWN OF FRIENDSHIP",1356,24,283,1356,1356,0,1356,0,213,0,206,0,1,0,1,0,1,0,0,0,0,0,1356
"619","TOWN OF FROG CREEK WASHBURN","WASHBURN","TOWN OF FROG CREEK",96,2,11,84,84,7,0,77,9,0,7,0,0,0,0,0,0,0,0,0,0,0,84
"620","TOWN OF FULTON ROCK","ROCK","TOWN OF FULTON",2588,56,128,1963,1963,0,1963,0,706,0,694,2,0,0,3,0,2,0,1,0,0,0,1963
"621","TOWN OF GALE TREMPEALEAU","TREMPEALEAU","TOWN OF GALE",938,10,132,886,886,202,0,684,55,0,53,0,0,0,2,0,2,0,0,0,0,0,886
"622","TOWN OF GARDEN VALLEY JACKSON","JACKSON","TOWN OF GARDEN VALLEY",239,3,20,223,223,71,0,152,14,0,12,0,1,0,1,0,1,0,0,0,0,0,223
"623","TOWN OF GARDNER DOOR","DOOR","TOWN OF GARDNER",1255,2,60,698,698,668,30,0,56,0,56,2,1,0,0,0,0,0,0,0,0,0,698
"624","TOWN OF GARFIELD JACKSON","JACKSON","TOWN OF GARFIELD",280,6,68,300,300,20,0,280,21,0,20,0,0,0,0,0,0,0,0,0,0,0,300
"625","TOWN OF GARFIELD POLK","POLK","TOWN OF GARFIELD",750,24,218,886,874,3,650,224,104,0,79,15,1,0,3,0,1,1,0,0,0,0,886
"626","TOWN OF GENESEE WAUKESHA","WAUKESHA","TOWN OF GENESEE",5719,148,372,4888,4888,0,4884,4,1610,0,1586,2,3,0,9,0,8,0,4,0,4,0,4888
"627","TOWN OF GENEVA WALWORTH","WALWORTH","TOWN OF GENEVA",2864,176,232,2460,2460,4,2456,0,1335,0,1298,13,3,0,1,0,1,0,0,0,0,0,2460
"628","TOWN OF GENOA VERNON","VERNON","TOWN OF GENOA",353,1,96,401,401,188,0,213,28,0,26,0,0,0,0,0,0,0,0,0,0,0,401
"629","TOWN OF GEORGETOWN POLK","POLK","TOWN OF GEORGETOWN",494,10,147,576,576,128,446,0,39,0,39,0,0,0,2,0,2,0,0,0,0,0,576
"630","TOWN OF GEORGETOWN PRICE","PRICE","TOWN OF GEORGETOWN",106,0,6,93,93,93,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,93
"631","TOWN OF GERMANIA SHAWANO","SHAWANO","TOWN OF GERMANIA",202,1,25,187,187,58,0,129,14,0,12,0,0,0,2,0,0,0,0,0,0,0,187
"632","TOWN OF GERMANTOWN JUNEAU","JUNEAU","TOWN OF GERMANTOWN",1290,24,70,748,748,391,0,0,117,113,113,0,1,0,0,0,0,0,0,0,0,0,748
"633","TOWN OF GERMANTOWN WASHINGTON","WASHINGTON","TOWN OF GERMANTOWN",170,0,15,159,159,0,53,106,17,0,17,0,1,0,1,0,1,0,0,0,0,0,159
"634","TOWN OF GIBRALTAR DOOR","DOOR","TOWN OF GIBRALTAR",1060,44,41,814,814,807,7,0,198,0,182,4,2,0,1,0,0,0,0,0,0,0,814
"635","TOWN OF GIBSON MANITOWOC","MANITOWOC","TOWN OF GIBSON",804,0,106,756,756,756,0,0,53,0,53,4,0,0,0,0,1,0,0,0,0,0,756
"636","TOWN OF GILLETT OCONTO","OCONTO","TOWN OF GILLETT",473,8,10,513,513,101,0,412,38,0,37,0,0,0,0,0,0,0,0,0,0,0,513
"637","TOWN OF GILMAN PIERCE","PIERCE","TOWN OF GILMAN",543,1,102,541,537,147,0,394,23,0,20,1,3,0,1,0,1,0,0,0,0,0,541
"638","TOWN OF GILMANTON BUFFALO","BUFFALO","TOWN OF GILMANTON",282,2,20,201,201,29,0,172,9,1,8,1,0,0,0,0,0,0,0,0,0,0,201
"639","TOWN OF GINGLES ASHLAND","ASHLAND","TOWN OF GINGLES",436,0,65,415,415,415,0,0,26,0,26,0,3,0,0,0,0,0,0,0,0,0,415
"640","TOWN OF GLEN HAVEN GRANT","GRANT","TOWN OF GLEN HAVEN",190,1,44,192,192,62,0,130,15,2,12,0,0,0,2,0,1,0,0,0,0,0,192
"641","TOWN OF GLENCOE BUFFALO","BUFFALO","TOWN OF GLENCOE",269,2,18,229,229,53,0,176,17,0,17,0,3,0,0,0,0,0,0,0,0,0,229
"642","TOWN OF GLENDALE MONROE","MONROE","TOWN OF GLENDALE",328,0,46,314,314,62,0,252,25,0,24,0,0,0,0,0,0,0,0,0,0,0,314
"643","TOWN OF GLENMORE BROWN","BROWN","TOWN OF GLENMORE",684,6,79,648,648,0,648,0,64,0,61,0,0,0,5,0,3,0,4,0,0,0,648
"644","TOWN OF GLENWOOD ST. CROIX","ST. CROIX","TOWN OF GLENWOOD",367,7,93,418,418,0,287,418,31,0,29,0,0,0,1,0,0,0,0,0,0,0,418
"645","TOWN OF GOETZ CHIPPEWA","CHIPPEWA","TOWN OF GOETZ",342,10,87,383,383,383,0,383,13,0,11,1,0,0,1,0,0,0,0,0,0,0,383
"646","TOWN OF GOODMAN MARINETTE","MARINETTE","TOWN OF GOODMAN",385,0,43,329,329,110,0,219,38,0,34,0,0,0,1,0,1,0,0,0,0,0,329
"647","TOWN OF GOODRICH TAYLOR","TAYLOR","TOWN OF GOODRICH",253,0,44,242,242,103,0,139,16,0,15,0,0,0,0,0,0,0,0,0,0,0,242
"648","TOWN OF GORDON ASHLAND","ASHLAND","TOWN OF GORDON",194,4,24,209,209,209,0,0,16,0,16,0,0,0,1,0,0,0,0,0,0,0,209
"649","TOWN OF GORDON DOUGLAS","DOUGLAS","TOWN OF GORDON",495,3,47,431,431,0,431,0,58,0,52,0,0,0,1,0,0,0,0,0,0,0,431
"650","TOWN OF GRAFTON OZAUKEE","OZAUKEE","TOWN OF GRAFTON",3286,126,185,2732,2732,0,2728,4,810,0,810,0,0,0,0,0,0,0,0,0,0,0,2732
"651","TOWN OF GRAND CHUTE OUTAGAMIE","OUTAGAMIE","TOWN OF GRAND CHUTE",12432,713,1742,11151,11153,0,8820,2341,3887,16,3726,37,18,0,9,0,7,0,8,1,0,0,11151
"652","TOWN OF GRAND RAPIDS WOOD","WOOD","TOWN OF GRAND RAPIDS",5743,102,349,4561,4561,0,4561,0,936,0,920,1,4,2,4,0,2,0,4,0,2,0,4561
"653","TOWN OF GRAND VIEW BAYFIELD","BAYFIELD","TOWN OF GRAND VIEW",307,0,43,297,297,0,0,297,31,0,31,0,2,0,0,0,0,0,0,0,0,0,297
"654","TOWN OF GRANT CLARK","CLARK","TOWN OF GRANT",458,1,64,407,407,331,0,76,40,0,38,1,1,0,4,0,3,0,2,0,2,2,407
"655","TOWN OF GRANT DUNN","DUNN","TOWN OF GRANT",199,56,54,238,238,0,133,105,13,0,12,1,1,0,2,0,1,0,0,0,0,0,238
"656","TOWN OF GRANT MONROE","MONROE","TOWN OF GRANT",217,0,15,232,232,66,0,166,5,0,4,0,0,0,0,0,0,0,0,0,0,0,232
"657","TOWN OF GRANT PORTAGE","PORTAGE","TOWN OF GRANT",1152,16,167,1156,1156,0,1156,0,94,0,90,1,1,0,3,0,3,0,0,0,0,0,1156
"658","TOWN OF GRANT RUSK","RUSK","TOWN OF GRANT",378,7,50,355,355,247,0,108,14,0,13,0,0,0,0,0,0,0,0,0,0,0,355
"659","TOWN OF GRANT SHAWANO","SHAWANO","TOWN OF GRANT",518,0,71,483,483,0,311,172,26,0,25,0,0,0,1,0,0,0,0,0,0,0,483
"660","TOWN OF GRANTSBURG BURNETT","BURNETT","TOWN OF GRANTSBURG",472,5,147,557,557,338,0,219,50,0,46,1,0,0,2,0,1,0,0,0,0,0,557
"661","TOWN OF GRATIOT LAFAYETTE","LAFAYETTE","TOWN OF GRATIOT",336,3,27,286,286,22,0,264,13,0,13,0,0,0,0,0,0,0,0,0,0,0,286
