"","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","trump","clinton","other","undecided","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","johnson","other.nonas","decided.total","trump.defs","clinton.defs","other.defs"
"470","--","NBC/SurveyMonkey",2016-09-19,"2016-09-25","2016-09-26T19:09:53Z",13598,"Likely Voters","Internet",44,51,NA,6,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25719","http://www.nbcnews.com/storyline/data-points/poll-clinton-leads-trump-among-likely-voters-ahead-first-debate-n654531?cid=sm_tw","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates, for whom would you vote?   ",1,NA,0,95,46.3157894736842,53.6842105263158,NA
"471","--","NBC/SurveyMonkey",2016-09-19,"2016-09-25","2016-09-26T19:09:53Z",13598,"Likely Voters","Internet",40,45,3,2,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25719","http://www.nbcnews.com/storyline/data-points/poll-clinton-leads-trump-among-likely-voters-ahead-first-debate-n654531?cid=sm_tw","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates for whom would you vote?",2,NA,3,88,45.4545454545455,51.1363636363636,3.40909090909091
"472","--","UPI/CVOTER",2016-09-19,"2016-09-25","2016-09-26T16:25:27Z",1052,"Likely Voters","Internet",47,48,5,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25668","https://www.documentcloud.org/documents/3113825-UPI-CVoter-Release-2016-September-25.html","Nonpartisan","None","",1,NA,5,100,47,48,5
"473","--","YouGov/Economist",2016-09-22,"2016-09-24","2016-09-26T02:30:33Z",948,"Registered Voters","Internet",41,44,3,7,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25649","https://today.yougov.com/news/2016/09/25/yougoveconomist-poll-september-22-24-2016/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1,NA,3,88,46.5909090909091,50,3.40909090909091
"477","--","YouGov/Economist",2016-09-22,"2016-09-24","2016-09-26T02:30:33Z",948,"Registered Voters","Internet",44,48,7,2,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25649","https://today.yougov.com/news/2016/09/25/yougoveconomist-poll-september-22-24-2016/","Nonpartisan","None","",2,NA,7,99,44.4444444444444,48.4848484848485,7.07070707070707
"481","--","Morning Consult",2016-09-22,"2016-09-24","2016-09-25T12:33:33Z",1712,"Likely Voters","Internet",42,44,NA,4,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-25644","https://morningconsult.com/2016/09/25/trump-edges-clinton-ahead-first-debate/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1,NA,0,86,48.8372093023256,51.1627906976744,NA
"485","--","Morning Consult",2016-09-22,"2016-09-24","2016-09-25T12:33:33Z",1712,"Likely Voters","Internet",39,38,4,10,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-25644","https://morningconsult.com/2016/09/25/trump-edges-clinton-ahead-first-debate/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?",2,NA,4,81,48.1481481481481,46.9135802469136,4.93827160493827
"489","--","Bloomberg/Selzer",2016-09-21,"2016-09-24","2016-09-26T11:29:56Z",1002,"Likely Voters","Live Phone",46,46,3,4,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-25650","http://www.bloomberg.com/politics/articles/2016-09-26/national-poll","Nonpartisan","None","If the general election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote? ",1,NA,3,95,48.4210526315789,48.4210526315789,3.15789473684211
"490","--","Bloomberg/Selzer",2016-09-21,"2016-09-24","2016-09-26T11:29:56Z",1002,"Likely Voters","Live Phone",43,41,4,4,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-25650","http://www.bloomberg.com/politics/articles/2016-09-26/national-poll","Nonpartisan","None","If the general election were held today, and the candidates were Hillary Clinton for the Democrats, Donald Trump for the Republicans, Gary Johnson for the Libertarian Party, and Jill Stein for the Green Party, for whom would you vote? ",2,NA,4,88,48.8636363636364,46.5909090909091,4.54545454545455
"491","--","ABC/Post",2016-09-19,"2016-09-22","2016-09-25T12:14:51Z",651,"Likely Voters","Live Phone",44,46,1,4,"http://elections.huffingtonpost.com/pollster/polls/abc-post-25643","http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-sept-19-22-2016/2094/?fff","Nonpartisan","None","",1,NA,1,91,48.3516483516484,50.5494505494505,1.0989010989011
"492","--","ABC/Post",2016-09-19,"2016-09-22","2016-09-25T12:14:51Z",651,"Likely Voters","Live Phone",47,49,1,3,"http://elections.huffingtonpost.com/pollster/polls/abc-post-25643","http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-sept-19-22-2016/2094/?fff","Nonpartisan","None","",2,NA,1,97,48.4536082474227,50.5154639175258,1.03092783505155
"493","--","Franklin Pierce/RKM/Boston Herald",2016-09-18,"2016-09-22","2016-09-29T15:04:46Z",1017,"Likely Voters","Live Phone",43,45,3,3,"http://elections.huffingtonpost.com/pollster/polls/franklin-pierce-rkm-boston-herald-25805","http://www.bostonherald.com/news/us_politics/2016/09/poll_shows_prez_race_a_dead_heat","Nonpartisan","None","",1,NA,3,91,47.2527472527472,49.4505494505495,3.2967032967033
"497","--","Rasmussen",2016-09-20,"2016-09-21","2016-09-22T12:53:44Z",1000,"Likely Voters","IVR/Online",44,39,5,5,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-25614","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1,NA,5,88,50,44.3181818181818,5.68181818181818
"501","--","ARG",2016-09-17,"2016-09-20","2016-09-21T19:29:16Z",990,"Registered Voters","Live Phone",44,47,5,5,"http://elections.huffingtonpost.com/pollster/polls/arg-25604","http://americanresearchgroup.com/pres2016/na16-5.html","Nonpartisan","None","If the election for president were being held today between Hillary Clinton, the Democrat, and Donald Trump, the Republican, for whom would you vote - Clinton or Trump? ",1,NA,5,96,45.8333333333333,48.9583333333333,5.20833333333333
"505","--","McClatchy/Marist",2016-09-15,"2016-09-20","2016-09-23T11:09:49Z",758,"Likely Voters","Live Phone",41,48,9,2,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-25630","http://maristpoll.marist.edu/923-clinton-leads-trump-by-7-points-nationally/","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",1,NA,9,98,41.8367346938776,48.9795918367347,9.18367346938776
"509","--","McClatchy/Marist",2016-09-15,"2016-09-20","2016-09-23T11:09:49Z",758,"Likely Voters","Live Phone",39,45,5,2,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-25630","http://maristpoll.marist.edu/923-clinton-leads-trump-by-7-points-nationally/","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",2,NA,5,89,43.8202247191011,50.561797752809,5.61797752808989
"513","--","YouGov/Economist",2016-09-18,"2016-09-19","2016-09-21T12:51:11Z",1065,"Registered Voters","Internet",38,40,4,11,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25587","https://today.yougov.com/news/2016/09/20/yougoveconomist-poll-september-18-19-2016/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1,NA,4,82,46.3414634146341,48.780487804878,4.8780487804878
"517","--","NBC/WSJ",2016-09-16,"2016-09-19","2016-09-21T21:26:21Z",922,"Likely Voters","Live Phone",37,43,7,4,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-25607","http://www.nbcnews.com/politics/2016-election/poll-clinton-leads-trump-ahead-first-debate-n652141","Nonpartisan","None","And, if the next election for president were held today, with Donald Trump as the Republican candidate, Hillary Clinton as the Democratic candidate, Gary Johnson the Libertarian candidate, and Jill Stein the Green Party candidate for whom would you vote?",1,NA,7,87,42.5287356321839,49.4252873563218,8.04597701149425
"518","--","NBC/WSJ",2016-09-16,"2016-09-19","2016-09-21T21:26:21Z",922,"Likely Voters","Live Phone",41,48,4,7,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-25607","http://www.nbcnews.com/politics/2016-election/poll-clinton-leads-trump-ahead-first-debate-n652141","Nonpartisan","None","If the next election for president were held today, with (ROTATE) … Donald Trump and Mike Pence as the Republican candidates, and Hillary Clinton and Tim Kaine as the Democratic candidates, for whom would you vote?",2,NA,4,93,44.0860215053763,51.6129032258064,4.3010752688172
"519","--","AP-GfK (web)",2016-09-15,"2016-09-19","2016-09-23T11:25:20Z",1251,"Likely Voters","Internet",39,45,2,5,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-web-25631","http://ap-gfkpoll.com/main/wp-content/uploads/2016/09/September-2016-AP-GfK-Poll-Topline-Clinton1.pdf","Nonpartisan","None","If the 2016 presidential election were held today, for whom would you vote?",1,NA,2,86,45.3488372093023,52.3255813953488,2.32558139534884
"520","--","AP-GfK (web)",2016-09-15,"2016-09-19","2016-09-23T11:25:20Z",1251,"Likely Voters","Internet",44,50,NA,6,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-web-25631","http://ap-gfkpoll.com/main/wp-content/uploads/2016/09/September-2016-AP-GfK-Poll-Topline-Clinton1.pdf","Nonpartisan","None","If the 2016 presidential election were held today, for whom would you vote? ",2,NA,0,94,46.8085106382979,53.1914893617021,NA
"521","--","ICITIZEN",2016-09-15,"2016-09-19","2016-09-22T16:07:31Z",1000,"Registered Voters","Internet",37,42,3,12,"http://elections.huffingtonpost.com/pollster/polls/icitizen-25617","https://icitizen.com/insights/national-poll-results-september-2016/","Nonpartisan","None","",1,NA,3,82,45.1219512195122,51.219512195122,3.65853658536585
"525","--","Ipsos/Reuters",2016-09-15,"2016-09-19","2016-09-21T15:30:56Z",1111,"Likely Voters","Internet",39,39,10,11,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25593","http://big.assets.huffingtonpost.com/ipsos920.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1,NA,10,88,44.3181818181818,44.3181818181818,11.3636363636364
"529","--","Ipsos/Reuters",2016-09-15,"2016-09-19","2016-09-21T15:30:56Z",1111,"Likely Voters","Internet",39,37,5,10,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25593","http://big.assets.huffingtonpost.com/ipsos920.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2,NA,5,81,48.1481481481481,45.679012345679,6.17283950617284
"533","--","UPI/CVOTER",2016-09-12,"2016-09-18","2016-09-21T15:42:10Z",1203,"Likely Voters","Internet",47,48,5,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25594","http://www.upi.com/Top_News/US/2016/09/21/UPICVoter-poll-Hillary-Clinton-holds-118-lead-over-Donald-Trump/2301474469318/?spt=sec&or=tn","Nonpartisan","None","",1,NA,5,100,47,48,5
"534","--","NBC/SurveyMonkey",2016-09-12,"2016-09-18","2016-09-20T12:25:22Z",13230,"Likely Voters","Internet",45,50,NA,6,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25535","https://www.scribd.com/document/324571615/NBC-News-SurveyMonkey-Toplines-and-Methodology-9-12-9-18","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates, for whom would you vote?   ",1,NA,0,95,47.3684210526316,52.6315789473684,NA
"535","--","NBC/SurveyMonkey",2016-09-12,"2016-09-18","2016-09-20T12:25:22Z",13230,"Likely Voters","Internet",40,45,4,2,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25535","https://www.scribd.com/document/324571615/NBC-News-SurveyMonkey-Toplines-and-Methodology-9-12-9-18","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates for whom would you vote?",2,NA,4,89,44.9438202247191,50.561797752809,4.49438202247191
"536","--","Morning Consult",2016-09-15,"2016-09-16","2016-09-18T17:13:30Z",1639,"Likely Voters","Internet",42,46,NA,12,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-25522","https://morningconsult.com/2016/09/18/clinton-maintains-lead-trump-despite-health-scare/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1,NA,0,88,47.7272727272727,52.2727272727273,NA
"540","--","Morning Consult",2016-09-15,"2016-09-16","2016-09-18T17:13:30Z",1639,"Likely Voters","Internet",40,42,3,7,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-25522","https://morningconsult.com/2016/09/18/clinton-maintains-lead-trump-despite-health-scare/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?",2,NA,3,85,47.0588235294118,49.4117647058824,3.52941176470588
"544","--","Saint Leo University",2016-09-10,"2016-09-16","2016-09-21T18:09:09Z",1005,"Likely Voters","Internet",41,46,4,NA,"http://elections.huffingtonpost.com/pollster/polls/saint-leo-university-25600","http://polls.saintleo.edu/wp-content/uploads/2016/09/SLU-September-2016-Poll_Complete-Findings.pdf","Nonpartisan","None","If the Presidential election was held today between Hillary Clinton and Donald Trump, Gary Johnson and Jill Stein, which candidate would you support? ",1,NA,4,91,45.0549450549451,50.5494505494505,4.3956043956044
"545","--","FOX",2016-09-11,"2016-09-14","2016-09-15T22:26:16Z",867,"Likely Voters","Live Phone",40,41,4,6,"http://elections.huffingtonpost.com/pollster/polls/fox-25509","http://www.foxnews.com/politics/interactive/2016/09/15/fox-news-poll-sept-15-2016/","Nonpartisan","None","",1,NA,4,85,47.0588235294118,48.2352941176471,4.70588235294118
"549","--","FOX",2016-09-11,"2016-09-14","2016-09-15T22:26:16Z",867,"Likely Voters","Live Phone",46,45,2,7,"http://elections.huffingtonpost.com/pollster/polls/fox-25509","http://www.foxnews.com/politics/interactive/2016/09/15/fox-news-poll-sept-15-2016/","Nonpartisan","None","",2,NA,2,93,49.4623655913978,48.3870967741936,2.1505376344086
"553","--","Rasmussen",2016-09-12,"2016-09-13","2016-09-15T12:37:24Z",1000,"Likely Voters","IVR/Online",42,40,4,7,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-25496","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1,NA,4,86,48.8372093023256,46.5116279069767,4.65116279069767
"557","--","YouGov/Economist",2016-09-10,"2016-09-13","2016-09-14T17:01:06Z",1087,"Registered Voters","Internet",40,42,5,7,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25487","https://today.yougov.com/news/2016/09/13/yougoveconomist-poll-september-10-13-2016/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1,NA,5,87,45.9770114942529,48.2758620689655,5.74712643678161
