G.A.B. Canvass Reporting System,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Ward by Ward Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2014 GENERAL ELECTION,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
GOVERNOR/LIEUTENANT GOVERNOR,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Total Votes Cast,DEM,REP,IND,IND,,IND,REP,CON,IND,IND,REP,
,TOWN OF ALBION WARDS 1-4,540,269,264,0,7,,0,0,0,0,0,0,0
,TOWN OF ALMA Wards 1 & 4,122,45,72,2,3,,0,0,0,0,0,0,0
,"TOWN OF ALMA Wards 2,3 & 5",297,108,185,0,4,,0,0,0,0,0,0,0
,TOWN OF BEAR BLUFF WARD 1,67,5,59,0,3,,0,0,0,0,0,0,0
,TOWN OF BROCKWAY WARDS 1-6,604,379,219,4,2,,0,0,0,0,0,0,0
,TOWN OF CITY POINT WARD 1,90,34,55,1,0,,0,0,0,0,0,0,0
,TOWN OF CLEVELAND WARD 1,203,81,118,3,1,,0,0,0,0,0,0,0
,TOWN OF CURRAN WARD 1,131,75,55,1,0,,0,0,0,0,0,0,0
,TOWN OF FRANKLIN WARD 1,142,89,52,1,0,,0,0,0,0,0,0,0
,TOWN OF GARDEN VALLEY WARD 1,204,72,130,1,1,,0,0,0,0,0,0,0
,TOWN OF GARFIELD WARD 1,239,96,139,0,4,,0,0,0,0,0,0,0
,TOWN OF HIXTON WARDS 1 & 2,254,113,139,0,2,,0,0,0,0,0,0,0
,TOWN OF IRVING WARDS 1-3,299,141,157,1,0,,0,0,0,0,0,0,0
,TOWN OF KNAPP WARD 1,148,39,109,0,0,,0,0,0,0,0,0,0
,TOWN OF KOMENSKY WARD 1,111,92,19,0,0,,0,0,0,0,0,0,0
,TOWN OF MANCHESTER WARD 1,311,119,185,2,5,,0,0,0,0,0,0,0
,TOWN OF MELROSE WARD 1,187,66,119,1,1,,0,0,0,0,0,0,0
,TOWN OF MILLSTON WARD 1,90,37,53,0,0,,0,0,0,0,0,0,0
,TOWN OF NORTH BEND WARD 1,185,93,90,0,2,,0,0,0,0,0,0,0
,TOWN OF NORTHFIELD WARD 1,286,121,164,0,1,,0,0,0,0,0,0,0
,TOWN OF SPRINGFIELD WARD 1,186,94,90,2,0,,0,0,0,0,0,0,0
,VILLAGE OF ALMA CENTER WARD 1,192,105,80,1,6,,0,0,0,0,0,0,0
,VILLAGE OF HIXTON WARD 1,179,85,93,0,1,,0,0,0,0,0,0,0
,VILLAGE OF MELROSE WARD 1,215,110,100,3,2,,0,0,0,0,0,0,0
,VILLAGE OF MERRILLAN WARD 1,166,90,73,1,2,,0,0,0,0,0,0,0
,VILLAGE OF TAYLOR WARD 1,148,90,56,0,2,,0,0,0,0,0,0,0
,CITY OF BLACK RIVER FALLS WARD 1,426,220,200,2,4,,0,0,0,0,0,0,0
,CITY OF BLACK RIVER FALLS WARD 2,317,167,145,2,3,,0,0,0,0,0,0,0
,CITY OF BLACK RIVER FALLS WARD 3,209,119,80,4,6,,0,0,0,0,0,0,0
,CITY OF BLACK RIVER FALLS WARD 4,361,181,176,1,3,,0,0,0,0,0,0,0
,County Totals:,"7,545","3,631","3,812",35,67,,0,0,0,0,0,0,0
JEFFERSON ,TOWN OF AZTALAN Wards 1 - 2,699,288,401,1,8,,0,0,0,0,0,0,1
,TOWN OF COLD SPRING WARD 1,397,131,259,0,6,,0,0,0,0,0,0,1
,TOWN OF CONCORD Wards 1-3,"1,089",303,777,3,5,,0,0,0,0,0,0,1
,TOWN OF FARMINGTON Ward 1 - 2,750,226,520,1,3,,0,0,0,0,0,0,0
,TOWN OF HEBRON Wards 1-2,554,189,361,1,3,,0,0,0,0,0,0,0
,TOWN OF IXONIA WARDS 1-6,"2,379",486,"1,859",8,24,,0,0,0,0,0,0,2
,TOWN OF JEFFERSON WARDS 1-3,"1,056",376,670,3,7,,0,0,0,0,0,0,0
,"TOWN OF KOSHKONONG WARDS 1, 6",206,72,133,0,1,,0,0,0,0,0,0,0
,TOWN OF KOSHKONONG WARDS 2-5,"1,610",624,971,3,11,,0,0,0,0,0,0,1
,TOWN OF LAKE MILLS Wards 1-3,"1,063",490,564,3,6,,0,0,0,0,0,0,0
,"TOWN OF MILFORD Wards 1,2",531,194,331,3,3,,0,0,0,0,0,0,0
,TOWN OF OAKLAND Wards 1 - 4,"1,577",795,765,5,12,,0,0,0,0,0,0,0
,TOWN OF PALMYRA Wards 1-2,660,194,463,0,3,,0,0,0,0,0,0,0
,TOWN OF SULLIVAN WARDS 1-3,"1,127",291,820,4,11,,0,0,0,0,0,0,1
,TOWN OF SUMNER WARD 1,431,180,248,2,1,,0,0,0,0,0,0,0
,TOWN OF WATERLOO WARD 1,461,173,281,3,4,,0,0,0,0,0,0,0
,"TOWN OF WATERTOWN Wards 1,2",985,267,711,2,5,,0,0,0,0,0,0,0
,VILLAGE OF CAMBRIDGE WARD 1,37,24,13,0,0,,0,0,0,0,0,0,0
,VILLAGE OF JOHNSON CREEK WARDS 1-3,"1,144",403,720,9,12,,0,0,0,0,0,0,0
,VILLAGE OF LAC LA BELLE WARD 2,0,0,0,0,0,,0,0,0,0,0,0,0
,VILLAGE OF PALMYRA Wards 1 - 2,773,235,523,5,10,,0,0,0,0,0,0,0
,VILLAGE OF SULLIVAN WARD 1,303,69,234,0,0,,0,0,0,0,0,0,0
,CITY OF FORT ATKINSON WARD 1,543,254,283,2,4,,0,0,0,0,0,0,0
,CITY OF FORT ATKINSON WARD 2,697,361,327,3,4,,0,0,0,0,0,0,2
,CITY OF FORT ATKINSON WARD 3,555,285,265,1,3,,0,0,0,0,0,0,1
,CITY OF FORT ATKINSON WARD 4,555,306,241,1,7,,0,0,0,0,0,0,0
,CITY OF FORT ATKINSON WARD 5,416,215,190,1,9,,0,0,0,0,0,0,1
,CITY OF FORT ATKINSON WARD 6,430,208,218,2,2,,0,0,0,0,0,0,0
,CITY OF FORT ATKINSON WARD 7,578,301,268,1,7,,0,0,0,0,0,0,1
,CITY OF FORT ATKINSON WARD 8,561,277,274,4,5,,0,0,0,0,0,0,1
,CITY OF FORT ATKINSON WARD 9,502,257,234,3,7,,0,0,0,0,0,0,1
,CITY OF JEFFERSON WARDS 1 - 10,"2,798","1,314","1,442",16,24,,0,0,0,0,0,0,2
,CITY OF JEFFERSON WARD 11,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF LAKE MILLS WARDS 1 - 8,"2,687","1,351","1,303",4,27,,0,0,0,0,0,0,2
,CITY OF WATERLOO WARDS 1-5,"1,327",607,701,7,11,,0,0,0,0,0,0,1
,CITY OF WATERTOWN Ward 8,271,98,171,0,2,,0,0,0,0,0,0,0
,CITY OF WATERTOWN Wards 9 - 10,934,236,692,2,2,,0,0,0,0,0,0,2
,CITY OF WATERTOWN Wards 11 - 12,897,311,571,3,12,,0,0,0,0,0,0,0
,CITY OF WATERTOWN Wards 13 - 14,"1,001",353,634,1,9,,0,0,0,0,0,0,4
,CITY OF WATERTOWN Wards 15 -16,"1,070",370,688,3,8,,0,0,0,0,0,0,1
,CITY OF WATERTOWN Wards 17- 18,"1,299",398,889,2,10,,0,0,0,0,0,0,0
,CITY OF WHITEWATER Wards 10-11,331,159,167,1,3,,0,0,0,0,0,0,1
,CITY OF WHITEWATER Ward 12,478,205,261,1,8,,0,0,0,0,0,0,3
,County Totals:,"35,762","13,876","21,443",114,299,,0,0,0,0,0,0,30
JUNEAU ,TOWN OF ARMENIA Ward 1,281,112,168,0,1,,0,0,0,0,0,0,0
,TOWN OF CLEARFIELD WARD 1,233,96,133,2,2,,0,0,0,0,0,0,0
,TOWN OF CLEARFIELD WARD 2,55,24,29,0,2,,0,0,0,0,0,0,0
,TOWN OF CUTLER Ward 1,144,63,79,0,2,,0,0,0,0,0,0,0
,TOWN OF FINLEY Ward 1,46,11,35,0,0,,0,0,0,0,0,0,0
,TOWN OF FOUNTAIN Wards 1-2,237,95,137,0,5,,0,0,0,0,0,0,0
,TOWN OF GERMANTOWN WARDS 1 & 3,336,135,195,0,6,,0,0,0,0,0,0,0
,TOWN OF GERMANTOWN WARD 2,257,121,133,1,2,,0,0,0,0,0,0,0
,TOWN OF KILDARE Ward 1,239,105,129,3,2,,0,0,0,0,0,0,0
,TOWN OF KINGSTON Ward 1,14,2,10,0,2,,0,0,0,0,0,0,0
,TOWN OF LEMONWEIR Wards 1-4,604,258,342,0,4,,0,0,0,0,0,0,0
,TOWN OF LINDINA Wards 1,338,160,175,1,2,,0,0,0,0,0,0,0
,TOWN OF LISBON WARDS 1-2,365,174,188,1,2,,0,0,0,0,0,0,0
,TOWN OF LISBON WARD 3,4,0,4,0,0,,0,0,0,0,0,0,0
,TOWN OF LYNDON Wards 1 - 3,508,285,216,2,5,,0,0,0,0,0,0,0
,TOWN OF MARION Ward 1,201,72,121,0,7,,0,0,0,0,0,0,1
,TOWN OF NECEDAH Wards 1-4,862,303,548,3,8,,0,0,0,0,0,0,0
,TOWN OF ORANGE Ward 1,226,87,138,0,1,,0,0,0,0,0,0,0
,TOWN OF PLYMOUTH Ward 1,284,120,159,1,4,,0,0,0,0,0,0,0
,TOWN OF SEVEN MILE CREEK Wards 1 - 2,136,62,70,1,3,,0,0,0,0,0,0,0
,TOWN OF SUMMIT Wards 1,263,95,168,0,0,,0,0,0,0,0,0,0
,TOWN OF WONEWOC Wards 1-2,258,109,146,0,3,,0,0,0,0,0,0,0
,VILLAGE OF CAMP DOUGLAS Ward 1,170,81,87,0,2,,0,0,0,0,0,0,0
,VILLAGE OF HUSTLER Ward 1,81,46,32,0,3,,0,0,0,0,0,0,0
,VILLAGE OF LYNDON STATION Ward 1,141,87,49,1,4,,0,0,0,0,0,0,0
,VILLAGE OF NECEDAH Ward 1,308,137,158,2,11,,0,0,0,0,0,0,0
,VILLAGE OF UNION CENTER Ward 1,69,29,37,0,3,,0,0,0,0,0,0,0
,VILLAGE OF WONEWOC Ward 1,270,124,143,1,1,,0,0,0,0,0,0,1
,CITY OF ELROY WARDS 1 - 7,446,232,208,2,4,,0,0,0,0,0,0,0
,CITY OF MAUSTON WARDS 1 - 7,"1,216",650,552,2,11,,0,0,0,0,0,0,1
,CITY OF NEW LISBON WARDS 1-7,440,205,228,3,3,,0,0,0,0,0,0,1
,CITY OF WISCONSIN DELLS WARD 7,0,0,0,0,0,,0,0,0,0,0,0,0
,County Totals:,"9,032","4,080","4,817",26,105,,0,0,0,0,0,0,4
KENOSHA ,TOWN OF BRIGHTON Wards 1-4,715,205,501,4,5,,0,0,0,0,0,0,0
,TOWN OF PARIS Wards 1 & 2,804,271,524,4,5,,0,0,0,0,0,0,0
,TOWN OF RANDALL Wards 1 - 7,"1,235",380,834,6,12,,0,0,0,0,0,0,3
,TOWN OF SALEM Wards 1 - 5 & 10,"2,282",768,"1,487",8,17,,0,0,0,0,0,0,2
,TOWN OF SALEM Wards 6 - 9,"1,791",620,"1,146",9,15,,0,0,0,0,0,0,1
,TOWN OF SOMERS Wards 1-4,"1,299",580,706,7,6,,0,0,0,0,0,0,0
,"TOWN OF SOMERS Wards 5-6, 9, 12","1,056",498,546,5,7,,0,0,0,0,0,0,0
,TOWN OF SOMERS Wards 7-8,460,257,196,1,6,,0,0,0,0,0,0,0
,"TOWN OF SOMERS Wards 10, 13",747,304,438,1,3,,0,0,0,0,0,0,1
,TOWN OF SOMERS Ward 11,277,124,152,0,1,,0,0,0,0,0,0,0
,TOWN OF WHEATLAND Wards 1-6,"1,392",444,935,6,6,,0,0,0,0,0,0,1
,"VILLAGE OF BRISTOL WARDS 1,2,3 & 8","1,189",351,827,4,7,,0,0,0,0,0,0,0
,VILLAGE OF BRISTOL WARDS 4-7,983,324,651,0,8,,0,0,0,0,0,0,0
,VILLAGE OF GENOA CITY Ward 5,0,0,0,0,0,,0,0,0,0,0,0,0
,VILLAGE OF PADDOCK LAKE WARDS 1 - 6,"1,099",401,684,1,13,,0,0,0,0,0,0,0
,VILLAGE OF PLEASANT PRAIRIE Wards 1-3,"2,070",881,"1,163",6,19,,0,0,0,0,0,0,1
,VILLAGE OF PLEASANT PRAIRIE Wards 4-5,"1,042",447,587,2,6,,0,0,0,0,0,0,0
,VILLAGE OF PLEASANT PRAIRIE Wards 6-7,"1,388",705,663,1,18,,0,0,0,0,0,0,1
,VILLAGE OF PLEASANT PRAIRIE Wards 8-11,"1,897",648,"1,234",6,9,,0,0,0,0,0,0,0
,VILLAGE OF PLEASANT PRAIRIE Wards 12-14,"1,778",756,"1,008",2,11,,0,0,0,0,0,0,1
,VILLAGE OF SILVER LAKE Wards 1-3,"1,144",421,703,6,13,,0,0,0,0,0,0,1
,VILLAGE OF TWIN LAKES Wards 1 - 8,"1,837",696,"1,118",8,15,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD01,358,222,134,1,1,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD02,400,243,151,1,5,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD03,121,70,45,1,5,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD04,612,402,197,2,10,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD05,301,190,103,2,6,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD06,327,213,113,0,1,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD07,221,169,44,2,4,,0,0,0,0,0,0,2
,CITY OF KENOSHA WARD08,648,407,230,1,10,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD09,270,177,90,1,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD10,245,182,60,0,3,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD11,273,196,72,1,4,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD12,410,246,160,2,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD13,586,283,297,0,6,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD14,412,223,186,1,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD15,674,428,235,3,8,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD16,290,183,102,1,4,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD17,146,96,48,0,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD18,517,332,180,5,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD19,197,137,59,1,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD20,455,252,196,2,4,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD21,141,72,69,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD22,977,511,459,0,7,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD23,234,136,94,2,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD24,503,316,182,2,3,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD25,596,366,220,2,8,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD26,232,154,71,0,7,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD27,354,248,102,0,4,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD28,175,119,53,1,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD29,260,190,64,3,2,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD30,184,139,41,1,3,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD31,517,327,178,4,7,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD32,184,138,44,1,1,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD33,9,7,2,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD34,301,175,124,0,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD35,582,356,211,4,10,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD36,152,120,29,0,2,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD37,518,341,170,4,3,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD38,791,442,341,4,4,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD39,439,239,192,5,3,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD40,189,133,53,1,1,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD41,339,213,120,1,4,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD42,203,131,70,1,0,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD43,581,324,245,2,10,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD44,395,194,199,0,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD45,234,123,106,0,5,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD46,272,207,64,1,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD47,144,83,58,2,1,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD48,184,132,50,0,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD49,170,113,55,0,1,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD50,338,233,98,4,3,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD51,229,128,93,6,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD52,570,377,182,0,8,,0,0,0,0,0,0,3
,CITY OF KENOSHA WARD53,197,100,97,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD54,620,315,297,2,5,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD55,279,160,116,1,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD56,359,193,157,5,3,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD57,617,352,258,1,6,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD58,39,18,20,0,1,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD59,765,410,351,0,4,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD60,601,319,272,3,6,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD61,315,167,148,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD62,601,329,262,0,9,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD63,361,202,154,2,1,,0,0,0,0,0,0,2
,CITY OF KENOSHA WARD64,526,245,274,3,3,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD65,16,10,5,0,1,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD66,951,483,457,3,7,,0,0,0,0,0,0,1
,CITY OF KENOSHA WARD67,548,283,262,0,3,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD68,311,160,147,1,3,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD69,59,27,31,0,1,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD70,11,9,2,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD71,214,124,87,1,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD72,466,218,245,0,3,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD73,377,174,200,2,1,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD74,2,1,1,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD75,229,79,147,1,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD76,299,98,199,1,1,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD77,535,215,314,1,5,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD78,447,203,241,1,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD79,501,215,282,2,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD80,157,102,51,0,2,,0,0,0,0,0,0,2
,CITY OF KENOSHA WARD81,219,141,73,0,5,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD82,152,93,58,0,1,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD83,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD84,210,124,83,0,3,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD85,27,16,11,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD86,156,86,65,1,4,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD87,368,175,187,4,2,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD88,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD89,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD90,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF KENOSHA WARD91,2,2,0,0,0,,0,0,0,0,0,0,0
,County Totals:,"56,482","27,367","28,398",200,480,,0,0,0,0,0,0,37
KEWAUNEE ,TOWN OF AHNAPEE WARD 1,424,167,255,1,1,,0,0,0,0,0,0,0
,TOWN OF CARLTON WARDS 1 -2,492,147,341,2,2,,0,0,0,0,0,0,0
,TOWN OF CASCO WARDS 1-3,552,181,369,1,1,,0,0,0,0,0,0,0
,TOWN OF FRANKLIN WARD 1,455,173,278,0,4,,0,0,0,0,0,0,0
,TOWN OF LINCOLN WARD 1,411,155,254,2,0,,0,0,0,0,0,0,0
,TOWN OF LUXEMBURG WARDS  1 - 3,732,196,530,4,2,,0,0,0,0,0,0,0
,TOWN OF MONTPELIER WARDS 1-3,680,203,470,6,1,,0,0,0,0,0,0,0
,TOWN OF PIERCE WARDS 1-2,419,181,236,0,2,,0,0,0,0,0,0,0
,TOWN OF RED RIVER WARDS 1-3,658,215,437,5,1,,0,0,0,0,0,0,0
,TOWN OF WEST KEWAUNEE WARDS 1-2,619,194,417,6,2,,0,0,0,0,0,0,0
,VILLAGE OF CASCO WARD 1,245,84,158,1,2,,0,0,0,0,0,0,0
,VILLAGE OF LUXEMBURG WARDS 1-5,"1,016",345,663,1,7,,0,0,0,0,0,0,0
,CITY OF ALGOMA WARDS 1 - 6,"1,245",593,636,7,9,,0,0,0,0,0,0,0
,CITY OF KEWAUNEE WARDS 1 - 5,"1,186",545,632,3,6,,0,0,0,0,0,0,0
,County Totals:,"9,134","3,379","5,676",39,40,,0,0,0,0,0,0,0
LA CROSSE ,TOWN OF BANGOR Ward 1,262,93,165,1,3,,0,0,0,0,0,0,0
,TOWN OF BARRE Wards 1 & 2,583,221,354,2,6,,0,0,0,0,0,0,0
,TOWN OF BURNS Ward 1,454,208,243,0,3,,0,0,0,0,0,0,0
,TOWN OF CAMPBELL Wards 1 - 6,"1,970","1,050",902,5,13,,0,0,0,0,0,0,0
,TOWN OF FARMINGTON Wards 1 & 2,874,410,447,6,11,,0,0,0,0,0,0,0
,TOWN OF GREENFIELD Wards 1 & 2,949,428,507,1,13,,0,0,0,0,0,0,0
,TOWN OF HAMILTON Wards 1 - 5,"1,227",498,718,3,8,,0,0,0,0,0,0,0
,TOWN OF HOLLAND Wards 1-6,"1,880",808,"1,045",8,19,,0,0,0,0,0,0,0
,TOWN OF MEDARY Wards 1 & 2,812,379,424,1,8,,0,0,0,0,0,0,0
,TOWN OF ONALASKA WARDS 1-8,"2,754","1,228","1,498",8,20,,0,0,0,0,0,0,0
,TOWN OF SHELBY Wards 1-4,"1,510",727,763,4,16,,0,0,0,0,0,0,0
,TOWN OF SHELBY Wards 5-6,"1,037",531,498,0,8,,0,0,0,0,0,0,0
,TOWN OF WASHINGTON Ward 1,283,130,148,2,3,,0,0,0,0,0,0,0
,VILLAGE OF BANGOR WARDS 1 & 2,596,287,303,3,3,,0,0,0,0,0,0,0
,VILLAGE OF HOLMEN Wards 1-11,"3,542","1,781","1,726",7,28,,0,0,0,0,0,0,0
,VILLAGE OF ROCKLAND WARD 1,224,97,125,0,2,,0,0,0,0,0,0,0
,VILLAGE OF WEST SALEM Wards 1-6,"2,089",998,"1,064",9,18,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 1,"1,206",657,528,7,14,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 2,317,194,115,1,7,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 3,688,396,283,2,7,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 4,296,186,103,2,5,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 5,508,351,149,2,6,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 6,742,456,272,6,8,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 7,955,569,364,2,20,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 8,"1,329",616,681,6,25,,0,0,0,1,0,0,0
,CITY OF LA CROSSE WARD 9,"1,748","1,151",578,6,13,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 10,264,127,130,0,7,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 11,270,130,131,1,8,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 12,347,206,136,0,5,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 13,290,191,95,0,4,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 14,429,287,123,4,15,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 15,327,219,107,0,1,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 16,544,358,170,5,11,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 17,243,180,57,1,5,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 18,347,236,105,1,5,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 19,326,219,99,2,6,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 20,591,379,198,0,13,,0,0,0,1,0,0,0
,CITY OF LA CROSSE WARD 21,"1,602",984,602,6,10,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 22,954,641,294,5,14,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 23,338,201,129,1,7,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 24,921,578,327,6,10,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 25,601,351,240,2,8,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 26,"1,222",714,491,5,12,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 27,542,336,201,3,2,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 28,462,288,172,0,2,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 29,"1,305",726,567,5,7,,0,0,0,0,0,0,0
,CITY OF LA CROSSE WARD 30,0,0,0,0,0,,0,0,0,0,0,0,0
,CITY OF ONALASKA Ward 1-4,"2,619","1,229","1,358",14,18,,0,0,0,0,0,0,0
,CITY OF ONALASKA Ward 5-8,"2,269","1,201","1,034",9,25,,0,0,0,0,0,0,0
,CITY OF ONALASKA Ward 9-12,"2,774","1,198","1,552",7,16,,1,0,0,0,0,0,0
,County Totals:,"48,422","25,429","22,321",171,498,,1,0,0,2,0,0,0
LAFAYETTE ,TOWN OF ARGYLE WARDS 1-3,200,105,93,0,1,,0,0,0,0,0,0,1
,TOWN OF BELMONT WARDS 1 & 2,243,102,140,1,0,,0,0,0,0,0,0,0
,TOWN OF BENTON WARDS 1 & 2,182,70,111,0,1,,0,0,0,0,0,0,0
,TOWN OF BLANCHARD WARD 1,135,77,57,0,0,,0,0,0,0,0,0,1
,TOWN OF DARLINGTON WARDS 1-3,401,154,243,2,2,,0,0,0,0,0,0,0
,TOWN OF ELK GROVE WARDS 1 & 2,167,54,112,0,0,,0,0,0,0,0,0,1
,TOWN OF FAYETTE WARDS 1 & 2,158,69,89,0,0,,0,0,0,0,0,0,0
,TOWN OF GRATIOT WARD 1,234,84,149,0,1,,0,0,0,0,0,0,0
,TOWN OF KENDALL Ward 1,147,61,84,0,2,,0,0,0,0,0,0,0
,TOWN OF LAMONT WARDS 1 & 2,134,67,66,1,0,,0,0,0,0,0,0,0
,TOWN OF MONTICELLO WARD 1,57,11,45,0,1,,0,0,0,0,0,0,0
,TOWN OF NEW DIGGINGS WARD 1,183,77,104,0,2,,0,0,0,0,0,0,0
